runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.x.integer,param.disp.integer
5,3284,22389,250000,4171385619,24
5,3387,22457,250000,176470127,13
5,3373,22480,250000,1217500397,27
5,3344,22673,250000,1799009073,15
5,3420,22990,250000,3906659638,27
5,3271,22587,250000,830330691,24
5,3284,23089,250000,578618475,1
6,3247,28294,250000,1901564618,8
6,3291,28745,250000,2055496657,15
6,3285,28274,250000,3761469610,24
6,3272,28151,250000,1310017144,13
6,3272,28273,250000,783830755,17
6,3271,28481,250000,3330007240,4
6,3245,28588,250000,3881003893,21
6,3266,28617,250000,2815062700,28
6,3267,28787,250000,3124562491,5
6,3261,28608,250000,524817537,7
6,3263,28987,250000,482801,3
6,3280,29162,250000,1139488761,9
6,3275,28787,250000,292295833,30
6,3288,29139,250000,3416412400,9
6,3268,29013,250000,1189774320,6
6,3245,28751,250000,80269745,7
6,3279,28813,250000,3208103099,29
6,3268,28928,250000,3784588470,7
6,3273,28813,250000,3666682855,23
6,3286,28496,250000,3641003160,19
6,3265,28464,250000,3156002587,29
6,3292,29788,250000,2486359450,23
6,3278,28737,250000,3275008622,31
6,3265,28671,250000,2441430962,22
6,3271,29396,250000,4084101566,25
6,3279,28646,250000,2474315044,17
6,3271,29180,250000,930607889,20
6,3244,28897,250000,2975757994,21
6,3284,29072,250000,1515629612,8
6,3271,29004,250000,1387587409,9
6,3279,28322,250000,4147442542,16
6,3275,28700,250000,597565662,27
6,3281,28102,250000,1262341591,26
6,3276,28519,250000,905568679,30
6,3272,28738,250000,3008029300,25
6,3281,28242,250000,1498391748,22
6,3280,28139,250000,3617078043,10
6,3269,28180,250000,2587165172,6
6,3272,28201,250000,1371070757,10
6,3269,28257,250000,2068042941,13
6,3280,28540,250000,3836827315,22
6,3357,28173,250000,3530579838,8
6,3268,28177,250000,275606956,7
6,3284,28325,250000,1256753977,1
6,3278,28526,250000,1922457759,8
6,3279,28090,250000,2506575255,22
6,3272,28543,250000,2978119647,21
6,3267,28816,250000,2815285083,20
6,3273,28193,250000,3365629716,24
6,3266,28261,250000,3889125487,21
6,3291,28189,250000,802405752,6
6,3275,28116,250000,1782226118,17
6,3277,30097,250000,543659329,28
6,3274,28981,250000,3757317504,13
6,3278,28364,250000,1683392345,3
6,3278,30370,250000,2002463190,21
6,3267,29071,250000,1051021410,14
6,3282,29371,250000,3976252082,18
6,3282,29367,250000,1217010442,10
6,3281,29642,250000,1711792608,7
6,3280,29207,250000,2009810631,28
6,3277,30163,250000,2265870203,25
6,3268,30694,250000,1186255812,30
6,3273,31180,250000,3729708899,13
6,3271,29363,250000,595378138,14
6,3276,28328,250000,1154560775,26
6,3272,28383,250000,3287958499,11
6,3320,28453,250000,525290013,21
6,3269,28387,250000,3814776613,2
6,3278,28553,250000,992252900,4
6,3265,28499,250000,2380968344,12
6,3282,28478,250000,98743178,14
6,3275,28391,250000,2471427104,24
6,3280,28389,250000,3943144114,10
6,3270,28463,250000,2776685067,3
6,3276,28730,250000,605107716,28
6,3263,28298,250000,2532083243,29
6,3266,28223,250000,3572703208,22
6,3278,29097,250000,1480226259,1
6,3281,28559,250000,1889014199,21
6,3270,28410,250000,3887690397,10
6,3276,28259,250000,3093332786,9
6,3281,28410,250000,1571813045,23
6,3277,28440,250000,3933498948,27
6,3280,28365,250000,1475143250,0
6,3348,28193,250000,1157033172,22
6,3274,28436,250000,2825576592,31
6,3278,28630,250000,1908639106,11
6,3273,28414,250000,2902120192,18
6,3273,28276,250000,4166998505,4
