runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.value.float
2,3557,28120,10000,Buffer[547],49,-5853879507287284000
2,3572,26505,10000,Buffer[992],22,-2287694003781574700
2,3548,26158,10000,Buffer[540],42,4320915691239905300
2,3553,31363,10000,Buffer[943],12,-8648066418772949000
2,6926,25716,10000,Buffer[921],44,-2193119294404149200
2,3563,32867,10000,Buffer[855],36,927592008219402200
2,3539,26055,10000,Buffer[923],27,7221551415167166000
2,3529,26178,10000,Buffer[691],32,-4417702643247648300
2,3542,31083,10000,Buffer[746],21,4484035147753212000
2,3537,26595,10000,Buffer[891],38,-2029177967968534000
2,3583,32072,10000,Buffer[767],53,-4247180378888767500
2,3630,41942,10000,Buffer[563],2,3366770988489998300
2,3583,29604,10000,Buffer[827],54,7593885926487284000
2,3572,33255,10000,Buffer[711],30,-5967430777366176000
2,3634,33893,10000,Buffer[1010],47,4897462961497903000
2,3614,32757,10000,Buffer[959],40,-941081530519068700
2,3605,35431,10000,Buffer[730],44,4321273654651988000
2,3626,42048,10000,Buffer[1022],4,-9005916772823179000
2,3538,26058,10000,Buffer[891],25,5506388270795747000
2,3612,26910,10000,Buffer[842],25,-3697721090102902300
2,5681,31606,10000,Buffer[911],47,-591844427820023300
2,3553,26873,10000,Buffer[945],32,-3964376752156300000
2,3553,27132,10000,Buffer[664],52,-1245460538516824600
2,3602,28167,10000,Buffer[1021],25,-2034742234709104600
2,3591,28908,10000,Buffer[840],48,8103773775736031000
2,3700,34393,10000,Buffer[735],23,8788438743364258000
2,3621,40408,10000,Buffer[788],24,-159501919511431170
2,3563,26240,10000,Buffer[858],20,-2558862014671987000
2,3740,35882,10000,Buffer[838],54,1679728660914735000
2,3642,36892,10000,Buffer[803],45,-3201443817065113600
2,3774,33294,10000,Buffer[956],52,-3987631058225787400
2,3598,30699,10000,Buffer[920],9,347227045395687400
2,4029,34930,10000,Buffer[720],50,1606722880548104200
2,3533,26273,10000,Buffer[676],36,310046338054524900
2,3504,27015,10000,Buffer[557],5,-2088554755150610400
2,3507,26485,10000,Buffer[614],9,2597912535421204500
2,3946,33231,10000,Buffer[1006],29,6709356390767641000
2,3611,33317,10000,Buffer[889],44,1757794823237152800
2,3577,26823,10000,Buffer[976],0,-362086123423600100
2,3918,28404,10000,Buffer[638],35,-1388652653606174200
2,3546,28036,10000,Buffer[515],27,860228432181401600
2,3587,29371,10000,Buffer[761],23,-7478696689668559000
2,3600,26648,10000,Buffer[577],43,8914829391950111000
2,3698,28763,10000,Buffer[771],7,-4046425961303445500
2,3644,27224,10000,Buffer[878],33,4942482010001261000
2,3964,31138,10000,Buffer[561],3,-6286674959500059000
2,3687,33193,10000,Buffer[620],27,-5928579773009197000
2,3625,32810,10000,Buffer[810],14,4617627179880598000
2,3652,38273,10000,Buffer[873],54,-5145301540535132000
2,3521,27260,10000,Buffer[610],0,-8637349154363462000
2,3627,38008,10000,Buffer[851],38,6239856853421099000
2,3465,26230,10000,Buffer[781],1,7514151627917107000
2,3462,26003,10000,Buffer[615],52,7408852941276451000
2,4177,30326,10000,Buffer[799],50,-6336033200562776000
2,3650,35228,10000,Buffer[813],0,8142050688628896000
2,3691,36245,10000,Buffer[670],28,-5597915365600086000
2,3744,43317,10000,Buffer[706],27,-1654612576835367400
2,3533,28438,10000,Buffer[896],51,2360461500326619000
2,4704,33923,10000,Buffer[744],56,8479509905995893000
2,3723,38507,10000,Buffer[952],33,-8210252494781786000
2,3522,25815,10000,Buffer[547],47,-3236983870584971000
2,4184,35155,10000,Buffer[895],51,3305408111470063600
2,3687,26669,10000,Buffer[738],22,143057245184935940
2,3634,34986,10000,Buffer[650],4,-7388231946192835000
2,7844,34596,10000,Buffer[907],15,-6493376258639213000
2,3514,26188,10000,Buffer[760],22,-5384253760363799000
2,3517,26617,10000,Buffer[794],12,-6028773304861448000
2,7577,27149,10000,Buffer[977],54,-7364990389415604000
2,3550,26250,10000,Buffer[650],0,-3982256610699010000
2,3667,34057,10000,Buffer[747],23,6251906726818658000
2,4899,32945,10000,Buffer[867],0,-1745272229241397200
2,3573,28700,10000,Buffer[902],14,-206252844976541200
2,3569,26676,10000,Buffer[759],37,-8040013805171143000
2,3630,33891,10000,Buffer[796],43,6220975199565967000
2,3581,27132,10000,Buffer[720],14,-2900056252781740500
2,3504,34177,10000,Buffer[958],21,-1526916586788493300
2,3497,27560,10000,Buffer[993],17,-9165692542618589000
2,3544,31459,10000,Buffer[712],25,-4779857151673057000
2,3586,35635,10000,Buffer[885],6,5548550739549778000
2,4126,37099,10000,Buffer[889],12,1190858943333281800
2,3560,36622,10000,Buffer[1015],30,-548493796490042900
2,3474,26511,10000,Buffer[864],45,-1878853753935020500
2,6772,27964,10000,Buffer[849],36,-5459665125589979000
2,3595,37103,10000,Buffer[541],8,8809866150899884000
2,3559,26208,10000,Buffer[830],35,8740550345248182000
2,7082,31341,10000,Buffer[741],20,-274841177518686200
2,3736,42066,10000,Buffer[961],50,-722698039153205800
2,3618,34448,10000,Buffer[679],48,-2941367260514738700
2,7106,39530,10000,Buffer[780],40,4069311044894816000
2,3580,34335,10000,Buffer[569],32,-7805794062904394000
2,3685,35287,10000,Buffer[800],41,-2692678760409979000
2,4631,33856,10000,Buffer[746],2,-6088903422778472000
2,4041,39575,10000,Buffer[640],46,4701473226895886000
2,3514,25948,10000,Buffer[782],34,-3590186250791211000
2,5659,25603,10000,Buffer[568],14,6527805199643105000
3,4410,31713,10000,Buffer[586],26,-8793987848900368000
3,3437,31092,10000,Buffer[616],50,6055506194917093000
3,3414,25151,10000,Buffer[922],43,7179434868915190000
3,3409,32766,10000,Buffer[711],45,-1760460197022601700
3,3474,29955,10000,Buffer[1010],31,4868226394570416000
3,3464,27714,10000,Buffer[861],41,-3757345479621676500
3,3436,34789,10000,Buffer[574],42,2248424293511428000
3,3502,26826,10000,Buffer[807],16,-1829031612641174000
3,3501,30219,10000,Buffer[586],19,2930855544580552700
3,3534,36387,10000,Buffer[531],13,-4949331171921785000
3,5448,29462,10000,Buffer[888],16,8873833910027801000
3,3514,31062,10000,Buffer[753],55,-133265516106707460
3,4120,25287,10000,Buffer[807],16,-7570261701967915000
3,3444,28427,10000,Buffer[966],13,-2355495599974416400
3,3817,25573,10000,Buffer[679],3,398309482181924860
3,3425,28738,10000,Buffer[895],29,1165735948685324300
3,3509,35803,10000,Buffer[786],47,4389145175972196400
3,3752,25282,10000,Buffer[860],14,-276533400612497400
3,3439,28262,10000,Buffer[705],52,2507788351070998500
3,3494,25626,10000,Buffer[729],47,-4067251029037797400
3,3441,26753,10000,Buffer[825],8,-3132048661462458000
3,3485,29408,10000,Buffer[743],30,-277550363068493300
3,3440,25982,10000,Buffer[822],45,2244408352428970000
3,3440,28340,10000,Buffer[945],8,-1630827196710878700
3,3579,29463,10000,Buffer[748],39,-3975261685224667000
3,3559,26950,10000,Buffer[779],11,4031980904224299000
3,3601,27624,10000,Buffer[720],2,5174278608176769000
3,7359,26434,10000,Buffer[678],15,8012007210701521000
3,3583,27474,10000,Buffer[684],12,6330149897714850000
3,3474,28668,10000,Buffer[734],10,-4792740695682968000
3,3421,26009,10000,Buffer[751],38,-3639782641703100400
3,3440,26455,10000,Buffer[841],13,2898156441813948400
3,3396,25044,10000,Buffer[779],40,1173502420926683100
3,3387,30452,10000,Buffer[932],11,-4203408336924176400
3,3417,26170,10000,Buffer[735],31,-4102601354468358000
3,3954,26250,10000,Buffer[995],21,5426406627392489000
3,3501,29989,10000,Buffer[576],56,7725077049649637000
3,3487,29411,10000,Buffer[956],49,-6677007036730966000
3,3440,28010,10000,Buffer[975],47,-8909965232985829000
3,3507,30285,10000,Buffer[1016],31,7606497305852129000
3,3416,25403,10000,Buffer[978],14,-2314849702633758000
3,3525,29101,10000,Buffer[991],29,-9151281656777058000
3,3468,26552,10000,Buffer[693],51,-774148581718886400
3,3438,25520,10000,Buffer[716],51,7529746311384457000
3,3440,25801,10000,Buffer[962],34,-6227970876313735000
3,3493,34814,10000,Buffer[780],45,-8647589504888025000
3,3490,29160,10000,Buffer[707],42,-6097377136671724000
3,3487,26126,10000,Buffer[611],33,-3966723541810723000
3,3529,30179,10000,Buffer[824],40,-5715625562349760000
3,3524,25909,10000,Buffer[546],30,5121819235534225000
3,3439,25384,10000,Buffer[964],35,3015338019882277000
3,3414,33160,10000,Buffer[779],17,1662424148793512000
3,3758,25530,10000,Buffer[619],33,3079204613429739500
3,3467,26981,10000,Buffer[611],37,-3265164858268057600
3,3431,26031,10000,Buffer[884],28,-5219105194620805000
3,3472,27640,10000,Buffer[622],16,-259242812159135740
3,3462,32001,10000,Buffer[756],16,6503555247737868000
3,3429,29813,10000,Buffer[646],13,2799108269268758500
3,3415,26086,10000,Buffer[684],13,7977354972887558000
3,3439,26795,10000,Buffer[765],15,-1150483648632458800
3,3434,30435,10000,Buffer[528],2,1041933771027439600
3,3437,26896,10000,Buffer[912],32,8506816055927941000
3,3447,28778,10000,Buffer[631],21,-1973312596125460500
3,3703,30119,10000,Buffer[862],13,8748389760228012000
3,3485,28575,10000,Buffer[936],47,165345972260827140
3,3505,27666,10000,Buffer[844],11,-1321204813238298600
3,3436,30681,10000,Buffer[670],29,3708238963964768000
3,3510,28453,10000,Buffer[545],0,-1530601775544864300
3,3475,30038,10000,Buffer[791],28,-3052504996366164500
3,5336,30843,10000,Buffer[589],38,-7845761907462846000
3,3580,31748,10000,Buffer[776],11,-4012089971985279000
3,3535,26610,10000,Buffer[661],18,-6522979504591479000
3,3818,29998,10000,Buffer[596],46,4869092677225372000
3,3522,26031,10000,Buffer[525],8,6303539381467517000
3,3445,25941,10000,Buffer[878],11,-5739157979315806000
3,3437,30006,10000,Buffer[792],27,7134678941718612000
3,3473,30049,10000,Buffer[537],55,7002045155057025000
3,3449,25814,10000,Buffer[917],16,-4826888878736294000
3,3485,31065,10000,Buffer[613],50,8215649042947549000
3,3489,31505,10000,Buffer[721],39,-6649513351441680000
3,3444,25361,10000,Buffer[630],14,-4038092162300920000
3,3416,30773,10000,Buffer[930],37,-8309810227254641000
3,3447,28197,10000,Buffer[904],27,3967216454281165000
3,3465,26631,10000,Buffer[993],14,3240452573057671000
3,3509,28648,10000,Buffer[615],29,-3784810178552148500
3,3495,25908,10000,Buffer[550],30,-5141454775373832000
3,4037,26014,10000,Buffer[652],18,-2889070692537942500
3,3435,29358,10000,Buffer[774],19,9186076643466107000
3,3436,28956,10000,Buffer[823],23,7460667949060897000
3,3466,25578,10000,Buffer[908],2,1461969728485822500
3,3459,31221,10000,Buffer[704],22,-2725138631695319600
3,3464,26146,10000,Buffer[919],33,-5147872271290636000
3,3512,26595,10000,Buffer[704],55,9088790313839991000
3,3407,31357,10000,Buffer[620],18,3881949769801009000
3,3426,26317,10000,Buffer[973],18,1421277642226782200
3,3461,26208,10000,Buffer[597],43,-1668866102511518200
3,3607,28401,10000,Buffer[895],55,-2252947802462925300
3,3531,27118,10000,Buffer[684],7,2170003422461210600
3,3426,27317,10000,Buffer[629],35,1132738372093341700
3,3416,33647,10000,Buffer[600],49,-1867816768647913000
4,3901,33438,10000,Buffer[558],9,-4230222902545936000
4,3908,37332,10000,Buffer[805],36,3117168531312115700
4,3901,35777,10000,Buffer[609],11,5128647703086301000
4,3900,36423,10000,Buffer[601],35,-7147872966292564000
4,3901,35756,10000,Buffer[816],34,-4062815453349124000
4,3906,36484,10000,Buffer[1014],26,1106710158701443100
4,3906,34011,10000,Buffer[959],49,-1190460391936650800
4,3912,40907,10000,Buffer[889],31,-2473156924281557500
4,3917,35915,10000,Buffer[602],49,-824668305405928000
4,3918,36513,10000,Buffer[853],4,1594836240854753300
4,4009,43722,10000,Buffer[863],36,-5937537615519777000
4,3906,35637,10000,Buffer[931],1,3389424602097819600
4,3901,38300,10000,Buffer[859],33,3201615018513987600
4,3910,35584,10000,Buffer[846],14,5611702652156967000
4,3906,35738,10000,Buffer[515],1,-2983020721370994700
4,3909,37070,10000,Buffer[818],24,2694650010159687700
4,3898,36070,10000,Buffer[916],51,-2993631722974224000
4,3897,36163,10000,Buffer[729],48,-2664712080365638000
4,3897,38377,10000,Buffer[788],6,1001011346669586400
4,3948,39772,10000,Buffer[904],29,3547176216858386400
4,3901,37050,10000,Buffer[766],51,2303148028283246600
4,3903,36918,10000,Buffer[686],56,-4770671502290127000
4,3897,35978,10000,Buffer[904],55,-8030270697487028000
4,3894,35937,10000,Buffer[519],48,1129356104167223300
4,3897,37815,10000,Buffer[822],6,1381929255557550000
4,3902,35788,10000,Buffer[1011],0,-8472906470612251000
4,3904,37275,10000,Buffer[601],3,5415802556563235000
4,3896,36481,10000,Buffer[624],7,2225921671438106600
4,3897,36628,10000,Buffer[729],2,8959017868619991000
4,3901,40079,10000,Buffer[836],42,8886508989199448000
4,3902,39596,10000,Buffer[903],25,-5742639120796977000
4,3895,37592,10000,Buffer[842],10,8165112775901573000
4,3900,35737,10000,Buffer[649],25,8980804464478185000
4,3898,36356,10000,Buffer[595],56,5996325810609539000
4,3899,37497,10000,Buffer[892],4,-1701907210901294600
4,3894,40041,10000,Buffer[680],42,-2915693560886510000
4,4239,49369,10000,Buffer[871],24,-3720174958686402600
4,3901,31893,10000,Buffer[690],40,5804186721349386000
4,3912,35726,10000,Buffer[529],41,1444237789655980000
4,3901,41799,10000,Buffer[930],30,-3277400765925908000
4,3902,40053,10000,Buffer[758],31,-58394042775652350
4,3914,36247,10000,Buffer[814],7,5905224593677715000
4,3910,39031,10000,Buffer[633],41,4967551833928315000
4,3910,36354,10000,Buffer[706],22,7989240174191352000
4,4881,38889,10000,Buffer[1001],29,6733289706040740000
4,3911,39419,10000,Buffer[861],28,-683087124267393000
4,3926,36061,10000,Buffer[899],15,144458017682989060
4,4882,38780,10000,Buffer[674],15,-6254054622438777000
4,3911,42430,10000,Buffer[697],51,4828824649548487000
4,4875,38606,10000,Buffer[646],10,2502657818863157000
4,3903,36111,10000,Buffer[926],20,1744917604026452000
4,3899,42543,10000,Buffer[759],15,613528577910517800
4,3894,35957,10000,Buffer[771],2,7305500392791024000
4,3898,35634,10000,Buffer[981],3,6167914383834524000
4,3896,39854,10000,Buffer[803],6,1465021178021636000
4,3896,40045,10000,Buffer[893],2,3039438483329227000
4,3901,39645,10000,Buffer[532],4,-1162474173275584500
4,3903,36528,10000,Buffer[753],22,6391206633195373000
4,4873,38981,10000,Buffer[527],15,5095081682772812000
4,3903,35837,10000,Buffer[668],11,5741650883465632000
4,3902,40092,10000,Buffer[1016],43,374217026744262660
4,4874,41696,10000,Buffer[604],22,2869289704644839400
4,3898,36359,10000,Buffer[898],5,-7665929828033028000
4,3898,36273,10000,Buffer[640],47,-6000457031801623000
4,4870,38429,10000,Buffer[771],47,-1160761668135116300
4,3901,40080,10000,Buffer[568],43,1765690982749005800
4,3916,42448,10000,Buffer[769],21,-8904863709453754000
4,3901,35867,10000,Buffer[991],11,1614885048955701200
4,3918,35629,10000,Buffer[895],13,7677407588514736000
4,3900,40568,10000,Buffer[535],7,1065155554273417200
4,3899,43275,10000,Buffer[840],33,-4044190375536787000
4,3901,35815,10000,Buffer[926],38,1961294949183891500
4,4875,42011,10000,Buffer[608],55,6513441800158298000
4,4883,43319,10000,Buffer[603],39,-8012305666189691000
4,3897,36721,10000,Buffer[822],31,8816572735227675000
4,3895,40635,10000,Buffer[894],28,415570487109173250
4,3897,35849,10000,Buffer[658],52,-4731161869813557000
4,3895,40414,10000,Buffer[530],29,-749268352330575400
4,3897,42667,10000,Buffer[615],32,-3266447262372806000
4,3899,37462,10000,Buffer[699],55,-1194492870366749200
4,3896,40261,10000,Buffer[930],37,-8465260606319563000
4,3897,35418,10000,Buffer[567],22,8387801825512620000
4,4871,38585,10000,Buffer[531],56,-3361093192267743000
4,3896,35964,10000,Buffer[891],50,-8187992760045767000
4,3898,38063,10000,Buffer[525],10,2263455949343004700
4,3897,42609,10000,Buffer[810],39,7535797422156894000
4,3898,39852,10000,Buffer[595],20,-1799010962053855200
4,3896,41343,10000,Buffer[988],12,-8352027748503435000
4,4871,40818,10000,Buffer[780],50,-3897466874722602500
4,4246,40979,10000,Buffer[619],20,-5317790502175711000
4,3898,44524,10000,Buffer[577],15,7724053335471882000
4,3896,41664,10000,Buffer[732],13,7505178279000547000
4,4290,39874,10000,Buffer[888],16,7082789763926321000
4,3896,36937,10000,Buffer[880],47,-6162100215363355000
4,3898,41322,10000,Buffer[808],23,6474320940635130000
4,3896,41186,10000,Buffer[971],40,-6707004793627810000
4,4871,44510,10000,Buffer[947],33,966678062799722500
4,3896,41583,10000,Buffer[802],42,3555652998089500700
4,3898,40265,10000,Buffer[587],0,8900424463840872000
4,3896,40663,10000,Buffer[869],24,-3876458847951843000
5,3906,36557,10000,Buffer[535],42,-9037571700757701000
5,3901,42342,10000,Buffer[811],17,-3777513926362013000
5,3911,36594,10000,Buffer[779],24,-869987441901023200
5,3936,33289,10000,Buffer[1018],9,5678031406859129000
5,3932,34640,10000,Buffer[645],31,-6434423873884631000
5,3920,31989,10000,Buffer[1011],49,-2889349841148785000
5,3911,38902,10000,Buffer[760],37,-7189540238554276000
5,3913,41692,10000,Buffer[963],23,2401805429172994000
5,4884,38754,10000,Buffer[606],26,-2172681580527829500
5,3910,30792,10000,Buffer[850],40,8097330626109276000
5,3913,44762,10000,Buffer[802],23,-3527678735419342300
5,3907,40255,10000,Buffer[839],0,-62432089187798530
5,4926,40672,10000,Buffer[613],1,-7912368431729627000
5,4880,40356,10000,Buffer[722],17,-5820083899556086000
5,4567,33611,10000,Buffer[775],20,9202460021874692000
5,3911,40260,10000,Buffer[667],24,-95731601278202370
5,3912,35098,10000,Buffer[907],30,5698772012349948000
5,3933,40404,10000,Buffer[545],15,4062595195169128400
5,3909,41994,10000,Buffer[996],22,-1792421559328358000
5,3910,42022,10000,Buffer[1003],28,5295071095853324000
5,3926,40314,10000,Buffer[591],12,-864808107951718400
5,3909,43421,10000,Buffer[917],13,-6951324137686827000
5,3936,42874,10000,Buffer[938],26,158090643523966980
5,3905,36317,10000,Buffer[748],43,4020212643516463000
5,3979,46237,10000,Buffer[724],25,9083024570764182000
5,3902,32689,10000,Buffer[918],5,-8218462868990108000
5,3900,35868,10000,Buffer[711],45,5574296668248449000
5,3918,41300,10000,Buffer[689],23,5750779031427369000
5,4885,39337,10000,Buffer[635],51,-6706998165630280000
5,3929,40541,10000,Buffer[846],48,7259408714339951000
5,4880,39725,10000,Buffer[599],6,-4610120043513258500
5,3930,42909,10000,Buffer[739],3,-1257991642131440000
5,3905,40273,10000,Buffer[788],15,9001373300625701000
5,3969,32732,10000,Buffer[996],22,5206559943748465000
5,3973,36142,10000,Buffer[994],6,857845277595568100
5,3907,34109,10000,Buffer[518],3,6892150764050639000
5,3907,32654,10000,Buffer[955],5,4807079714661876000
5,4878,42880,10000,Buffer[838],45,-3371633983125491000
5,4084,41179,10000,Buffer[1009],22,-1886051687210233900
5,3905,35978,10000,Buffer[803],39,8270845844860471000
5,3934,42473,10000,Buffer[721],35,4704323457195788000
5,4002,40160,10000,Buffer[960],16,3687000512899369000
5,3906,40644,10000,Buffer[600],27,5421501462498339000
5,3922,41383,10000,Buffer[810],5,455329983980863500
5,3912,40400,10000,Buffer[964],24,-6649157764812786000
5,3906,42115,10000,Buffer[914],44,-3056800793627314000
5,3911,50686,10000,Buffer[778],13,8437987156729790000
5,3918,41927,10000,Buffer[624],22,5447908761358971000
5,3906,46305,10000,Buffer[746],4,-2569461810174947000
5,3915,31656,10000,Buffer[795],7,2459304611459293000
5,3924,30970,10000,Buffer[668],35,7726634390443362000
5,3912,43152,10000,Buffer[663],23,2203422945227937800
5,4876,42315,10000,Buffer[725],42,-1435934880045412400
5,3910,42485,10000,Buffer[719],14,-3270084202856334000
5,4351,41176,10000,Buffer[848],27,3441457687255816000
5,3915,45347,10000,Buffer[671],21,-7081463557944095000
5,4914,42095,10000,Buffer[605],56,-3013845708554212000
5,3912,30825,10000,Buffer[724],47,7792442828055409000
5,3902,44583,10000,Buffer[640],12,-6886723687518208
5,3903,41927,10000,Buffer[1014],51,-9200254032998257000
5,3906,40575,10000,Buffer[989],15,-5298634041490698000
5,3911,40771,10000,Buffer[545],38,7812736421383737000
5,3944,40270,10000,Buffer[783],28,-7093424799576377000
5,3913,40298,10000,Buffer[585],28,-7185791917305543000
5,3910,43534,10000,Buffer[732],34,2501108817667922000
5,3905,41173,10000,Buffer[624],40,-9196451795865502000
5,3919,37256,10000,Buffer[894],8,3091459367744403500
5,3940,43081,10000,Buffer[811],28,47437838994479100
5,3921,40987,10000,Buffer[528],19,-7319929294394638000
5,4887,38773,10000,Buffer[700],26,4102266323658666000
5,4883,47677,10000,Buffer[909],8,7352023599837880000
5,4883,38960,10000,Buffer[965],38,-8792027061371367000
5,3913,38974,10000,Buffer[810],17,6418967523536280000
5,3911,40866,10000,Buffer[598],9,7233938980975106000
5,3920,36793,10000,Buffer[852],9,-3649067777139450000
5,3911,40629,10000,Buffer[603],24,2858621397497254000
5,5245,42221,10000,Buffer[930],9,-5848459060688200000
5,3934,40498,10000,Buffer[551],51,-5566871962965950000
5,3917,31909,10000,Buffer[951],53,842401705152041000
5,3907,46280,10000,Buffer[706],35,-5072623237621914000
5,3902,38587,10000,Buffer[976],1,-5161264943553645000
5,3910,40517,10000,Buffer[848],30,-5165017586704671000
5,3934,46496,10000,Buffer[708],28,1569248883114076200
5,3919,40236,10000,Buffer[930],15,-3201682224022061000
5,3911,40983,10000,Buffer[580],41,-4322875104637456400
5,3910,37263,10000,Buffer[975],28,3898130571860617000
5,3911,39965,10000,Buffer[701],48,1808476417827586000
5,3914,30680,10000,Buffer[812],28,-6654988066082886000
