runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.target.buffer,param.targetoffset.integer,param.source.buffer,param.sourceoffset.integer,param.count.integer
28,5748,58201,10000,buffer: 0x623f48a115644ba4,79,buffer: 0xd78fafbf14ec7724,60,125
28,3896,56931,10000,buffer: 0x62876bafb6fedba4,168,buffer: 0xdad1860d94984cc4,75,4
28,3900,56516,10000,buffer: 0x6ad9172b335a53a4,75,buffer: 0x964ee08074a431e4,70,7
28,4899,60794,10000,buffer: 0xead92f56259eb224,42,buffer: 0xfa74ee066b5609e4,5,68
28,3899,59512,10000,buffer: 0xc0a6c111341b96a4,132,buffer: 0x0e2cc6b93b170124,29,22
28,3898,59234,10000,buffer: 0x9bf7ec55285ddba4,12,buffer: 0x776815dfea767784,34,121
28,4495,57330,10000,buffer: 0x5c3e527af6e4c524,101,buffer: 0x9cccb4f6de05f5e4,44,110
28,3899,56054,10000,buffer: 0xadaaf6eee0178324,95,buffer: 0x81296d4d757cf4a4,9,10
28,3897,56009,10000,buffer: 0x7890b622d46b8fa4,244,buffer: 0x49ce2ddfe0346024,17,62
28,4608,55600,10000,buffer: 0x10461b5719e1f7a4,86,buffer: 0x2d10f9a5ca39e024,83,15
28,3899,58716,10000,buffer: 0xa807a88013db32a4,119,buffer: 0xdda0f6f0e1b0f7e4,24,55
28,3899,60400,10000,buffer: 0x3876a270fc0c7164,176,buffer: 0xac01ca0b5524cb64,40,69
28,5803,76902,10000,buffer: 0x81dd3f35bb601da4,49,buffer: 0x592ac8d815ec8a24,8,107
28,3901,87279,10000,buffer: 0xb85b4d1ee6b16c64,125,buffer: 0xce4c6c7d35a546e4,81,45
28,4933,86258,10000,buffer: 0x438e6166184fa024,103,buffer: 0xab00108540f44544,60,76
28,4454,57139,10000,buffer: 0x20740abe1432e0a4,176,buffer: 0xf64fc3a1275cee64,34,65
28,4014,89407,10000,buffer: 0xef754cad5e6aa5a4,20,buffer: 0x7e93e3d5aa5d1fa4,106,27
28,3898,56725,10000,buffer: 0x33b0f50fb3abb424,212,buffer: 0xa8016b924f856344,37,69
28,4789,72586,10000,buffer: 0x1fa643aaf9860364,239,buffer: 0x2c91468c483495a4,7,78
28,3901,98525,10000,buffer: 0xa131d1fc4089b424,212,buffer: 0xf34d1c0b7d0afea4,2,117
28,4375,58942,10000,buffer: 0x0ca533fd133a25a4,17,buffer: 0x130fa23b94362864,28,72
28,4581,77723,10000,buffer: 0x18f1a3af47e68724,10,buffer: 0xb10267b8336ea3a4,99,84
28,4005,89228,10000,buffer: 0x27389ef60d0e60a4,132,buffer: 0x04ed142f59f3e524,117,112
28,4902,93472,10000,buffer: 0xed3a683074aae324,237,buffer: 0x9e8cf8cf1f4d1284,45,100
28,5511,95418,10000,buffer: 0xe603ef5d41af2aa4,145,buffer: 0xcdce918640854bc4,29,37
28,3900,88075,10000,buffer: 0xb13b0e9a142568a4,215,buffer: 0xcdf1704d79a4b4c4,126,59
28,3898,84064,10000,buffer: 0x87bdefe4b5e5fe24,75,buffer: 0x31c1d79794cf4da4,123,12
28,4165,87934,10000,buffer: 0x23780df265956fa4,173,buffer: 0x3b2df52967f5b4a4,42,58
28,3897,88179,10000,buffer: 0x7a3b264fa7752ae4,28,buffer: 0x716e56b80f765884,42,6
28,4947,89784,10000,buffer: 0x7be66b43a671daa4,155,buffer: 0xe9aab310da65c464,45,117
28,3898,61059,10000,buffer: 0x2f16747567d0b0e4,6,buffer: 0x512eb6aa8b239364,33,84
28,3901,88415,10000,buffer: 0x7a73631a4cbaaae4,244,buffer: 0x7b0f3c2db225b0a4,94,28
28,3973,67891,10000,buffer: 0x6c7ecb7875434ca4,174,buffer: 0x5a930684ee97d1a4,83,20
28,3899,90113,10000,buffer: 0x36eddf0c22942024,134,buffer: 0xe5f065e6d9102aa4,124,48
28,4952,80478,10000,buffer: 0x677f68c1111d89a4,3,buffer: 0xe3081a97583318e4,30,122
28,4872,95200,10000,buffer: 0x108fb352446a70a4,149,buffer: 0x036b2c7b28b37c04,53,126
28,3899,72848,10000,buffer: 0x002187b05ec4fce4,252,buffer: 0xd08f35c500b10544,68,119
28,4873,95635,10000,buffer: 0xe581f9bf90774124,77,buffer: 0x4b0d71fd61cd8124,3,44
28,3897,91158,10000,buffer: 0x54483d4463ed2e64,52,buffer: 0x9810353fdbe84c64,10,125
28,5514,98098,10000,buffer: 0x8fdfef69a8703224,208,buffer: 0x03c00477ea2d8924,116,122
28,3901,57371,10000,buffer: 0xadbac61ac4e12424,149,buffer: 0x622e4647d6dbf404,15,63
28,4873,56627,10000,buffer: 0x28ba70c4709b0d64,26,buffer: 0xf00f5460ba87a524,36,122
28,3900,58754,10000,buffer: 0xc331e883fe371aa4,218,buffer: 0x97728b0bed72ff24,111,19
29,3263,37133,10000,buffer: 0xda4d70300eafb090,246,buffer: 0x8caeb0ba75e08b90,19,93
29,3785,37966,10000,buffer: 0xc762c11a97c064d0,106,buffer: 0x36c1abb804e4ec70,28,79
29,3261,36645,10000,buffer: 0x9f53b19271c55c10,99,buffer: 0x11c1371e8889cd50,28,108
29,3271,35947,10000,buffer: 0x206a8fd7e422e350,26,buffer: 0x2c2d47d91efad710,97,47
29,3275,40837,10000,buffer: 0xf2c2820da2a18f90,70,buffer: 0x1f7b6a2b998ffb10,3,90
29,3263,36200,10000,buffer: 0x2ddade8738135390,120,buffer: 0xb228202bd7e620d0,3,26
29,3271,36136,10000,buffer: 0x6c7f773c9f0125d0,48,buffer: 0xbcf9943414839fd0,88,42
29,3273,39836,10000,buffer: 0x7ab43aa8df14f410,21,buffer: 0x9d3cef7412f50b90,35,79
29,3275,40396,10000,buffer: 0xb7a11a00bde10150,116,buffer: 0xc62c749100f13e10,107,104
29,3262,36491,10000,buffer: 0x94c8bee0d1ebc690,191,buffer: 0xc911282ce6e92c30,15,45
29,3262,40288,10000,buffer: 0xb26300e41d56c8d0,136,buffer: 0x00b828f1283285b0,82,99
29,3311,38118,10000,buffer: 0xb01bbce818c07710,132,buffer: 0x015b0036348cf490,95,33
29,3836,40453,10000,buffer: 0xd17ac03cabdb8790,171,buffer: 0xe333361f5ac89670,24,26
29,3271,39169,10000,buffer: 0x15c950ecfda29010,127,buffer: 0xab1a6faa9107cb90,118,77
29,3715,37105,10000,buffer: 0x92b56348e6851f90,77,buffer: 0xee7f471f351bfe10,74,101
29,3272,38335,10000,buffer: 0xf8bb2e31d3dedc50,221,buffer: 0x207a90d531ec4810,115,100
29,3272,40117,10000,buffer: 0xf703f36bb680c390,139,buffer: 0x5a1005285569ed90,12,119
29,3271,36664,10000,buffer: 0xed70e7193e750f90,21,buffer: 0x6f5a23f94bd38790,0,113
29,3276,37428,10000,buffer: 0x0e83f93f0f0ae9d0,147,buffer: 0xf86bb52b28ef9510,113,68
29,3273,36733,10000,buffer: 0xe3c0578fb04fff50,105,buffer: 0x52bab3230a0c9fd0,89,35
29,3274,36953,10000,buffer: 0x60331c2b7da11890,28,buffer: 0xf93bd41f11bcc6b0,52,22
29,3800,36042,10000,buffer: 0xa93064d7876fe490,172,buffer: 0x819d27f526780010,31,58
29,3876,39118,10000,buffer: 0xc5a437af57de2810,47,buffer: 0x88efc98143118bf0,85,88
29,3273,39914,10000,buffer: 0xede9923fb1d0e490,249,buffer: 0x2e39bc522d6e45b0,39,115
29,3284,36808,10000,buffer: 0x2afdaba40a3dfb90,1,buffer: 0xf65b03d093915050,2,99
29,3281,38306,10000,buffer: 0x14e806a81e2e07d0,64,buffer: 0x27aa23f440fd1110,87,111
29,3280,35742,10000,buffer: 0x66fc7918c8c22b90,142,buffer: 0x274072d2594f2c50,104,13
29,4939,36205,10000,buffer: 0x4207950cfd246b10,29,buffer: 0xc4f7771f158231d0,39,29
29,3274,40601,10000,buffer: 0x905f1ca3543f2d50,197,buffer: 0xb8b5ccded37b4b90,53,32
29,3272,36544,10000,buffer: 0x47678a9b0eecdf10,83,buffer: 0x0241f6fb54218570,8,46
29,3799,36901,10000,buffer: 0x2f560381fcbbe890,132,buffer: 0x0bd14a08984b9950,106,74
29,3273,38009,10000,buffer: 0xa1786d4e7db8a790,33,buffer: 0x4d0d7c764fd20650,0,69
29,3287,35954,10000,buffer: 0x1f95fb95c12a1890,173,buffer: 0xef0ce6dcfd4028f0,89,56
29,3948,37372,10000,buffer: 0x3740f7527e3083d0,85,buffer: 0xf07a29805ccba190,16,82
29,3326,44055,10000,buffer: 0xb24a6a4728a06b10,124,buffer: 0x3e7591a2f19a0790,71,44
29,3271,35978,10000,buffer: 0xbb77dacc94324d90,70,buffer: 0x11d9258fb28bd310,25,15
29,3883,35999,10000,buffer: 0x9f598038a8596510,203,buffer: 0xa2d819521ef682d0,78,27
29,3280,37077,10000,buffer: 0x5eab844379e78690,129,buffer: 0x18a8a0d7800006f0,4,22
29,3279,37947,10000,buffer: 0x8e62e44cd4f4e450,28,buffer: 0xfbb4c962201c24b0,19,100
29,3954,37209,10000,buffer: 0x9732126928e4c010,1,buffer: 0x7ca3c9dee0b46190,97,92
29,3264,36177,10000,buffer: 0x4750d117ad361290,112,buffer: 0x5982cfd0b663e0d0,93,4
29,3271,38230,10000,buffer: 0x9c0f59632c0224d0,59,buffer: 0x831185ff4a2b1950,108,9
29,3294,39190,10000,buffer: 0x4d2231165258d650,28,buffer: 0x7592b7b40698c390,92,48
29,3273,37353,10000,buffer: 0x5b91d6fac153b410,47,buffer: 0x1610d74d4b553e10,12,37
29,3290,41962,10000,buffer: 0xee8826af04ca5bd0,31,buffer: 0x0c24b2f9407d9230,99,99
29,3754,36711,10000,buffer: 0x1f277b6095a5d590,207,buffer: 0x56d8ba6f73c62590,22,113
29,3284,36538,10000,buffer: 0x6c14e4825a562c10,180,buffer: 0x654b857e51dbf290,116,37
29,3745,36842,10000,buffer: 0x75146dd5e3a6c210,41,buffer: 0xcfa49114f1991890,16,80
29,3276,39429,10000,buffer: 0x97cb1442081b7e90,148,buffer: 0xef6aca6ed0e0c810,81,17
29,3264,37696,10000,buffer: 0x7d81bdc40b07d990,196,buffer: 0x86a823c54a0e7290,91,93
29,3271,37860,10000,buffer: 0x038af6882141d790,76,buffer: 0x0dcb46431297c730,69,102
29,3285,38483,10000,buffer: 0xa3e491fff072a390,206,buffer: 0x1f8f728f5418a8f0,19,119
29,3281,38816,10000,buffer: 0xe671443064252f90,15,buffer: 0xe65972ca43043690,78,76
29,3270,36199,10000,buffer: 0x8f4939363e880090,93,buffer: 0x9044de4f23b70810,69,55
29,3271,38115,10000,buffer: 0xfb5e019ecc2c1250,177,buffer: 0x90618c513e2d0f90,59,16
29,3267,37765,10000,buffer: 0x55842d0eb6249390,38,buffer: 0xa0c06b0ef76432d0,79,83
29,3487,37260,10000,buffer: 0x89756d06c5f7f110,44,buffer: 0x0967b3c53c62a0d0,14,87
29,3271,38413,10000,buffer: 0xad1789529d3b1f10,207,buffer: 0xe26e955cd8064390,67,114
29,3271,38674,10000,buffer: 0xf8c5089299991b90,254,buffer: 0x9b29e0b1fe987b10,37,46
29,3490,36705,10000,buffer: 0x9b77dceb5372d790,235,buffer: 0xdd4f946de7598e50,14,84
29,3261,39878,10000,buffer: 0xe5586716a02f3b90,137,buffer: 0x600bdb15d2b3c550,107,64
29,3270,40479,10000,buffer: 0xa7a149b28c4a03d0,216,buffer: 0xe9c7ed106ae82c90,66,124
29,3271,37730,10000,buffer: 0xa00aea3a8fc5fa10,4,buffer: 0xac398c146adccf90,108,120
29,3285,37840,10000,buffer: 0x2312a8b0a69a3c10,142,buffer: 0x88c3ddc2a202e4d0,72,83
29,3273,38093,10000,buffer: 0x78369c2f6ee4c5d0,44,buffer: 0x3115a601f8082990,107,115
29,3270,36376,10000,buffer: 0x2cf695b014f97350,154,buffer: 0xbed6d8d2a3f5fb90,63,33
29,3269,39270,10000,buffer: 0x009703579ca71490,50,buffer: 0xdc9dd74d8f19f570,26,64
29,3273,37938,10000,buffer: 0x72a4025d4bf24810,104,buffer: 0x37290bfae6d39210,18,90
29,3322,35930,10000,buffer: 0xb5c1272d76ed3f90,122,buffer: 0xb3a752e30c5fbd90,42,26
29,3271,37558,10000,buffer: 0xa3bb8d86acb01350,224,buffer: 0x3ed69ba192949890,83,93
29,3275,37061,10000,buffer: 0x971debf0c906fe90,226,buffer: 0xf97f4186d138a9d0,15,7
29,3270,36209,10000,buffer: 0x39c77a4b9d3c3c90,248,buffer: 0x1497f4ab96b97790,5,63
29,3271,40867,10000,buffer: 0x90b408ccc17a8990,124,buffer: 0xc4d0f8e608692710,112,125
29,3284,36927,10000,buffer: 0x1ba5b11aad5f6c90,32,buffer: 0x8296723f8f094110,24,49
29,3273,35889,10000,buffer: 0xedb48ed56e0ec1d0,33,buffer: 0x9521985c8edc7830,84,44
29,3290,39267,10000,buffer: 0xb5f6e738073c7390,124,buffer: 0x8f2c73f342dfbb50,16,11
29,3290,37838,10000,buffer: 0xa376a417e53c6710,247,buffer: 0x0917bf01a80760b0,104,114
29,3282,36737,10000,buffer: 0xf964c77e00989d90,144,buffer: 0xb510881d260a1390,59,116
29,3272,40862,10000,buffer: 0x5d720f0eb0633c90,27,buffer: 0x7a3b5fde92143b10,9,51
29,3271,37961,10000,buffer: 0xb9b0114c89b73650,24,buffer: 0x7b58f89b8c13ea70,63,108
29,3273,37901,10000,buffer: 0x1a4aafca786e44d0,104,buffer: 0x8d7d1dc68a395250,32,116
29,3274,38915,10000,buffer: 0xac34252cd4d0e510,82,buffer: 0xe229cadd87ae3d90,105,104
29,3552,37804,10000,buffer: 0x8cc524905d070490,105,buffer: 0x48f7c2d8b8adfd90,27,15
29,3271,37709,10000,buffer: 0x4228452c135494d0,251,buffer: 0x16463c0990ef5330,108,66
29,3269,39994,10000,buffer: 0xcc88174abfd57d90,185,buffer: 0x96577f5ad3ecb190,34,53
29,3260,40157,10000,buffer: 0x7a3cc39b68adca50,175,buffer: 0x72fbed48a75c8170,118,122
29,3270,35866,10000,buffer: 0x2f41f2673dcbff90,102,buffer: 0xcbe4e1795d42d390,18,50
29,3285,38043,10000,buffer: 0x6f48ad82cdf7dad0,159,buffer: 0x9f3193caaa5afb90,57,0
29,3293,36327,10000,buffer: 0x952eea75243b5150,213,buffer: 0x96ee21895f8583d0,115,45
29,3270,36584,10000,buffer: 0x4f20c3659dc2cc90,183,buffer: 0x605060950befb250,47,3
29,3272,39763,10000,buffer: 0x7804730c7b285c90,35,buffer: 0xd7dd6c3fb47ab0d0,43,68
29,3271,38179,10000,buffer: 0x0d831dbdf9eab010,35,buffer: 0x0862169d1cab3a10,31,111
29,3290,37163,10000,buffer: 0xc2f5ee7846c3d990,66,buffer: 0x8fd185dca6869050,61,108
29,3276,36730,10000,buffer: 0x15874a6d06767a10,235,buffer: 0xf8094b29a5395590,70,23
29,3273,35579,10000,buffer: 0x139cca65e6cbe6d0,162,buffer: 0x327a9a776e01bd30,50,15
29,3269,36074,10000,buffer: 0x52f2de06aa900b90,188,buffer: 0x10f7ad72b4c13410,99,18
29,3278,41965,10000,buffer: 0x22bbc54308db8a10,43,buffer: 0x56d43817a02b4290,14,67
29,3277,36017,10000,buffer: 0xc6eba3287f662510,66,buffer: 0x64f02b2c176a0810,104,28
29,3280,37927,10000,buffer: 0xc80633b685b45990,130,buffer: 0x3ceb5f02fdc5c450,99,61
29,3261,36992,10000,buffer: 0x8d3aa5743e15d090,9,buffer: 0x8951ddae031c1f90,21,53
30,3893,50809,10000,buffer: 0x73df7ac1d6dc4b6f,7,buffer: 0xa523ab058d77a88f,29,65
30,3900,56960,10000,buffer: 0xc82e89d043a5e26f,196,buffer: 0xd5ed1e75377a166f,74,62
30,3900,51188,10000,buffer: 0x9d9e95970b7c21ef,159,buffer: 0xf617f71a38aa1dcf,17,42
30,3957,67905,10000,buffer: 0x5e499ad4c8e3d8af,110,buffer: 0x328baef3b8ad10af,103,33
30,3900,55976,10000,buffer: 0xf992932f470278ef,243,buffer: 0xbbead4a8c8aa77af,21,55
30,3897,59939,10000,buffer: 0x89d1d8670db7006f,222,buffer: 0xfb58db6e76340bcf,66,127
30,3962,43275,10000,buffer: 0xff0e838c5b02b56f,24,buffer: 0xcbcbcd5c14d1984f,68,15
30,3899,48680,10000,buffer: 0x0749ae4f764b826f,86,buffer: 0xaa8249b8a482102f,116,56
30,3908,52443,10000,buffer: 0xd86d3cd95f18996f,188,buffer: 0x232fc0a9530d4cef,70,56
30,4890,58771,10000,buffer: 0x9c0829512dd490af,197,buffer: 0x4d2333c757465fef,80,126
30,3910,58691,10000,buffer: 0x3f10b032ae411fef,132,buffer: 0xac8d5fcfdc121fef,108,119
30,3898,48819,10000,buffer: 0x2116559b31c966af,184,buffer: 0xcce2ba8f65b8166f,4,16
30,4165,61633,10000,buffer: 0x39389eed87d53def,246,buffer: 0xcd9026a2735cd80f,21,122
30,3894,62589,10000,buffer: 0x2834d7ecd98c5a6f,233,buffer: 0x65be5a8fb2704b8f,108,87
30,3908,50689,10000,buffer: 0x826ded17a20b59ef,71,buffer: 0x1f0d2a1b0292370f,70,49
30,3900,50910,10000,buffer: 0x406e73113295e3ef,198,buffer: 0x7a542888e86ed52f,21,10
30,3898,50538,10000,buffer: 0x6f4a51736b922e6f,219,buffer: 0x68128b408cbf1fef,13,24
30,3896,52905,10000,buffer: 0x4b0b86ca60f14e6f,85,buffer: 0x579031cb11a9288f,34,101
30,4043,53452,10000,buffer: 0x3948ab270fdf6e6f,230,buffer: 0xc823813af779d52f,35,25
30,3897,58528,10000,buffer: 0x3599e927236cc16f,160,buffer: 0xa8c3c69a6fd9d02f,2,120
30,4870,55527,10000,buffer: 0xcd745a69d43db0ef,65,buffer: 0xa131d63070d1b72f,96,53
30,4873,54823,10000,buffer: 0x853d17318c331a6f,173,buffer: 0x3f8f9015cb36576f,37,17
30,4877,57164,10000,buffer: 0xa1dabf3b9be940ef,246,buffer: 0x90f4af3836328eef,19,20
30,4875,56529,10000,buffer: 0x4310d50470664a2f,70,buffer: 0x6d5a7de479ab406f,52,21
30,4877,53891,10000,buffer: 0x048f64fa3d9ad66f,143,buffer: 0x39d817202c3d3aef,10,21
30,3904,56606,10000,buffer: 0x2ba85c38770a69ef,144,buffer: 0x90af42286354d66f,113,105
30,3913,51703,10000,buffer: 0xd77291569088926f,139,buffer: 0x1ec5776286ac166f,127,28
30,3900,52450,10000,buffer: 0x42b332bda410976f,223,buffer: 0x2f2bb3f11ba768cf,31,78
30,4872,55016,10000,buffer: 0xc2ba4ce0acae0d6f,138,buffer: 0xa023e9eeddb4b24f,101,49
30,4871,55261,10000,buffer: 0x21da2bd76e1e436f,188,buffer: 0x6f55a26cab97ce6f,28,23
30,3899,54083,10000,buffer: 0xdef31320d2281d2f,173,buffer: 0x3280242ef15195ef,103,60
30,3902,52239,10000,buffer: 0x184adaa19bafe96f,17,buffer: 0x609784879e5a7def,99,5
30,3974,52923,10000,buffer: 0xb213dd0aa3c4916f,126,buffer: 0xf80402c8b1841baf,119,87
30,3895,54983,10000,buffer: 0xf1afd46fb977066f,240,buffer: 0xcaf009d14307726f,15,2
30,3909,52632,10000,buffer: 0xe6686e5df5ef7c6f,25,buffer: 0xddf38a01be0874cf,26,49
30,3903,53141,10000,buffer: 0x396f826a932509ef,199,buffer: 0xa7f86ece76e8db0f,103,35
30,4875,56965,10000,buffer: 0xaf6ba74e5613e36f,226,buffer: 0x86a348fb73601baf,80,117
30,3904,57991,10000,buffer: 0xd5d544e9dc06026f,20,buffer: 0xaeabbe68270c806f,110,93
30,3896,55437,10000,buffer: 0x428c5bfb7d6887ef,241,buffer: 0xa4225d0cd74e0b4f,77,37
30,4870,55371,10000,buffer: 0x1d90fb18437e65ef,234,buffer: 0x09c33ec0a08dff8f,93,42
30,4867,58783,10000,buffer: 0x924750894d01c8ef,243,buffer: 0x3a4f23f1b8987def,29,35
30,3896,56944,10000,buffer: 0xf76dd90e2b09dc6f,119,buffer: 0x83718f607528dfef,12,26
30,4872,54201,10000,buffer: 0x5038fab9bc77706f,210,buffer: 0x9af805def85d756f,64,1
30,3897,57654,10000,buffer: 0xb2baec5a73f9696f,45,buffer: 0x0d59763bab6660ef,95,24
30,3898,60682,10000,buffer: 0xe2fd91eb1ae3e0af,55,buffer: 0xc0712a5e97f9c10f,13,120
30,4873,66571,10000,buffer: 0x49de23db6052196f,34,buffer: 0x83103a3a9cf0b1af,124,123
30,3897,58874,10000,buffer: 0x36545a1d6569e1af,37,buffer: 0x3f5b5f1ba812ec6f,114,57
30,4870,58163,10000,buffer: 0x4b2ddaa1e1a1942f,172,buffer: 0x9bed478d703604af,90,21
30,4874,59311,10000,buffer: 0xec39477cfd13beef,78,buffer: 0xfc46b309d94904af,10,81
30,3899,56891,10000,buffer: 0x3d81b7dd2689e26f,165,buffer: 0x99754b321a3d502f,111,92
30,3896,53493,10000,buffer: 0x5a46f612214a676f,234,buffer: 0xebcb0369bec386af,71,121
30,3898,51498,10000,buffer: 0x6d4e2c80d26240ef,61,buffer: 0xa72e31566e6e9a6f,27,123
30,3897,52177,10000,buffer: 0xd66a5570f72c686f,188,buffer: 0x0e4193b1dc10996f,39,101
30,3896,53988,10000,buffer: 0xb1283b11bdf6ad2f,51,buffer: 0x34eec3aacc9bf24f,114,38
30,3895,61276,10000,buffer: 0xbf27875464857c6f,18,buffer: 0x9626108fb541142f,39,97
30,3896,53010,10000,buffer: 0x5fdfe8f8b45f0a2f,59,buffer: 0x46f6c47998cf78ef,19,94
30,3897,53350,10000,buffer: 0x540521cd8326006f,233,buffer: 0x13a3260ee8a34b4f,0,42
30,3897,63892,10000,buffer: 0x7e6c779313eb5e6f,234,buffer: 0xdc84d46606675bef,64,74
30,3902,57799,10000,buffer: 0xb2fa9679c14caa6f,57,buffer: 0xa5150769ab2ee0cf,123,75
30,3901,52554,10000,buffer: 0xa5de88455afaa2ef,223,buffer: 0x6e2080ec6503fcef,73,0
30,3896,56836,10000,buffer: 0xa2fab28dd1658a6f,94,buffer: 0x6a6c753b799a622f,53,124
30,4871,58564,10000,buffer: 0x1817fe3ebc060fef,3,buffer: 0xdd1237b4b246326f,7,2
30,3895,56859,10000,buffer: 0x34b32a98a133d9ef,10,buffer: 0xa8cbb616f57d20ef,105,13
30,3897,55104,10000,buffer: 0x41619895084931af,83,buffer: 0xef57e001fbfe018f,90,36
30,4871,54737,10000,buffer: 0x2eba61f26f18c96f,26,buffer: 0xf9d9855e66e4502f,73,37
30,3895,53250,10000,buffer: 0xb0c8890103d4d96f,217,buffer: 0xfb090ff1c497406f,46,50
30,3897,50518,10000,buffer: 0x51a0623097aa92ef,135,buffer: 0x68146a6bdb78036f,23,56
30,4871,55049,10000,buffer: 0x1c0ff5e030a89a6f,36,buffer: 0x81e1d7d73d20ce6f,101,53
30,4275,53268,10000,buffer: 0x111e295bdbf1b52f,84,buffer: 0x8798238156713def,18,89
30,3896,52585,10000,buffer: 0x0cff450e31525b6f,130,buffer: 0xa736ffbe3751e46f,1,85
30,4872,55893,10000,buffer: 0x6a704fb37e9645ef,55,buffer: 0x12bdc624acb9996f,83,14
30,3898,60459,10000,buffer: 0xe8b8234050eb226f,29,buffer: 0xdd4cec7fa2bfdeaf,47,124
30,4870,60470,10000,buffer: 0x38b895fa3e4deb6f,148,buffer: 0x250b8a7cd1b8990f,68,116
30,3901,52200,10000,buffer: 0x258e4a0a27c51e6f,58,buffer: 0xd9ae7812a166ea8f,38,98
30,3900,52742,10000,buffer: 0xd6b8eb374a7cb86f,37,buffer: 0x56a3adcc91ca1f2f,46,100
30,4871,58312,10000,buffer: 0x6c463c029bde87ef,112,buffer: 0xd8bfb040a3c1962f,21,29
30,3900,55203,10000,buffer: 0x50018bc233bd9aef,206,buffer: 0x2b4853b992dca0ef,64,6
30,3899,54693,10000,buffer: 0x12fb07d376b44c6f,142,buffer: 0x8bafbf4e9c754aef,122,7
30,3901,57666,10000,buffer: 0x706c2158ae00feef,135,buffer: 0x557fe70108829a6f,110,92
30,3902,56245,10000,buffer: 0x25abef03a66e92af,73,buffer: 0xde1c072cce9eefaf,106,53
30,3901,51497,10000,buffer: 0x71dd595409676a6f,232,buffer: 0x72a4cf6c225c886f,117,57
30,4875,57148,10000,buffer: 0xf249501b9244042f,211,buffer: 0x6a49f89264a2d54f,75,86
30,3901,57079,10000,buffer: 0xe7a8264fa27de76f,114,buffer: 0x10f2ec011572bc6f,68,45
30,3903,57270,10000,buffer: 0x59411867ee29d4ef,11,buffer: 0x781ea2e07a39a58f,93,15
30,3902,51041,10000,buffer: 0x7d003b12059214ef,234,buffer: 0xab1ba7639ebc296f,120,27
30,3902,51601,10000,buffer: 0xf1aa573edc4353af,63,buffer: 0x688d044b5c3d866f,83,29
30,3895,57722,10000,buffer: 0xac60b574fed93aaf,236,buffer: 0x75405ad34553a1ef,86,74
30,3896,59435,10000,buffer: 0xf3c03894ae080aaf,39,buffer: 0xe2054d5aaeaea0ef,56,77
30,3897,51728,10000,buffer: 0x48fcf2e5a5a9386f,69,buffer: 0x242d093fdb5e6fcf,89,43
30,3897,54036,10000,buffer: 0xedd810e79da0546f,183,buffer: 0xa242c9e7707c3def,53,117
30,3899,50766,10000,buffer: 0xaf44d602baf0466f,228,buffer: 0xba909affe196732f,79,52
30,3895,51615,10000,buffer: 0x0a253919d24472ef,71,buffer: 0xfc646b2babda3c0f,79,59
30,3896,52979,10000,buffer: 0x29090d979af46daf,244,buffer: 0xcfaf32e88e15296f,6,66
30,3897,51832,10000,buffer: 0x3476b6c30579dcef,198,buffer: 0x26e2f4a5e35814ef,68,90
30,3898,56321,10000,buffer: 0x95644fb83c0ac7af,252,buffer: 0x7d9507303084de6f,44,8
30,3976,53236,10000,buffer: 0x4381b128b091262f,34,buffer: 0x4e925ed25a9ebc6f,50,34
30,3894,51939,10000,buffer: 0x60f1e95352aeabef,215,buffer: 0xc7d02e573d2c59cf,77,100
30,3897,54767,10000,buffer: 0xa2187f9c46c48d6f,206,buffer: 0xb723cbe73da1246f,17,87
30,3896,55940,10000,buffer: 0xbd630da63a80f66f,249,buffer: 0xc220d95e32e2ff6f,82,33
30,4867,56535,10000,buffer: 0x8246b38d278c2def,14,buffer: 0xa73445bbc4a59f2f,62,111
31,3895,45550,10000,buffer: 0x703d0eb9628d3837,226,buffer: 0x460dd1d7e6b3a937,12,96
31,4359,54381,10000,buffer: 0x0a203266a202d737,14,buffer: 0xa8ced866b74602b7,116,11
31,3895,63434,10000,buffer: 0xaa204113b1d63277,162,buffer: 0x6e5b9f3b11f77077,115,33
31,3895,63690,10000,buffer: 0x4260bc1d479e71b7,105,buffer: 0x203c038ea68d54b7,115,63
31,3898,63023,10000,buffer: 0x522f3d306fdc0337,126,buffer: 0x964e28c622c17b37,123,12
31,4868,63275,10000,buffer: 0x1bc1bce2d6fe0d37,120,buffer: 0xc5ed68c5ea6cbcf7,30,102
31,4870,64748,10000,buffer: 0x2185a286afe6eef7,2,buffer: 0x4fef6d2e9bfcb077,75,127
31,4872,64601,10000,buffer: 0x1335ba4da24ec4b7,219,buffer: 0x9aa5b83aba17e937,33,12
31,3896,62746,10000,buffer: 0x5a5cb07d150be677,250,buffer: 0x378a8b1bc4a59417,118,1
31,4870,69964,10000,buffer: 0xee50e6de2ad49477,194,buffer: 0x3e9ca7ddcb5258f7,36,37
31,3897,65615,10000,buffer: 0xd2f6ed906992f537,202,buffer: 0xecb23b47a53ee937,77,7
31,4869,66312,10000,buffer: 0xef6ba7e3cd330d37,226,buffer: 0xea6b83e4a0308d37,70,58
31,3897,64584,10000,buffer: 0x5987b2cdf3ecbc37,7,buffer: 0x6b89df0f629b1417,29,79
31,5986,71209,10000,buffer: 0x9a6ca2ca00b4bdb7,206,buffer: 0x11b108dd61b02657,76,65
