runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.value.float
4,3898,36078,10000,Buffer[899],97,1112233622.9156914
4,4610,39097,10000,Buffer[880],85,256709556.50606036
4,5475,37608,10000,Buffer[742],45,996563071.1298728
4,3909,39757,10000,Buffer[739],122,-1267182301.8372
4,4699,40040,10000,Buffer[851],28,-265606457.00472212
4,3955,45804,10000,Buffer[557],67,-1123803653.9611688
4,3896,38656,10000,Buffer[897],61,216309931.40759754
4,3941,39375,10000,Buffer[527],35,-201836268.8037305
4,3895,38798,10000,Buffer[1014],107,732235793.1581244
4,3956,40856,10000,Buffer[787],74,1312586244.167998
4,4987,37799,10000,Buffer[536],120,-148798286.60847783
4,3897,40182,10000,Buffer[563],28,1601812357.6227832
4,4583,42575,10000,Buffer[763],30,-1267657210.2953928
4,3901,37715,10000,Buffer[600],114,1963042153.0514128
4,3901,36991,10000,Buffer[727],122,635621129.3238935
4,3903,38841,10000,Buffer[720],2,-46733153.09582758
4,3903,39379,10000,Buffer[604],25,647758880.574806
4,3898,41358,10000,Buffer[638],30,-502358630.4098929
4,3901,38947,10000,Buffer[882],90,357330742.0797858
4,3912,36623,10000,Buffer[972],32,-1821127382.3587055
4,4285,36552,10000,Buffer[698],69,-341456955.17831945
4,3912,38559,10000,Buffer[919],102,170131799.18656874
4,5137,35881,10000,Buffer[959],59,410818434.5997071
4,3906,41323,10000,Buffer[849],116,876660364.7305441
4,3896,45045,10000,Buffer[704],50,1360311026.455108
4,3899,39888,10000,Buffer[627],39,806692048.299011
4,3898,40497,10000,Buffer[704],101,946956240.109025
4,3905,40751,10000,Buffer[991],87,1049089521.6897328
4,3901,37200,10000,Buffer[1003],19,-578573135.9336116
4,3913,38510,10000,Buffer[553],3,-210325750.12442315
4,3900,35915,10000,Buffer[533],2,-940815113.1103762
4,3927,36826,10000,Buffer[611],55,1162055894.2064285
4,3903,40875,10000,Buffer[534],87,-84579268.1046865
4,3902,35906,10000,Buffer[630],22,-1789840265.776294
4,4873,42731,10000,Buffer[915],7,-317016934.0246365
4,3913,37831,10000,Buffer[625],4,42763227.30590415
4,3911,35810,10000,Buffer[554],3,-886928283.6046488
4,4489,35955,10000,Buffer[1024],120,1661360423.2918587
4,3908,36650,10000,Buffer[1008],0,-2109654594.001041
4,3899,38141,10000,Buffer[540],21,1189358817.5117252
4,3898,36920,10000,Buffer[554],40,2036056002.876482
4,3899,42235,10000,Buffer[599],119,-32087281.659820914
4,3898,40046,10000,Buffer[908],87,250614427.16737103
4,3967,40607,10000,Buffer[582],12,1632627831.3234026
4,3900,37218,10000,Buffer[570],81,-1193513711.8621635
4,3919,38537,10000,Buffer[945],53,1562585979.9097407
4,3896,45234,10000,Buffer[884],117,1708342204.6688626
4,3899,42410,10000,Buffer[579],118,1069648216.3102851
4,3898,35940,10000,Buffer[678],26,-2034880726.8459659
4,3944,44987,10000,Buffer[628],56,-143716572.41877282
4,3897,36252,10000,Buffer[1021],16,-1985084789.4105349
4,4702,39776,10000,Buffer[850],40,-1962970411.1660726
4,5123,46404,10000,Buffer[667],39,1424473222.9805353
4,5583,52471,10000,Buffer[895],77,503081716.2623613
4,4301,47481,10000,Buffer[902],102,-490158026.8705429
4,3962,47019,10000,Buffer[757],113,1818334965.7117844
4,3986,37659,10000,Buffer[784],66,1471885922.5597327
4,3981,40654,10000,Buffer[895],26,442411665.01578784
4,4003,37036,10000,Buffer[843],39,-1819735666.1598263
4,4396,52528,10000,Buffer[810],52,-1217074402.282451
4,3913,40976,10000,Buffer[643],4,-187143320.82467055
4,5343,51342,10000,Buffer[899],54,-1905624113.4622118
4,3899,38566,10000,Buffer[581],71,-833952404.2801541
4,4171,55089,10000,Buffer[630],38,-482575342.7785224
4,3897,37378,10000,Buffer[561],76,1486640643.6927557
4,3897,42320,10000,Buffer[756],68,-95650054.2127837
4,3898,40273,10000,Buffer[957],79,-544009741.8022944
4,3905,41307,10000,Buffer[679],119,-1999084855.6893737
4,4002,35874,10000,Buffer[873],38,-1866140080.7141223
4,3904,36303,10000,Buffer[815],26,977049674.6193085
4,3896,36602,10000,Buffer[797],84,680876193.8219309
4,4481,48542,10000,Buffer[607],85,-2045275833.419451
4,3896,38501,10000,Buffer[834],3,-713888533.4351861
4,3898,37349,10000,Buffer[778],46,1556321420.8167074
4,3899,40153,10000,Buffer[715],29,1726930785.1229386
4,3903,40150,10000,Buffer[600],71,-501895131.422379
4,3897,36524,10000,Buffer[780],11,1368401911.7627964
4,3897,35957,10000,Buffer[654],12,-904521230.6249377
