runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.count.integer,param.value.integer
38,3435,40651,10000,Buffer[694],1868,22,1085698047
38,3482,40989,10000,Buffer[945],1162,23,1343706806
38,3437,47908,10000,Buffer[629],986,19,2337736745
38,3523,41101,10000,Buffer[1013],1816,30,2407802798
38,3539,40461,10000,Buffer[515],468,25,455384210
38,3459,43681,10000,Buffer[640],1775,5,2577342611
38,3457,58343,10000,Buffer[795],1156,1,313967810
38,3553,42270,10000,Buffer[687],1418,26,1644211724
38,3443,48200,10000,Buffer[533],1252,19,1665974664
38,3561,42554,10000,Buffer[725],1903,5,1788713136
38,3501,40890,10000,Buffer[1016],361,5,1996565824
38,3601,44195,10000,Buffer[745],940,24,4171969487
38,3657,41952,10000,Buffer[869],1731,3,3601994434
38,3658,49275,10000,Buffer[784],26,18,2560224705
38,3623,46603,10000,Buffer[1004],690,32,2512618945
38,3531,41954,10000,Buffer[550],399,17,1726262495
38,3535,41994,10000,Buffer[763],730,25,466229972
38,3511,45872,10000,Buffer[772],1237,8,878332033
38,3529,42342,10000,Buffer[727],1837,17,3862709500
38,3558,44337,10000,Buffer[992],585,16,2655400810
38,3496,44841,10000,Buffer[1019],1226,28,1423468574
38,3550,43523,10000,Buffer[599],13,32,1723363575
38,3549,41561,10000,Buffer[984],1500,3,3187327994
38,3582,44861,10000,Buffer[1002],1615,28,1994911401
38,3589,42867,10000,Buffer[664],1033,1,3301708564
38,3601,44468,10000,Buffer[938],2039,14,3970357590
38,3499,48149,10000,Buffer[573],770,10,947071893
38,3460,40885,10000,Buffer[924],685,27,974102328
38,3560,45743,10000,Buffer[875],394,31,890163742
38,5926,44788,10000,Buffer[957],656,24,3289119740
38,3461,41063,10000,Buffer[957],1215,27,814803152
38,3472,40534,10000,Buffer[737],1612,2,1462012892
38,3436,46204,10000,Buffer[1014],549,25,2941567120
38,3467,45206,10000,Buffer[708],1593,3,1409377586
38,3474,43078,10000,Buffer[970],1756,8,4097717438
38,3488,43609,10000,Buffer[752],1007,17,3972092626
38,3509,41987,10000,Buffer[565],257,3,3912091198
38,3856,44907,10000,Buffer[806],1457,9,3604118834
38,3534,46958,10000,Buffer[860],424,16,1640362286
38,3495,41708,10000,Buffer[569],1605,31,4259623313
38,3434,41057,10000,Buffer[829],268,3,2127791679
38,3504,43761,10000,Buffer[721],1684,24,3114717634
38,3470,43905,10000,Buffer[575],1997,31,1385389714
38,3471,42918,10000,Buffer[838],1195,20,3494579631
38,3500,46333,10000,Buffer[831],478,8,335907590
38,3430,43915,10000,Buffer[711],74,26,2942102610
38,3504,40942,10000,Buffer[809],1746,31,3160874606
38,3500,46245,10000,Buffer[590],1601,8,1459965627
38,3595,55089,10000,Buffer[835],956,6,781739702
38,3508,42223,10000,Buffer[959],1781,32,870808652
38,4070,48921,10000,Buffer[663],421,19,3009878880
38,3485,44228,10000,Buffer[927],2037,24,1504823940
38,3435,41800,10000,Buffer[835],541,18,1682177823
38,3533,44756,10000,Buffer[943],267,30,1239989472
38,3504,78315,10000,Buffer[521],711,6,989106132
38,3506,41646,10000,Buffer[658],1629,1,1525650419
38,3457,47774,10000,Buffer[608],1538,26,2219480247
38,3499,41299,10000,Buffer[821],351,23,2595650761
38,3906,54893,10000,Buffer[938],1330,7,2874332903
38,3548,44485,10000,Buffer[783],1752,31,2976001967
38,3519,67322,10000,Buffer[845],937,16,559535813
38,3469,43855,10000,Buffer[561],496,15,438762795
38,3494,47516,10000,Buffer[663],569,24,3155741496
38,3854,44353,10000,Buffer[747],1427,31,911774741
38,3518,43250,10000,Buffer[718],1920,15,3476810970
38,3503,44220,10000,Buffer[987],1550,3,3800706660
38,3557,57609,10000,Buffer[1014],183,14,239055912
38,3737,62241,10000,Buffer[957],826,29,3025969345
38,3438,45922,10000,Buffer[818],1707,20,1578039490
38,3518,42598,10000,Buffer[741],1426,9,3052536588
38,3522,44033,10000,Buffer[910],116,17,1389131315
38,3562,45419,10000,Buffer[719],416,7,3342638996
38,3512,41179,10000,Buffer[531],678,2,575072584
38,3547,41494,10000,Buffer[951],1931,27,721217163
38,3486,44441,10000,Buffer[732],643,27,3614210810
38,3540,43118,10000,Buffer[1004],412,7,1067120444
38,3488,44187,10000,Buffer[864],1216,18,2444940742
38,3546,43790,10000,Buffer[947],1862,27,3189402426
38,3491,45260,10000,Buffer[796],1345,20,2621123394
38,3774,40873,10000,Buffer[616],1695,22,2159005169
38,3414,45274,10000,Buffer[919],1005,23,3587960441
38,3964,51551,10000,Buffer[701],1060,1,1541400758
38,3509,52018,10000,Buffer[887],410,18,4256341945
38,3506,50044,10000,Buffer[703],911,30,3269184958
39,3482,49450,10000,Buffer[808],1764,23,3460510761
39,3507,49176,10000,Buffer[770],799,4,3572360689
39,3654,55283,10000,Buffer[959],683,14,130959468
39,3528,49782,10000,Buffer[927],1977,31,2125602083
39,3631,69136,10000,Buffer[699],13,11,3588375426
39,3651,70656,10000,Buffer[887],752,11,1303649889
39,3688,70582,10000,Buffer[784],1851,16,3252996285
39,3507,51941,10000,Buffer[602],858,20,905270265
39,3578,56112,10000,Buffer[954],34,26,3278361138
39,3571,53811,10000,Buffer[1007],1734,10,180242767
39,3657,70027,10000,Buffer[848],803,9,969453141
39,3487,49443,10000,Buffer[711],1277,31,2148708185
39,3588,71330,10000,Buffer[853],12,12,2980306420
39,3558,48871,10000,Buffer[863],1124,32,3864290156
39,3665,76908,10000,Buffer[891],1682,5,2998287952
39,3598,69680,10000,Buffer[860],910,2,1969947102
39,3594,68785,10000,Buffer[815],1908,12,2940435806
39,3646,69437,10000,Buffer[648],1572,3,3430469640
39,4396,49932,10000,Buffer[648],637,32,1841332862
39,3550,47820,10000,Buffer[851],715,29,3693987046
39,3472,52616,10000,Buffer[895],777,27,3567128511
39,3686,71465,10000,Buffer[929],2024,25,486027250
39,3487,49694,10000,Buffer[923],2042,15,3142031454
39,3569,52042,10000,Buffer[708],1141,12,870177351
39,3660,70437,10000,Buffer[930],1765,31,1107189991
39,3424,54803,10000,Buffer[835],382,8,3478364
39,3417,55168,10000,Buffer[990],1925,8,2754651635
39,3706,70626,10000,Buffer[890],623,21,3810583912
39,3583,67606,10000,Buffer[539],589,27,1917835107
39,3658,69464,10000,Buffer[771],613,3,2373053245
39,3683,70948,10000,Buffer[934],753,26,4221360120
39,3548,49672,10000,Buffer[975],193,19,3547593917
39,3546,57204,10000,Buffer[874],1427,10,3161143905
39,3665,62726,10000,Buffer[654],835,7,1014247495
39,3580,66786,10000,Buffer[561],236,29,827120355
39,3549,50978,10000,Buffer[990],1916,29,613948429
39,3683,68701,10000,Buffer[967],390,6,3297751129
39,3441,51738,10000,Buffer[911],62,5,1906717378
39,3443,62510,10000,Buffer[913],1761,5,4008844668
39,3571,52411,10000,Buffer[829],1745,1,2556886653
39,3554,50574,10000,Buffer[888],811,17,2728213470
39,3557,54817,10000,Buffer[534],1143,27,644972995
39,3755,67884,10000,Buffer[567],1660,25,4181498270
39,3767,70925,10000,Buffer[782],288,19,1510159487
39,3642,77135,10000,Buffer[729],1660,16,3156849601
39,3548,51834,10000,Buffer[796],1154,6,3208623295
39,3605,70476,10000,Buffer[917],325,12,4224387234
39,3665,70297,10000,Buffer[952],119,1,3356956750
39,3644,53479,10000,Buffer[1014],897,22,4021712666
39,3638,48948,10000,Buffer[973],1952,29,3346943437
39,3601,77183,10000,Buffer[981],783,11,3525553107
39,3484,49677,10000,Buffer[544],470,30,2496146390
39,3679,67782,10000,Buffer[863],16,21,3171426138
39,3630,70558,10000,Buffer[921],459,9,1987248905
39,3678,70764,10000,Buffer[519],438,10,3263672286
39,3524,48120,10000,Buffer[787],592,30,1637578344
39,3730,76892,10000,Buffer[809],358,31,2287703757
39,3604,70858,10000,Buffer[545],1231,12,1574297051
39,3648,69575,10000,Buffer[752],1783,6,3432830061
39,3466,50236,10000,Buffer[886],1938,2,1186188567
39,3545,50806,10000,Buffer[738],1608,8,1343938249
39,3664,68349,10000,Buffer[879],1015,31,319794974
39,3614,76191,10000,Buffer[725],2029,28,1161189067
39,3481,51071,10000,Buffer[621],372,13,2913764193
39,3473,56111,10000,Buffer[618],1842,22,2636824701
39,3569,52844,10000,Buffer[590],973,6,1475220291
39,3546,50926,10000,Buffer[911],995,21,1714466195
39,3550,48303,10000,Buffer[919],847,31,1628338517
39,3414,52399,10000,Buffer[563],68,28,2200760929
39,3447,51567,10000,Buffer[700],1230,15,907243080
39,3671,48278,10000,Buffer[926],274,23,4273282229
39,3571,54269,10000,Buffer[579],1816,2,1893665515
39,3723,53266,10000,Buffer[672],1237,11,3071455252
39,3621,51208,10000,Buffer[1022],294,18,1364106754
39,3625,57332,10000,Buffer[1003],61,7,4036457562
39,3419,49334,10000,Buffer[968],1382,27,2350265096
39,3443,50368,10000,Buffer[806],1768,18,3200394398
39,3446,51629,10000,Buffer[627],1717,1,1308310025
39,3417,51646,10000,Buffer[936],609,18,2044923011
39,3419,47827,10000,Buffer[695],828,28,232396704
39,3443,54154,10000,Buffer[790],1686,1,664108456
39,3446,51336,10000,Buffer[794],732,16,4268102846
39,3550,50281,10000,Buffer[903],2038,31,3945605559
39,3445,49543,10000,Buffer[518],135,26,81786310
39,3519,50642,10000,Buffer[693],341,3,2177485837
39,3613,48093,10000,Buffer[627],838,25,2437017723
39,3788,53894,10000,Buffer[646],166,24,1538225226
39,3538,54825,10000,Buffer[685],480,13,4235017782
39,3569,52887,10000,Buffer[929],716,8,672717157
39,3606,55535,10000,Buffer[539],1441,6,487096671
39,3471,51912,10000,Buffer[819],625,30,1929733079
39,3419,48396,10000,Buffer[630],1670,26,3974451995
39,3444,54705,10000,Buffer[685],719,16,3140185754
39,3447,50123,10000,Buffer[800],1242,18,1448635458
39,3726,48637,10000,Buffer[720],163,24,3633840831
39,3633,71264,10000,Buffer[939],1637,13,2821715539
39,3476,49677,10000,Buffer[830],94,25,3714934474
39,3586,48133,10000,Buffer[797],1562,25,839150797
39,3546,53958,10000,Buffer[702],1815,11,3588948338
39,3521,51049,10000,Buffer[854],1446,28,1440772563
40,3453,50343,10000,Buffer[652],1477,20,183940235
40,3903,40022,10000,Buffer[814],1256,14,1380019254
40,3438,43957,10000,Buffer[591],587,7,3757784298
40,3448,41952,10000,Buffer[694],804,7,730733966
40,3486,40231,10000,Buffer[760],601,17,3580151129
40,3466,44385,10000,Buffer[966],1529,25,990779326
40,3451,49604,10000,Buffer[606],921,22,635773009
40,3478,42442,10000,Buffer[796],1031,10,2871875849
40,3387,42332,10000,Buffer[594],1685,21,2915655651
40,3439,44854,10000,Buffer[586],451,5,3746056050
40,3437,40519,10000,Buffer[611],380,26,2562521089
40,3456,42543,10000,Buffer[632],604,13,3304109755
40,3456,43844,10000,Buffer[715],1561,28,1094408188
40,3461,42725,10000,Buffer[917],186,10,1212205346
40,3401,47880,10000,Buffer[807],262,16,2038334201
40,3509,40427,10000,Buffer[704],1521,31,2219787809
40,3541,48150,10000,Buffer[994],1180,13,3000379274
40,5701,41485,10000,Buffer[569],840,26,1333153704
40,3524,56025,10000,Buffer[919],512,13,645318107
40,3584,52979,10000,Buffer[1007],34,15,4241724768
40,3387,42005,10000,Buffer[894],1430,16,465614560
40,3421,39771,10000,Buffer[827],417,21,327030492
40,3439,41174,10000,Buffer[776],943,20,4028265227
40,3435,40906,10000,Buffer[1020],113,13,1676506700
40,3446,53965,10000,Buffer[766],654,5,69521718
40,3392,40617,10000,Buffer[703],2019,10,238819118
40,3369,42126,10000,Buffer[684],550,31,48981391
40,3389,39356,10000,Buffer[784],175,5,689311675
40,3668,39346,10000,Buffer[1018],1788,27,1011523571
40,3411,39803,10000,Buffer[861],588,25,4198814146
40,3820,50084,10000,Buffer[980],2001,11,1735345631
40,3416,46271,10000,Buffer[1016],1799,3,3006363871
40,3367,43531,10000,Buffer[641],337,11,3720249513
40,3410,38752,10000,Buffer[992],251,22,286824965
40,3430,39171,10000,Buffer[883],2035,31,2331661604
40,3438,40974,10000,Buffer[970],1556,7,924298412
40,3462,43186,10000,Buffer[977],187,9,305227649
40,3435,40578,10000,Buffer[633],35,1,251618555
40,3413,44739,10000,Buffer[933],215,22,684703564
40,3487,39206,10000,Buffer[772],86,23,1671679441
40,3770,41085,10000,Buffer[951],1634,15,3411429213
40,3425,40239,10000,Buffer[628],2001,31,1058448749
40,3446,40867,10000,Buffer[681],2039,29,1563010161
40,3364,40215,10000,Buffer[585],1374,15,1382403437
40,3449,43460,10000,Buffer[773],535,18,2565482815
40,3389,40425,10000,Buffer[778],1554,6,50088961
40,3601,40339,10000,Buffer[780],1050,12,1359301800
40,3345,45261,10000,Buffer[663],679,10,2324342359
40,3392,44916,10000,Buffer[625],635,28,1443054941
40,3410,40748,10000,Buffer[733],1411,27,3898483289
40,3438,43391,10000,Buffer[609],917,30,4249785872
40,3424,38760,10000,Buffer[767],1028,9,1708732737
40,3466,38643,10000,Buffer[556],1456,26,3407166482
40,3411,41822,10000,Buffer[798],1745,6,2621385343
40,3488,44240,10000,Buffer[784],1447,20,43321517
40,3524,39732,10000,Buffer[729],298,32,188734596
40,3479,39915,10000,Buffer[805],471,26,2402591665
40,3491,41614,10000,Buffer[951],270,23,518719016
40,3455,42508,10000,Buffer[627],1066,24,4175830204
40,3419,42760,10000,Buffer[618],891,24,3283634169
40,3453,51977,10000,Buffer[548],1825,17,3312074603
40,3447,39744,10000,Buffer[945],1927,2,3214636352
40,3461,54011,10000,Buffer[587],240,15,1829234533
40,3505,52432,10000,Buffer[790],397,5,3727459406
40,3364,40277,10000,Buffer[611],1350,15,1617847453
40,3378,40232,10000,Buffer[547],1475,16,697609306
40,3412,39304,10000,Buffer[558],1109,2,118098184
40,3561,38463,10000,Buffer[660],1472,10,2532250394
40,3371,45082,10000,Buffer[989],649,4,640751003
40,3775,40254,10000,Buffer[600],278,25,2719623439
40,3462,40202,10000,Buffer[876],1536,30,2589678444
40,3436,42596,10000,Buffer[588],996,19,258898992
40,3439,40390,10000,Buffer[652],985,28,2766704025
40,3439,40357,10000,Buffer[854],775,5,1206402825
40,3443,65570,10000,Buffer[587],384,10,1700713956
40,3470,41295,10000,Buffer[953],225,5,2671266074
40,3486,39637,10000,Buffer[624],2004,23,2707352983
40,3521,51340,10000,Buffer[543],551,26,4172202072
40,6125,39322,10000,Buffer[1023],1947,11,2493884228
40,3401,38828,10000,Buffer[585],1953,32,3733247855
40,3441,44194,10000,Buffer[995],805,1,226301779
40,3454,49793,10000,Buffer[593],593,30,1949708950
40,3365,38176,10000,Buffer[867],303,11,636538609
40,3397,42516,10000,Buffer[818],430,16,639451333
40,3395,54689,10000,Buffer[775],409,3,180719535
40,3428,55322,10000,Buffer[937],1233,29,396726669
40,3441,62234,10000,Buffer[725],1335,7,1652453851
40,3398,55454,10000,Buffer[955],1131,12,3514872769
40,3419,57238,10000,Buffer[843],1524,11,3718315007
40,3362,39535,10000,Buffer[557],1531,16,2809690472
40,3454,55524,10000,Buffer[718],1553,18,3678898691
40,3420,55687,10000,Buffer[1016],1440,29,437946791
40,3417,60536,10000,Buffer[740],1243,27,2593545247
40,3435,55948,10000,Buffer[944],1045,4,106801662
40,3452,56499,10000,Buffer[943],1563,2,4142508265
40,3389,42789,10000,Buffer[632],926,26,882070702
40,3490,39717,10000,Buffer[812],1954,20,3775438307
40,3438,39940,10000,Buffer[585],1919,4,2718952700
40,3484,55372,10000,Buffer[979],394,10,3271116004
40,3508,45424,10000,Buffer[694],909,11,1486194452
41,3898,47899,10000,Buffer[652],223,1,3159700509
41,4750,56387,10000,Buffer[649],419,25,1791305799
41,4119,64894,10000,Buffer[756],1333,2,2921638916
41,3899,64358,10000,Buffer[758],1641,20,3407409029
41,4494,60599,10000,Buffer[859],54,12,4044799244
41,3902,61763,10000,Buffer[515],1392,14,675488446
41,3909,67719,10000,Buffer[852],1551,31,1097534699
41,4664,74326,10000,Buffer[983],10,31,3103095951
41,3963,50823,10000,Buffer[798],2032,22,852804075
41,3901,56063,10000,Buffer[613],1139,23,1722785974
41,4509,62304,10000,Buffer[917],1818,12,468476688
41,3901,58425,10000,Buffer[860],1309,15,2160542898
41,3901,56522,10000,Buffer[666],1634,25,3616321472
41,4573,60470,10000,Buffer[762],831,20,160664131
41,3901,62172,10000,Buffer[724],2004,14,3339615486
41,6158,57020,10000,Buffer[587],1804,3,2702161996
41,3898,65854,10000,Buffer[928],1947,32,33471384
41,3899,63893,10000,Buffer[637],6,25,1880264729
41,3900,49269,10000,Buffer[545],346,8,1537943674
41,4759,63020,10000,Buffer[980],1569,5,2595550628
41,3899,65622,10000,Buffer[747],687,19,2106128201
41,3902,69679,10000,Buffer[899],1339,10,3663601822
41,3901,65915,10000,Buffer[917],1478,17,1484287981
41,3908,58269,10000,Buffer[694],1313,21,546106978
41,3911,52792,10000,Buffer[785],622,31,1359888640
41,4687,73018,10000,Buffer[1016],1859,7,230455365
41,3910,65156,10000,Buffer[827],1172,24,1923012183
41,3899,58740,10000,Buffer[1009],1787,10,2689927217
41,3896,58427,10000,Buffer[597],228,27,2671400346
41,3898,50104,10000,Buffer[962],1373,13,3962860957
41,3897,62729,10000,Buffer[729],266,25,3686947874
41,3910,58669,10000,Buffer[761],1617,4,213797277
41,4879,60267,10000,Buffer[754],2006,23,2523571817
41,4008,57557,10000,Buffer[996],28,30,3260759524
41,5041,64751,10000,Buffer[554],2036,6,732515942
41,3908,62839,10000,Buffer[1008],1692,14,1387439337
41,3908,56133,10000,Buffer[636],487,30,3756396098
41,4879,67567,10000,Buffer[601],958,4,126149251
41,3901,65954,10000,Buffer[725],1458,28,3608973658
41,3908,49384,10000,Buffer[1011],1336,20,3024474818
41,3909,66761,10000,Buffer[1004],964,7,3521675727
41,3906,58876,10000,Buffer[526],1675,7,3853970815
41,6332,58739,10000,Buffer[680],414,32,332735507
41,3898,52045,10000,Buffer[865],904,11,3239518833
41,3898,58781,10000,Buffer[951],685,10,2230062126
41,3900,56213,10000,Buffer[831],279,30,4113350847
41,4874,61913,10000,Buffer[754],1429,29,200875906
41,3948,76020,10000,Buffer[876],1033,23,830200016
41,3897,49925,10000,Buffer[1006],333,2,2517432240
41,3898,63447,10000,Buffer[770],325,26,3938099817
41,3895,53390,10000,Buffer[805],1981,16,1770947289
41,4880,61518,10000,Buffer[859],1732,23,2957608781
41,3908,56666,10000,Buffer[874],656,3,1706274764
41,3898,57959,10000,Buffer[839],693,19,2128749626
41,3899,63140,10000,Buffer[612],1194,29,973647137
41,3897,59368,10000,Buffer[1011],635,19,1781004552
41,3898,58202,10000,Buffer[632],138,30,4075987257
41,3897,63373,10000,Buffer[726],1325,25,206464501
41,3910,62973,10000,Buffer[1020],1678,1,3618174852
41,3907,57157,10000,Buffer[710],1737,32,2821937980
41,3909,65216,10000,Buffer[886],413,13,1268976179
41,4004,60096,10000,Buffer[776],1804,32,1565099834
41,3896,64316,10000,Buffer[562],1276,16,679191167
41,3895,63643,10000,Buffer[925],1865,21,353293414
41,3898,65772,10000,Buffer[697],1088,6,4112975335
41,3896,63935,10000,Buffer[718],1670,23,91120959
41,3896,64937,10000,Buffer[993],1495,32,3080538743
41,3917,63384,10000,Buffer[908],1250,3,3717672452
41,3900,67212,10000,Buffer[563],1439,2,4020241067
41,3896,65203,10000,Buffer[738],397,17,2855537525
41,3895,57950,10000,Buffer[775],1270,24,3732194097
41,3897,65607,10000,Buffer[573],26,20,2433836396
41,3911,64810,10000,Buffer[881],785,20,3254805872
41,3900,60742,10000,Buffer[576],951,32,2402516212
41,3901,64795,10000,Buffer[951],1000,32,66882480
41,3897,56443,10000,Buffer[755],1346,28,4147584799
41,3922,47627,10000,Buffer[711],243,27,1634406203
41,3906,57161,10000,Buffer[652],1662,30,1243385513
41,3907,56606,10000,Buffer[513],1161,25,3741175215
41,3962,61679,10000,Buffer[997],1440,30,1439660273
41,3897,59852,10000,Buffer[817],110,16,972320862
41,3903,46805,10000,Buffer[687],788,3,682088653
41,3901,66174,10000,Buffer[582],474,9,1202975299
41,3895,58302,10000,Buffer[725],793,10,3837333384
41,3898,60448,10000,Buffer[712],1532,20,3941034982
41,4868,62097,10000,Buffer[882],1709,18,3863786467
41,3896,59790,10000,Buffer[966],267,21,887938952
41,4871,58996,10000,Buffer[568],1024,23,3497161323
41,3901,61357,10000,Buffer[900],427,4,962971990
41,3899,57172,10000,Buffer[876],627,5,3421510139
41,3902,58561,10000,Buffer[794],1682,1,3913681885
41,3898,58786,10000,Buffer[891],654,11,3379207225
41,3901,61102,10000,Buffer[709],1614,22,407771300
41,3900,63218,10000,Buffer[902],1658,29,4172743676
41,3902,68684,10000,Buffer[625],1461,17,1357180471
41,3902,60702,10000,Buffer[936],1785,2,2927999365
41,3911,65094,10000,Buffer[650],390,25,2504633814
41,3976,59319,10000,Buffer[848],2009,9,4263336171
41,3899,59368,10000,Buffer[966],110,29,1500180662
41,3894,56230,10000,Buffer[875],535,22,3484261257
42,3897,49111,10000,Buffer[893],1488,25,2687231301
42,3898,52477,10000,Buffer[707],1668,23,2607859776
42,3898,52228,10000,Buffer[943],1821,18,2631923440
42,3907,48293,10000,Buffer[870],1695,19,3986687528
42,3896,51482,10000,Buffer[759],106,26,101669237
42,3896,50905,10000,Buffer[708],2045,24,325413242
42,3896,52386,10000,Buffer[679],1017,23,502913229
42,3895,50566,10000,Buffer[1015],1897,9,3684029162
42,4870,61237,10000,Buffer[776],41,8,2078329334
42,3898,51363,10000,Buffer[864],1704,7,3932568124
42,3899,53343,10000,Buffer[576],1034,10,1762688534
42,4518,58847,10000,Buffer[694],523,4,1005136639
42,3898,50299,10000,Buffer[847],250,8,2733995516
42,3902,54342,10000,Buffer[696],372,12,2195609851
42,3897,52668,10000,Buffer[708],1442,15,4072924161
42,3895,50173,10000,Buffer[972],1729,27,1434996674
42,3897,49914,10000,Buffer[631],293,30,3349027810
42,3896,49436,10000,Buffer[599],111,7,2745470726
42,4239,49916,10000,Buffer[1018],1300,14,2082721102
42,3896,48835,10000,Buffer[958],1401,25,1531312901
42,3897,48505,10000,Buffer[1023],1062,27,1739287105
42,3894,49498,10000,Buffer[583],354,28,1032212085
42,3896,53347,10000,Buffer[811],730,17,4125635248
42,3913,52531,10000,Buffer[983],1673,21,1282017550
42,3897,52918,10000,Buffer[956],215,16,407322746
42,3895,59115,10000,Buffer[1016],263,30,2734890331
42,3898,50286,10000,Buffer[803],787,9,4294450676
42,3896,50115,10000,Buffer[771],379,4,1863372678
42,3897,54348,10000,Buffer[779],1569,22,1891331299
42,3895,50052,10000,Buffer[610],1360,15,163574603
42,4866,59488,10000,Buffer[684],1344,8,65408232
42,4864,58483,10000,Buffer[606],990,27,3562513241
42,3895,53325,10000,Buffer[974],1647,32,2636215886
42,3894,50196,10000,Buffer[940],784,1,331315880
42,3903,50207,10000,Buffer[599],1778,27,3140877587
42,5031,63253,10000,Buffer[774],603,19,1118133798
42,3900,53429,10000,Buffer[770],1284,9,2234677347
42,4871,59775,10000,Buffer[549],97,30,563950793
42,5031,70840,10000,Buffer[794],1056,17,432017991
42,4870,61026,10000,Buffer[740],1771,3,2208562519
42,3896,52752,10000,Buffer[658],902,30,4065209156
42,3891,48988,10000,Buffer[527],347,4,3932816074
42,3892,50783,10000,Buffer[611],1723,8,4194629355
42,3897,52767,10000,Buffer[991],1342,29,113601637
42,3898,51668,10000,Buffer[536],776,28,195229668
42,3899,51027,10000,Buffer[997],1301,31,2301698091
42,3908,52596,10000,Buffer[796],1703,28,916926878
42,3896,49385,10000,Buffer[589],1811,19,3026857189
42,3896,49762,10000,Buffer[688],1248,17,3555931220
42,3898,52365,10000,Buffer[565],354,32,197483235
42,3897,58186,10000,Buffer[703],1612,19,3823380815
42,3897,50599,10000,Buffer[539],1264,25,1471564004
42,4359,61624,10000,Buffer[936],730,9,455713837
42,3898,49748,10000,Buffer[837],984,21,3592483818
42,3909,51845,10000,Buffer[723],1561,6,789705111
42,3908,51801,10000,Buffer[952],968,30,2996589612
42,3897,52270,10000,Buffer[518],1167,28,4001881170
42,3896,54358,10000,Buffer[898],1700,15,149111193
42,3907,49004,10000,Buffer[563],759,28,3117651147
42,3894,47942,10000,Buffer[598],1156,32,11336504
42,4872,59726,10000,Buffer[779],118,32,1710246760
42,3895,53268,10000,Buffer[809],77,21,2744320516
42,3897,51850,10000,Buffer[855],1157,28,2403486833
42,4330,59833,10000,Buffer[648],1064,6,586306359
42,3895,50071,10000,Buffer[575],608,24,66004282
42,3895,51250,10000,Buffer[789],1408,8,1619157581
42,3897,51938,10000,Buffer[626],1557,26,1586060524
42,3898,50798,10000,Buffer[698],1602,16,1050092467
42,3897,45962,10000,Buffer[974],1916,21,3469164525
42,3895,53612,10000,Buffer[712],498,26,1050191445
42,3895,53256,10000,Buffer[1004],1424,23,1080192639
42,4870,61037,10000,Buffer[876],70,6,771979771
42,3896,51692,10000,Buffer[611],1347,24,2855642049
42,4868,62835,10000,Buffer[826],213,8,3233569824
42,3898,61395,10000,Buffer[571],919,31,1178419096
42,3897,55330,10000,Buffer[984],1620,18,118285256
42,4870,59110,10000,Buffer[694],962,30,2561920784
42,3896,49282,10000,Buffer[904],1104,14,1723152632
42,3923,51827,10000,Buffer[984],1313,25,3635684071
42,4869,62290,10000,Buffer[682],377,18,3615546510
42,3893,56332,10000,Buffer[996],299,31,3568816962
42,4873,60670,10000,Buffer[687],410,25,433913573
42,3900,50577,10000,Buffer[986],607,16,3686100853
42,3909,48577,10000,Buffer[742],1773,3,899482333
42,4870,61514,10000,Buffer[790],929,9,409292111
42,3898,53723,10000,Buffer[876],1117,11,1444211927
42,4862,54694,10000,Buffer[940],2004,26,746679887
42,4870,63216,10000,Buffer[749],686,15,3250729804
42,4868,52835,10000,Buffer[786],1405,5,1089657822
42,3896,50070,10000,Buffer[937],1846,23,1078904088
42,4942,58452,10000,Buffer[704],1671,18,1783775788
42,4867,62796,10000,Buffer[519],948,9,1754325707
42,4866,62226,10000,Buffer[609],713,11,2313826428
42,4868,60789,10000,Buffer[807],2032,2,1341985844
42,3895,49539,10000,Buffer[905],503,32,635517883
42,3896,52468,10000,Buffer[798],152,3,2254387432
42,3896,63615,10000,Buffer[630],783,2,2087172085
42,3892,53746,10000,Buffer[631],7,26,4242334861
42,4868,61880,10000,Buffer[915],1884,20,357056411
42,3895,62635,10000,Buffer[757],1015,8,2127113994
43,3953,65572,10000,Buffer[689],154,15,1781119462
43,3901,70031,10000,Buffer[812],751,23,2127587054
43,4238,87012,10000,Buffer[967],1389,5,2248537533
43,3954,79553,10000,Buffer[663],378,23,2123868858
43,3908,68545,10000,Buffer[628],1389,12,3455563920
43,3901,69112,10000,Buffer[516],1164,3,79542789
43,3903,63977,10000,Buffer[997],1411,26,3689646438
43,3913,71196,10000,Buffer[979],1851,27,2685922110
43,4111,69486,10000,Buffer[534],140,17,2624112501
43,3913,70293,10000,Buffer[1011],101,9,804295766
43,3903,66560,10000,Buffer[936],39,19,107266569
43,3952,68072,10000,Buffer[647],493,17,2515836573
43,3898,75990,10000,Buffer[733],1341,31,2240366895
43,3909,66337,10000,Buffer[537],1170,2,1173851281
43,3912,65147,10000,Buffer[552],568,32,3826108132
43,4201,66126,10000,Buffer[629],1529,29,4178123392
43,3915,65181,10000,Buffer[911],1754,14,2231852278
43,3910,66321,10000,Buffer[825],82,28,1027390563
43,3988,65574,10000,Buffer[651],853,24,1545138066
43,3930,70725,10000,Buffer[637],431,6,4219217548
43,3903,64756,10000,Buffer[764],1779,7,423372468
43,3913,66660,10000,Buffer[559],507,31,688546606
43,3898,66546,10000,Buffer[616],1295,20,82253437
43,3907,66537,10000,Buffer[905],984,3,2792740222
43,3909,64065,10000,Buffer[704],1184,13,1303413247
