elapsed.ps,repeats.n,param.a.vector2,param.b.vector2
53435,100000,-2.79269106e+38; 1.24571708e+37,2.96655127e+38; -2.53953049e+38
56896,100000,1.44058968e+38; -2.89271032e+38,-1.47022583e+38; 2.84228602e+38
55945,100000,2.24161673e+37; -1.30254507e+38,-1.67671536e+38; 2.39502968e+38
53212,100000,-6.39507214e+37; 5.10730342e+37,2.65530694e+38; 1.88316332e+38
54844,100000,-1.05976959e+38; -1.95348608e+38,-3.06760898e+38; -1.26539398e+38
54913,100000,-8.1461129e+37; -6.59199406e+37,-1.82963941e+37; 8.49383707e+37
54601,100000,-2.58773934e+38; -1.77941251e+38,3.12399287e+38; 2.84411001e+38
51670,100000,2.71699752e+38; 1.36616237e+38,-2.90032433e+38; -2.65649306e+38
56697,100000,2.95807038e+38; 3.18412453e+38,1.9115879e+38; -1.57160218e+38
37377,100000,-4.97605753e+36; -9.65150732e+37,-9.23298892e+37; -2.83110514e+38
36547,100000,2.70234855e+38; 9.27355577e+37,-1.71041438e+38; -3.01705122e+38
35984,100000,-2.54180739e+38; -3.18440788e+38,1.91549652e+38; -1.67058206e+38
34204,100000,8.11302773e+37; 2.38119525e+38,1.15652531e+38; 3.12417541e+38
36111,100000,-3.68330396e+36; -9.46718788e+37,-9.24835488e+37; -2.80214429e+38
36282,100000,-3.09826625e+38; -3.10510791e+38,-3.23412534e+38; 2.76343247e+38
34067,100000,-3.03702473e+38; 3.13435555e+38,2.18711429e+38; -1.94000862e+38
34204,100000,2.865942e+37; 4.86966203e+37,4.57337203e+37; 2.10510054e+38
36366,100000,2.30658904e+38; 1.33041249e+38,5.6352946e+37; -1.94704155e+38
34956,100000,2.55243619e+38; -2.85780084e+38,2.138601e+38; 1.87283126e+38
36561,100000,-2.56939735e+38; 2.01411183e+38,1.37051396e+38; 1.54262643e+38
35166,100000,3.1197076e+38; 1.23410471e+38,1.27638289e+38; 1.94671723e+38
44170,100000,-2.85201305e+38; -1.14544067e+38,-2.62708255e+38; -2.85744002e+38
37055,100000,-2.15358159e+38; -2.27734059e+38,-2.37720205e+38; 6.37758503e+36
35170,100000,-4.36404387e+37; 1.74214155e+38,1.73760661e+38; 1.73365701e+38
34761,100000,-2.08258484e+38; 9.86891345e+37,-3.33797756e+38; -2.97187784e+38
38485,100000,2.9728804e+38; -2.05578447e+38,-1.30228142e+37; -3.01227411e+38
36610,100000,-3.06211712e+38; 3.39973471e+37,3.29796422e+38; -1.82698084e+38
34523,100000,1.78754656e+38; 8.54757151e+36,5.32423037e+35; -7.65522586e+37
33865,100000,1.16815372e+38; -4.4946342e+37,-1.95290918e+37; -3.36612955e+38
37917,100000,2.01712782e+38; 3.35757544e+38,2.37711849e+38; -3.25909704e+38
38641,100000,-2.12234627e+38; -1.80758011e+38,-8.06385354e+37; 4.72780179e+37
35220,100000,-7.65117495e+37; -1.0445592e+38,1.63171843e+38; 3.15968986e+37
37160,100000,-2.40150382e+38; -1.69094829e+36,2.37909582e+38; -7.39332975e+37
35060,100000,8.32637586e+37; 1.65438108e+38,3.9549464e+37; 2.49609226e+38
37593,100000,7.11153153e+37; -2.26023988e+38,8.37039883e+37; -3.09339198e+38
34296,100000,-2.16589666e+37; 7.2082264e+36,2.89205499e+38; -2.61024004e+38
38200,100000,-1.12688064e+38; 1.42876433e+38,3.03241824e+37; -2.21807519e+38
36960,100000,-3.38205671e+38; 2.52894327e+38,1.99451398e+37; 2.41239852e+38
36375,100000,3.07192082e+38; 1.90372096e+38,-3.38010271e+38; 2.28828823e+36
35329,100000,-3.01046309e+38; 2.96334442e+38,1.81990106e+38; -1.93764146e+38
35832,100000,-2.11875405e+38; 6.7404258e+37,1.92319349e+38; 2.5047137e+38
51439,100000,-7.16001511e+37; 1.93290289e+38,-2.10423408e+38; 2.81511099e+37
33892,100000,-2.53788153e+38; -2.4329377e+38,2.16673067e+38; -6.08156897e+37
34558,100000,3.23174033e+38; -2.13947096e+37,-3.88796349e+37; -1.57449243e+38
38072,100000,1.95972617e+38; -2.32335327e+38,-1.53711245e+38; 1.57547744e+38
37782,100000,2.31646576e+38; 2.40309011e+38,2.03210456e+38; -1.04104842e+38
35154,100000,-2.89040705e+38; 2.59479519e+38,-3.09024902e+38; -7.2570781e+37
34940,100000,1.93835622e+38; 3.49304102e+36,3.25597476e+38; -2.06888833e+38
40817,100000,-3.75296859e+37; 2.2803503e+38,-1.48815528e+38; -1.90401911e+38
40122,100000,-1.12218648e+38; -2.54790469e+37,-3.36271779e+37; -2.63778619e+38
39216,100000,3.11147198e+37; 2.58992153e+38,1.77191714e+38; -2.41814108e+38
36899,100000,2.87251005e+38; 1.88124764e+38,2.69169237e+38; -3.34383857e+38
34808,100000,4.13246743e+37; -2.70369084e+38,2.36236891e+38; -2.89205459e+37
36191,100000,-1.14421464e+37; -2.99160735e+38,8.71138924e+37; 1.11522373e+38
38582,100000,-2.09369595e+38; 3.58749557e+37,-7.39969184e+37; 2.2352195e+38
35336,100000,2.05196306e+38; -1.07740578e+37,2.63356684e+38; 3.03182047e+38
39025,100000,-2.35310269e+38; -6.74164832e+37,1.75029526e+37; 5.20977573e+37
35511,100000,1.9850443e+38; -2.82858079e+38,-6.44876019e+37; -1.64944688e+38
37383,100000,7.09024615e+37; -2.63764543e+38,1.74741011e+38; 2.5681222e+38
41398,100000,7.12165042e+37; -1.48815041e+38,3.12903244e+38; 1.00102697e+38
37926,100000,3.15175847e+38; 2.73825287e+38,1.14827899e+38; -2.15277333e+38
51500,100000,6.8163241e+37; -3.3023655e+38,1.05422235e+37; -2.81340574e+37
34915,100000,8.94892566e+37; 1.43259628e+38,4.810696e+37; -3.17272034e+38
39565,100000,-3.01376933e+38; 1.79474094e+38,1.97093111e+37; 2.87823659e+38
38341,100000,-1.89256503e+38; -1.68536814e+38,2.23028175e+38; 2.17088613e+38
34794,100000,-9.94955429e+37; -2.19922816e+38,1.17172058e+38; 3.21976945e+38
35779,100000,-1.50942544e+38; -1.20104692e+38,5.2642984e+37; 1.55000367e+37
37500,100000,5.65876743e+37; -1.01362092e+38,-1.07708022e+38; -2.6432237e+38
35455,100000,-1.69735718e+38; 7.33503253e+37,1.39299549e+38; -2.96061136e+38
41110,100000,3.16914273e+38; 2.68384754e+38,-3.13451011e+38; -1.28648647e+38
39619,100000,2.69936257e+38; -2.76495852e+38,2.21787175e+38; 2.37279549e+38
39954,100000,-2.75629976e+38; -3.17021283e+38,-2.15872723e+38; 5.02804534e+37
37376,100000,1.19645194e+38; 1.01110935e+38,2.70234142e+36; 1.70912848e+38
39189,100000,2.05468273e+38; -2.06284153e+38,2.15622783e+38; -2.0503281e+38
39189,100000,9.20726677e+37; -2.2773771e+38,-1.89456629e+38; -2.50898802e+38
39443,100000,-3.34279443e+38; 2.92782607e+38,-1.63516472e+38; 3.08028346e+38
38123,100000,-1.9161774e+38; -1.45766128e+37,-2.25338565e+38; 2.22809571e+38
40618,100000,1.32978424e+38; 2.63586484e+38,-1.93989261e+38; 3.57904794e+37
37883,100000,-2.6523593e+38; 3.18390994e+38,1.11610246e+38; 1.28608437e+38
41790,100000,-2.18452423e+38; -5.67372571e+37,9.055817e+37; -2.71090326e+38
35865,100000,4.88431303e+37; 3.18950018e+38,-1.41017129e+37; 1.72455873e+38
37879,100000,-1.3708119e+38; 2.51041443e+37,1.43495988e+36; -1.95353638e+38
35508,100000,-1.9226018e+37; 3.15873866e+38,2.98068182e+38; -2.35539968e+38
41668,100000,-2.98334531e+38; -1.48764355e+38,-1.12112753e+38; 2.37093641e+38
37140,100000,-1.08551487e+38; -2.29624075e+38,-5.56685782e+36; -3.00411084e+38
36537,100000,-2.21311959e+38; 1.52695147e+38,3.1700603e+38; 2.28478748e+38
