elapsed.ps,repeats.n,param.a.vector2
45612,100000,-1.37320391e+38; -1.83099412e+38
44771,100000,3.39726588e+38; 5.5827013e+37
47061,100000,-3.01105169e+38; -2.93082482e+38
45429,100000,3.3508218e+38; 4.97781088e+37
45176,100000,-1.60895569e+38; 1.27363249e+38
47086,100000,-1.60377921e+38; -1.83689225e+38
48073,100000,-3.15135303e+38; -2.23231364e+38
44046,100000,1.61658613e+37; 1.53343028e+38
43640,100000,-3.24115502e+38; 2.26242328e+38
45227,100000,1.64303784e+38; -2.32294108e+37
46814,100000,-1.64503411e+37; -1.90389214e+38
43638,100000,1.65912342e+38; -1.59647541e+38
43675,100000,2.23379973e+38; -3.29734155e+38
45783,100000,-1.96271154e+38; 4.27042179e+37
44328,100000,-1.79040943e+38; -1.50134807e+38
43843,100000,-8.03457081e+37; -2.76984557e+38
46666,100000,-6.31476496e+37; 2.62313255e+38
44311,100000,1.47910882e+38; -1.51665531e+38
45405,100000,2.71832094e+38; -2.57943496e+37
44986,100000,1.78768063e+38; 1.26279043e+38
43949,100000,-2.66803943e+36; 2.51965738e+38
45756,100000,-9.9350189e+37; -2.16302406e+38
44873,100000,2.55902087e+38; -1.91058493e+38
43798,100000,2.6526394e+38; 1.57419752e+38
46280,100000,-3.3217709e+38; -6.53931354e+37
45752,100000,1.73185046e+38; -1.43657305e+38
48773,100000,3.02799825e+38; 5.39235849e+37
43907,100000,3.00186477e+38; 2.12765073e+38
44013,100000,3.09356743e+38; -2.47432274e+38
44069,100000,-9.48133689e+37; -1.08837621e+38
43674,100000,-6.78357866e+37; 6.09920706e+37
43803,100000,4.97618829e+37; 1.620907e+38
43884,100000,1.98976259e+38; -7.95449078e+37
44153,100000,-2.30524209e+38; -3.17656122e+38
44273,100000,5.97023185e+36; -1.93244714e+38
44244,100000,3.7976913e+37; 2.23127092e+38
48318,100000,3.25018616e+38; 1.70647757e+38
46793,100000,-1.40033901e+37; -5.63776956e+36
44886,100000,6.74386063e+37; -1.87631537e+38
45179,100000,-3.34986731e+38; -2.46031429e+38
