runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.value.integer
1,3886,118710,50000,-3567446702941261
1,3886,120671,50000,8886458028538262
1,4013,132274,50000,-1427086884263253
1,3886,127206,50000,1142625057405313
1,3886,117508,50000,823544779557013
1,4305,121327,50000,6571609159440999
1,4111,121228,50000,-3041485098463113
1,3886,124459,50000,-3289559656651117
1,4008,128265,50000,-6198114494214608
1,3886,119885,50000,-927920934719656
1,5183,128098,50000,-54553520659975
1,5023,124831,50000,-398330850555840
1,3886,124995,50000,8904807499351174
1,4880,125973,50000,1417255960361509
1,5394,120497,50000,2764023527877510
1,3903,131690,50000,-8446856255027766
1,3886,118583,50000,-2070362186848142
1,4033,117877,50000,7742534363759016
1,5387,117760,50000,1840753354267851
1,4857,121018,50000,8462886837885257
1,3992,117471,50000,1979789925217943
1,3892,117431,50000,8380306333593700
1,3900,119008,50000,6422582156464534
1,4089,117557,50000,1434697532051964
1,3886,117919,50000,-7350662178184595
1,4872,115441,50000,729820261520913
1,4078,115664,50000,5018593529264823
1,4857,118190,50000,-4018933585023890
1,3896,117010,50000,-6370599303239818
1,4990,119572,50000,4734819380041029
1,3886,117240,50000,-879043350075825
1,3886,123143,50000,-5527031807492382
1,4042,110675,50000,362342977297499
1,3886,116868,50000,-5941705862838545
1,3886,116404,50000,-4250076607221501
1,4087,115765,50000,6282790408409754
1,4006,116981,50000,3487456161317029
1,3885,116217,50000,2306158944892099
1,5381,112629,50000,154971684234674
1,4870,115778,50000,800899914840079
1,3885,116088,50000,2482226197746034
1,3987,117465,50000,8235252992055704
1,4812,117903,50000,-8959794885033347
1,4856,117874,50000,-8852540149144683
1,3981,114137,50000,-74580892808416
1,4857,116237,50000,-6215828204415264
1,4857,118888,50000,-7231787224522774
1,4029,116457,50000,1706123343620448
1,3886,118081,50000,-5339260783541792
1,3886,117714,50000,-3058892281593854
1,4298,119763,50000,1161633778526711
1,3885,116616,50000,4102305819700848
1,3961,116854,50000,-7214564590474217
1,4995,117007,50000,6063540273519614
1,3886,117098,50000,7554758281455635
1,3885,116527,50000,-1880167364531047
1,4039,118177,50000,-8674173737819748
1,4857,119198,50000,3862112108228251
1,3886,116610,50000,6854077613319123
1,4617,119016,50000,6667192883966365
1,3886,116585,50000,-2885527713802423
1,3886,117252,50000,8524181706991796
1,4023,116827,50000,7451914485368996
1,3885,117312,50000,3078164417621056
1,3893,120430,50000,-4019322168696813
1,4002,116385,50000,-3244370071553625
1,3898,110748,50000,599441414501406
1,5076,116120,50000,8471938144323720
1,4024,117542,50000,2511219825927835
1,3945,115964,50000,3482932305925196
1,4321,116108,50000,-1351029665931190
1,4008,116274,50000,2985478696763759
1,3940,117407,50000,-8482182375041510
1,3885,117442,50000,2174397564152421
1,4093,116425,50000,-5724875810444780
1,3948,124190,50000,4041447866465919
1,3886,118665,50000,8958387835291891
1,4090,120179,50000,5888482137390708
1,4174,118476,50000,5752143798502830
1,4889,119504,50000,-6569651689823072
1,4057,123260,50000,7259753355372935
1,3897,118388,50000,1212089228467103
1,3886,126718,50000,1530448968376148
1,4091,120557,50000,4608922876701098
1,3886,119420,50000,-5340053202652880
1,4866,119672,50000,-6652114426486001
1,4085,116510,50000,5420718789100368
1,3885,116788,50000,7123441501649502
1,5179,121256,50000,-1418613162592960
1,4000,113885,50000,951955310545330
1,3885,116458,50000,-1173138624400539
1,4174,117313,50000,-3859321260852410
1,4075,116820,50000,-5560951884961768
1,3896,118041,50000,-7310877730834018
1,3902,119274,50000,-495193279991802
1,3991,118260,50000,7868117935930209
1,4856,121005,50000,-8913187160807164
1,3935,116765,50000,5263652503275181
1,4007,117071,50000,5146864645480957
1,3901,117658,50000,5707227919790370
1,3934,119052,50000,3400773194669066
1,4100,117595,50000,4224743443942593
1,3953,119402,50000,7504800708869998
1,4033,116654,50000,4035532447174337
1,4019,116989,50000,-7243233160897018
1,3885,119398,50000,2411889223883710
1,3949,117879,50000,7726678949819285
1,4029,118169,50000,-3302721590960347
1,3886,120939,50000,-1750440499409279
1,3978,118359,50000,-5244441539982502
1,4013,117872,50000,2831466022501375
1,3885,118195,50000,-1835376450193563
1,4911,121067,50000,3491099000714231
1,4913,118392,50000,7078252976509621
1,3956,111160,50000,505995371476308
1,3893,119095,50000,2676408899231049
1,4059,117672,50000,3026922506482964
1,3885,116759,50000,5224103474552103
1,3920,118568,50000,-4489494845759113
1,3909,117208,50000,3068333343646076
1,3886,117499,50000,3190489642303713
1,3900,120645,50000,8990494385931729
1,4061,118610,50000,3139591011049177
1,3885,116006,50000,1835502303995381
1,3886,122804,50000,2062302309019568
1,4054,117171,50000,-697749195151986
1,3885,119860,50000,-7367479680620822
1,5201,119044,50000,8831417125988084
1,3996,117331,50000,-5326968534831725
1,4634,121193,50000,-3782661952058814
1,3887,121547,50000,-7487897440989833
1,4010,118330,50000,-940363001316429
1,4489,119200,50000,-7677069082532189
1,3931,118937,50000,5823931379230347
1,3985,117125,50000,-6154007946152557
1,3940,115281,50000,-7642676649982301
1,3886,116509,50000,8791992348029637
1,4098,117896,50000,-891471488943527
1,3886,119374,50000,-6758005526838361
1,3885,122799,50000,-1760766122253499
1,4735,129233,50000,2617059485533259
1,3885,119817,50000,-7500430159339712
1,3903,117837,50000,1264111107003760
1,3885,117176,50000,6491102705397723
1,5167,119201,50000,-8971879166055435
1,3893,120023,50000,-7693593500604631
1,5317,118910,50000,7961365452836731
1,3885,118458,50000,8840614103184314
1,3901,120244,50000,-2683289032861987
1,5019,120630,50000,-3895992617365785
1,3886,117681,50000,-7639648301929240
1,4249,118472,50000,-8680475250789974
1,4007,127368,50000,-6434516486998341
1,4168,124664,50000,-7935794083394603
1,3888,124465,50000,4191620109849647
1,3885,123983,50000,7269787846261093
1,4856,127905,50000,2550257242024606
1,4856,125227,50000,6716752380959963
1,3886,131209,50000,2289508433751430
1,3886,125686,50000,4443743699402066
1,4027,126269,50000,-6300475395607453
1,3896,125841,50000,1697573961936776
1,3886,124528,50000,-3495166088693702
1,3885,130959,50000,-7601604305949612
1,3886,124689,50000,-1888032475625760
1,3885,128518,50000,2973429826108938
1,3908,124238,50000,-2836743541527731
1,3896,125883,50000,-5187008540947477
1,3886,128674,50000,-725148842100937
1,3939,125163,50000,3542889312753796
