runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer
3,3260,21327,250000,3829015163
3,3272,21388,250000,849397878
3,3271,21285,250000,1083379065
3,3251,21365,250000,95783351
3,3295,21245,250000,2196427982
3,3413,21463,250000,228159164
3,3246,21360,250000,3110688294
3,3285,21296,250000,2717952043
3,3272,21220,250000,972000100
3,3272,21225,250000,1924947738
3,3296,21365,250000,3615746014
3,3377,21148,250000,1549377775
3,3286,21418,250000,1912766054
3,3294,21345,250000,4143109005
3,3274,21231,250000,2140392487
3,3264,21320,250000,2713480990
3,3318,21293,250000,2081191861
3,3375,21857,250000,2377099372
3,3245,21193,250000,2482025364
3,3274,21308,250000,1720928085
3,3275,21222,250000,1730213632
3,3290,21506,250000,1748242834
3,3313,21416,250000,1536789732
3,3373,21302,250000,199703899
3,3250,21425,250000,1459152971
3,3292,21502,250000,1609650666
3,3273,22361,250000,1437849886
3,3295,21763,250000,3976944723
3,3292,22579,250000,2706608342
3,3386,21580,250000,318577758
3,3249,21194,250000,2428652183
3,3293,21640,250000,3598596043
3,3295,21335,250000,3042066809
3,3260,21342,250000,1332997422
3,3284,21345,250000,1714454733
3,3361,21361,250000,3128582101
3,3244,22362,250000,2392652393
3,3276,21402,250000,2597451395
3,3276,22598,250000,1579738338
3,3245,22356,250000,649139376
3,3325,21605,250000,655478144
3,3399,21430,250000,2428801641
3,3247,21406,250000,2220804829
3,3302,21465,250000,2332045714
3,3361,21657,250000,2964163293
3,3256,21966,250000,831958534
3,3294,22018,250000,3722222039
3,3430,22493,250000,3737303106
3,3452,23360,250000,4277505620
3,3443,22603,250000,1782489909
3,3527,25257,250000,407201828
3,3259,21510,250000,1678806939
3,3390,23803,250000,2505354839
3,3468,21802,250000,180826980
3,3245,21689,250000,3674732830
3,3286,21364,250000,163744149
3,3274,21514,250000,2002269096
3,3381,22067,250000,557979000
3,3286,21825,250000,4215625829
3,3542,22296,250000,289140543
3,3274,22284,250000,806895481
3,3365,21985,250000,1882281823
3,3276,21828,250000,2138594810
3,3247,21622,250000,2294617860
3,3315,21925,250000,2691463984
3,3581,23643,250000,721596459
3,3255,21856,250000,3134351878
3,3282,21888,250000,4254511580
3,3271,22196,250000,2190445140
3,3276,21759,250000,1054699321
3,3283,21921,250000,895716785
3,3391,21944,250000,3838596331
3,3356,22146,250000,1516194760
3,3390,25767,250000,1144669024
3,3385,21779,250000,3650124783
3,3263,21422,250000,3079464430
3,3370,21993,250000,3726323117
3,3610,21965,250000,3474710858
3,3427,25793,250000,2417817320
3,3278,23618,250000,1743478590
3,3395,22503,250000,571952013
3,3334,21449,250000,3831442773
4,3783,29490,250000,460730042
4,3823,30851,250000,91702496
4,3829,29582,250000,2559439675
4,3936,27849,250000,3572714506
4,3762,27322,250000,2133837391
4,3879,28566,250000,4218634507
4,3957,34203,250000,236271271
4,3756,27994,250000,2483748014
4,3742,29550,250000,883241392
4,3770,28599,250000,559011667
4,4027,27190,250000,4000215705
4,3960,24553,250000,2936290149
4,3812,28228,250000,3895369300
4,3795,28283,250000,1519973049
4,3958,27568,250000,3480051638
4,3862,26843,250000,3827912755
4,3997,26532,250000,2989356734
4,4263,26030,250000,3619228652
4,4139,26126,250000,1711253030
4,3829,26671,250000,1577338132
4,3763,27628,250000,4124023287
4,3986,27375,250000,3119531797
4,3808,27950,250000,3840951205
4,3912,27033,250000,3832644045
4,3747,26894,250000,1698657463
4,4078,28499,250000,711611573
4,4010,26325,250000,3402479149
4,3761,25180,250000,1590352255
4,3994,25286,250000,1399550581
4,3741,25171,250000,3735404308
4,3983,25575,250000,4062899752
4,4120,26390,250000,4051224146
4,3913,26358,250000,2618362920
4,4033,26100,250000,2794769228
4,3880,25535,250000,766088565
4,3923,27253,250000,3169675265
4,3933,26532,250000,2129659751
4,3960,26406,250000,853296990
4,3981,29657,250000,423271513
4,4110,26889,250000,133623145
4,4232,27390,250000,1091400471
4,3782,27042,250000,2730491187
4,4023,27549,250000,1777917430
4,3776,27656,250000,3272958447
4,3962,25401,250000,1989322596
4,4039,26551,250000,2741213001
4,4236,27387,250000,908312083
4,3854,28980,250000,3674855878
4,4129,29969,250000,46561268
4,3890,27739,250000,1918261516
4,3757,27411,250000,458968615
4,3841,28211,250000,3547031473
4,4066,28711,250000,22184224
4,3805,27621,250000,3330554462
4,4141,28807,250000,4282471909
4,3849,28904,250000,2894319074
4,3901,27098,250000,213286343
4,3970,26167,250000,2467210043
4,3821,25838,250000,3020362372
4,3745,26372,250000,1501069744
4,3684,25403,250000,3525985689
4,3996,27272,250000,3874440005
4,3842,25129,250000,65276468
4,3792,26489,250000,2430963030
4,3887,26306,250000,3194674432
4,3974,26392,250000,3159065458
4,3872,28772,250000,3019844001
4,3835,28104,250000,3673647626
4,4051,27389,250000,2425835695
4,4072,26247,250000,296778976
4,3753,28390,250000,2916384258
4,3744,26822,250000,488156491
4,4022,25952,250000,3735048865
4,3774,28973,250000,3703592076
4,3817,27983,250000,3812320598
4,4039,26120,250000,2199256536
4,4059,27214,250000,4218961170
4,3793,26994,250000,1906228045
4,3771,27287,250000,938292802
4,3765,26104,250000,2178055591
4,3713,27881,250000,1536933895
4,3993,25885,250000,3996734736
4,4023,28592,250000,3274843674
4,4050,27597,250000,3566202827
4,3768,28206,250000,111623877
4,4039,27151,250000,1341378527
4,4047,29308,250000,1818469
4,3977,26868,250000,1830345815
4,3882,26800,250000,1643401743
4,3803,27110,250000,1144206770
4,4024,26435,250000,1304312460
4,3954,24984,250000,3965125000
4,3950,25165,250000,1276091503
4,4007,27709,250000,1841303752
4,4121,25876,250000,3764145151
4,4331,26180,250000,1408150340
4,3857,26739,250000,2486945355
4,3887,27286,250000,1440026846
4,4164,26848,250000,386421460
4,3733,27261,250000,2698322106
5,3276,22209,250000,1216994230
5,3248,21533,250000,2997091436
5,3288,21543,250000,596116276
5,3282,21940,250000,4202634836
5,3261,21793,250000,793869544
5,3317,21604,250000,2378420326
5,3263,21334,250000,506088394
5,3246,21626,250000,4115210260
5,3288,21580,250000,2091005991
5,3281,21523,250000,3482015954
5,3249,21441,250000,161128840
5,3398,21420,250000,1661363275
5,3275,21452,250000,3805069456
5,3256,21897,250000,267715748
5,3271,21361,250000,2212629076
5,3267,21689,250000,1810122513
5,3248,21466,250000,2557086248
5,3279,21305,250000,3113060614
5,3290,21575,250000,1743306581
5,3271,21517,250000,460126168
5,3300,21700,250000,2335597629
5,3265,21491,250000,390657933
5,3248,21543,250000,4079375061
5,3274,21701,250000,2128036069
5,3293,21334,250000,1444729232
5,3379,21704,250000,1287250414
5,3293,21475,250000,2940328843
5,3280,21866,250000,154126092
5,3245,21752,250000,1677894749
5,3343,21409,250000,2666415220
5,3271,21490,250000,3921618738
5,3267,24221,250000,27170776
5,3282,23391,250000,775047792
5,3272,23186,250000,4028201638
5,3269,22851,250000,3779170895
5,3320,22134,250000,2898704333
5,3272,21491,250000,1936282224
5,3248,21406,250000,2905288526
5,3290,21617,250000,618278003
5,3279,21615,250000,444879951
5,3249,21581,250000,2210776456
5,3278,21634,250000,3941677841
5,3277,21613,250000,3529867566
5,3247,21467,250000,793902249
5,3273,21205,250000,795074305
5,3283,21359,250000,230533706
5,3251,21589,250000,3234183945
5,3301,21749,250000,3008095696
5,3271,21532,250000,3710221926
5,3246,21796,250000,2268247669
5,3374,21504,250000,3183818727
5,3267,21486,250000,440778147
5,3324,21290,250000,1658346869
5,3342,21897,250000,1799776342
5,3283,21457,250000,3319896110
5,3246,21660,250000,3542033149
5,3331,21552,250000,3681004842
5,3271,21516,250000,363854507
5,3248,21440,250000,4179039567
5,3276,21484,250000,2359737472
5,3270,21436,250000,177630418
5,3247,21807,250000,1697595730
5,3316,21291,250000,3029736369
5,3275,21554,250000,2891810768
5,3339,21497,250000,688619943
5,3321,21537,250000,517106855
