runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.v.integer,param.field.integer,param.width.integer
26,4004,34035,250000,1639996303,3187276735,7,14
26,3909,34050,250000,1838200911,3319419664,12,1
26,4313,34967,250000,739331968,524390547,9,10
26,4735,34717,250000,2292781627,4150630873,5,15
26,4185,34164,250000,554984229,2039718214,9,11
26,3907,33872,250000,1326606247,1517800093,1,4
26,3901,33948,250000,1048164725,105656394,15,11
26,3921,34038,250000,1627958896,3647226827,13,6
26,4137,37912,250000,536032283,3091336220,5,12
26,3918,34501,250000,2976621662,3476591258,4,9
26,3926,36664,250000,233792824,333301544,11,16
26,4048,35955,250000,3377668968,4055219982,6,4
26,3917,36506,250000,678455174,1199069913,12,2
26,3977,36293,250000,1055554600,3350074487,6,5
26,3919,36766,250000,1145231495,2935567679,6,5
26,3911,35420,250000,3776393146,3578341881,1,16
26,3911,36708,250000,2799557863,241029031,6,8
26,3922,37002,250000,682895139,1448838695,1,15
26,3903,36647,250000,4179950977,1657545708,1,4
26,4014,36802,250000,1252261301,2642746806,7,13
26,3925,34757,250000,697012024,2217241133,5,7
26,3938,36887,250000,3354474041,3401221408,2,10
26,3917,36646,250000,3259737564,3029488258,13,5
26,3914,36386,250000,3237037755,743752308,13,11
26,3915,36505,250000,598603554,616434875,5,13
26,3994,36759,250000,622143394,2767836351,14,4
26,3926,36321,250000,1959582824,2562855126,11,16
26,3961,36319,250000,4082750420,1952507602,6,11
26,3911,36606,250000,1227377326,951644988,7,15
26,3927,34428,250000,4049818925,3398581543,1,14
26,4517,33666,250000,3275101544,741387626,15,1
26,4707,33814,250000,3253863642,3158259109,5,6
26,4301,33796,250000,1115090045,2992721561,11,8
26,3969,33880,250000,1014620500,3608956560,0,5
26,3909,33910,250000,2550354862,3095755137,10,6
26,3914,34860,250000,2594202270,1832554318,11,14
26,3914,35884,250000,911595903,2643144790,5,6
26,3924,35372,250000,3874422197,3770582099,7,7
26,3907,34608,250000,1040605685,1899433296,11,15
26,4764,34743,250000,1540702679,47620186,0,11
26,3899,34234,250000,3805324277,1230158902,8,12
26,4528,34666,250000,1881348862,2700031234,6,13
26,3904,34408,250000,3178044700,2792978093,14,7
26,3912,35021,250000,1215395820,1228388250,13,15
26,3905,33883,250000,2389587525,394518762,10,13
26,4106,34552,250000,1272234860,3849968765,0,2
26,3912,34735,250000,3207745335,493551054,8,15
26,3922,33763,250000,930533123,2888659463,3,16
26,4189,36017,250000,2685570097,746524960,4,10
26,4475,34031,250000,3094451237,549418259,5,6
26,4759,33908,250000,1733887945,2073574315,12,2
26,3920,33695,250000,706991510,653985890,9,4
26,3903,33776,250000,2649786742,2615671681,13,4
26,4694,33880,250000,3754910050,1949928452,7,16
26,4331,34530,250000,3985584728,1681787418,15,12
26,3898,33716,250000,1221665092,950904955,0,3
26,4894,33672,250000,2739965235,601760707,8,16
26,4413,33530,250000,1885201942,3809004720,10,16
26,4699,33536,250000,1163751271,703153389,0,2
26,3918,35956,250000,4221719838,1141811820,2,13
26,4508,33695,250000,4229006430,1479473126,3,3
26,4719,33712,250000,3772403468,1794480000,13,8
26,3979,35282,250000,1307249136,1519206951,1,4
26,3919,33504,250000,2141372429,2631352443,11,8
26,3903,33902,250000,4085104237,3737587097,10,3
26,4240,43260,250000,2332724464,1015081263,8,9
26,3910,34249,250000,3530356192,1578913807,10,6
26,3919,34279,250000,967304755,1167712594,0,4
26,3907,34309,250000,4182488048,1942030571,9,10
26,3906,34256,250000,501970217,2877800808,4,10
26,3911,34025,250000,3648987748,424034794,14,15
26,3910,34387,250000,4048617667,142257324,11,5
26,3915,34175,250000,2567592331,525409848,11,13
27,4680,33527,250000,3135081728,2108455306,4,12
27,4228,35583,250000,3417899763,1704295711,4,11
27,3940,33838,250000,3069041637,2163171385,1,13
27,4729,33906,250000,2401584051,2486913962,9,7
27,3918,34880,250000,4058437833,1469877968,3,3
27,3908,33813,250000,631557664,405514982,14,5
27,4851,33849,250000,4078056165,2399694885,15,1
27,4378,33780,250000,3652832269,3246968584,8,12
27,3999,33802,250000,3739135367,3767678863,0,10
27,4108,33654,250000,240421259,4147121159,12,14
27,3961,34310,250000,112833615,3356923288,9,3
27,4092,34286,250000,4082952516,1992235234,8,15
27,4032,34276,250000,4208276578,3607949373,1,12
27,4059,34199,250000,2407830566,2862218184,3,1
27,3929,34040,250000,2229488668,888387795,8,15
27,3944,34442,250000,1283997645,3262682948,0,1
27,3981,34167,250000,4122146057,1999031036,1,7
27,4934,33594,250000,3298026307,2640997026,3,2
27,3933,34407,250000,9168929,874966466,10,15
27,3978,34069,250000,432656237,3835016945,6,6
27,3994,33782,250000,900592519,2295748250,2,7
27,3929,33894,250000,3243946972,2023881901,2,12
27,4726,33992,250000,4146206604,1821442445,6,10
27,3929,34118,250000,3525651565,2018305734,14,13
27,3935,34133,250000,1392535150,3528864018,10,16
27,3959,34121,250000,1866423322,2494349107,1,8
27,4403,35821,250000,2694456821,3655813392,3,9
27,3943,33892,250000,310802324,2087342307,8,10
27,3932,34390,250000,673340086,2218417642,13,6
27,3913,34003,250000,608747003,2437430088,0,5
27,3919,34034,250000,2050000131,4157362870,9,11
27,4099,33618,250000,538030309,807166429,11,6
27,3914,33652,250000,32852933,1266423446,8,13
27,3914,33711,250000,1197878900,3768359026,10,2
27,3912,33604,250000,1434729737,3002832670,3,12
27,3910,33529,250000,1563434971,2262241247,15,10
27,3908,34174,250000,4223403354,1868520959,15,13
27,3905,33581,250000,1723230530,2556983074,8,15
27,3909,33610,250000,3807265800,533447477,0,3
27,3924,33733,250000,3320402932,1348083628,4,3
27,3901,33520,250000,3129427514,3903949894,14,12
27,3903,33959,250000,456185704,3629115137,3,9
27,3918,33497,250000,1431567333,311889388,1,3
27,3906,34113,250000,3995912893,2565348030,0,14
27,4580,35913,250000,306501859,1092556516,6,6
27,3929,33532,250000,1721831348,3917079180,1,10
27,3906,33599,250000,2370818496,2768781319,2,15
27,4763,33382,250000,826280212,2017182796,12,5
27,4274,33560,250000,1022875405,2865582637,3,3
27,3911,33562,250000,872530734,3368940671,5,6
27,3916,33853,250000,3629249147,2999598956,13,4
27,3915,33965,250000,48550681,1385646725,9,16
27,3913,33793,250000,1102673094,900322915,13,13
27,4013,33454,250000,261626742,2116448800,2,1
27,4455,33622,250000,4141555057,2556820551,2,10
27,3902,33561,250000,1918573716,1898103022,4,6
27,3900,34187,250000,1168536295,272502931,4,14
27,3924,33475,250000,2487575002,1265689317,1,11
27,3932,33791,250000,3554743746,3421354024,15,9
27,3927,33683,250000,4113124663,3487896519,14,6
27,3954,34126,250000,3789350914,247449985,7,11
27,4090,33729,250000,1744946520,1998110581,5,14
27,3935,33813,250000,3777376269,1364227416,5,2
27,3945,33648,250000,3038928935,2880461384,6,13
27,3917,33626,250000,2453457508,3847121592,10,7
27,3947,33806,250000,2882996116,1310653387,3,10
27,4761,33741,250000,2079240552,2891998257,9,2
27,3925,34138,250000,3527369392,1966952816,12,10
27,3927,34328,250000,648701445,1651986989,11,4
27,4744,33753,250000,2446077881,2678395271,9,14
27,3937,33601,250000,1094363137,385109419,6,2
27,3950,33762,250000,3296498231,2655287700,10,3
27,3962,35497,250000,753989764,248043419,8,1
27,3915,34075,250000,2788929383,2499284626,6,10
27,3942,33864,250000,3840179505,1493151592,4,10
27,4333,34709,250000,773145977,866447762,3,6
27,3913,33774,250000,1262858279,3960782937,13,4
27,3915,33985,250000,1249263111,923736874,7,16
27,3939,34779,250000,2843694181,3350532456,0,4
27,3937,33958,250000,3749493197,1831639102,14,14
27,3949,34042,250000,733874757,3577414324,13,15
27,4037,33884,250000,605479035,3904736322,0,3
27,3919,34074,250000,3928580651,2242398409,11,15
27,3920,34440,250000,1960676009,248938671,1,7
27,4003,34192,250000,3766673085,2033143568,7,14
27,3913,33903,250000,1100530548,3153078478,6,15
27,3904,34146,250000,2111373747,2773958774,0,3
27,3918,33482,250000,1630072670,2889305984,5,6
27,4022,33876,250000,10492858,1372998798,9,8
27,3926,33665,250000,1794018007,1696841817,5,9
27,4031,33939,250000,996117303,20545078,13,14
27,4047,33897,250000,1952997809,3741045804,8,12
27,4000,33693,250000,73603675,4246745680,15,3
27,3953,33784,250000,480084503,1532378539,14,2
27,3932,34106,250000,1116211903,387845237,6,3
27,3930,33771,250000,1161923864,3437381179,10,11
27,3915,33967,250000,883241377,791114054,2,8
27,3924,33736,250000,1823962850,656018280,15,16
27,4001,34194,250000,48620523,3781290819,1,12
27,4119,34226,250000,3083731851,959715386,4,11
28,3313,31011,250000,4084489802,963154478,15,16
28,3440,29670,250000,3911337679,1531037420,3,1
28,3284,30681,250000,3299044258,3570328610,8,9
28,3341,29995,250000,2090992143,1667839288,9,13
28,3357,30534,250000,1833859777,3431211598,0,13
28,3284,30375,250000,1907006600,1581569402,9,13
28,3333,29996,250000,2926767554,635474094,12,9
28,3278,30493,250000,3318094367,3782583705,11,6
28,3380,29735,250000,2480422297,1649949513,9,3
28,3376,30140,250000,1191948990,1850367081,13,8
28,3309,29974,250000,3444956534,421247867,5,9
28,3282,29861,250000,3570556736,136545802,9,6
28,3311,30903,250000,385766524,3512639880,6,7
28,3337,29072,250000,2201631756,2352378777,6,8
28,3264,28819,250000,2334620756,1856059965,9,16
28,3347,29494,250000,2174702815,3605944114,0,4
28,3292,30777,250000,914927349,2056113363,8,6
28,3275,31794,250000,4155670387,547169861,1,10
28,3384,29112,250000,2578554578,3125345512,11,6
28,3273,29244,250000,2646461958,2169131466,14,11
28,3356,29187,250000,3985799251,2236634954,12,7
28,3309,29139,250000,3573930431,3536657965,0,1
28,3279,28862,250000,916419391,1405071244,12,16
28,3247,29693,250000,3347214372,1141913180,3,8
28,3348,29432,250000,1624322772,2733831329,1,3
28,3293,29280,250000,1511666998,987841398,7,16
28,3271,30592,250000,3313410524,7960155,13,6
28,3560,30821,250000,2419205145,516517907,15,4
28,3522,29351,250000,3242495921,141953547,1,7
28,3271,29721,250000,2365686190,4049338688,10,8
28,3317,29811,250000,4155203033,1873408975,10,10
28,3330,29432,250000,2353741764,102289912,2,6
28,3418,30294,250000,4069917935,995592151,3,12
28,3415,30383,250000,807202198,2250715011,0,11
28,3364,29301,250000,3141914115,1533530033,14,2
28,3428,29170,250000,486680983,3715202634,5,11
28,3390,29424,250000,3881644241,2017841154,7,1
28,3396,29368,250000,2557410463,1998950579,8,5
28,3307,30173,250000,1181828739,492219257,2,3
28,3332,29403,250000,929286619,4061871014,1,8
28,3381,30827,250000,1587234979,3574170325,10,8
28,3338,31523,250000,3316118564,3679515777,11,5
28,3380,29826,250000,2800102094,1113608042,0,13
28,3418,30728,250000,3774997150,887210597,9,14
28,3328,29595,250000,2553112933,1316951647,9,5
28,3357,32770,250000,208873855,1347000685,2,11
28,3404,31324,250000,3595447690,2889734788,5,4
28,3270,31718,250000,879014873,2030135513,6,5
28,3362,30998,250000,1050548873,3872836645,1,13
28,3323,31234,250000,1306724168,694587681,13,2
28,3290,29950,250000,1771140014,829767599,0,11
28,3344,32125,250000,2414335901,4004108434,15,16
28,3352,29656,250000,1298507562,731156093,2,9
28,3249,29548,250000,734587604,1327550890,10,11
28,3310,31491,250000,1231244556,453421983,7,11
28,3618,30184,250000,2198870440,4160702558,7,8
28,3328,30579,250000,1760385238,106446118,9,2
28,3517,30875,250000,3036574067,1805975087,12,1
28,3729,31413,250000,2322645954,4075001398,5,9
28,3776,34105,250000,289229190,2700616979,10,1
28,3421,31777,250000,1820783850,3037251647,12,3
28,3333,31332,250000,3731818223,200735985,12,10
28,3470,30387,250000,1510920337,2642260200,6,10
28,3440,31296,250000,1998721290,296483036,13,3
28,3514,31594,250000,1901946200,2807555989,6,16
28,3367,30976,250000,2650821460,1698655216,9,10
28,3572,30330,250000,2113665701,27280976,5,12
28,3510,30644,250000,3560699385,1800568327,3,3
28,3384,30163,250000,1360005213,2445541790,11,7
28,3461,30048,250000,3761734966,1469329770,4,1
28,3385,30809,250000,710158800,3951761978,7,16
28,3321,30498,250000,2636628312,2481908302,6,16
28,3351,30206,250000,4176057825,425212288,10,2
28,3358,29887,250000,3380674055,3958064453,13,5
28,3279,29580,250000,3625059065,47849364,15,2
28,3413,30000,250000,2636436180,821336729,0,14
28,3398,30119,250000,2664971578,2637258973,2,1
28,3311,31156,250000,1635989647,2156558352,9,2
28,3419,31822,250000,2816643489,4162327317,14,13
28,3495,31689,250000,3809795413,1472653647,6,12
28,3253,30479,250000,1873238659,2737651705,7,2
28,3389,30058,250000,1289076590,3732295989,5,3
28,3472,31072,250000,183622416,2413435605,3,4
28,3340,29330,250000,3482376170,1573597348,2,14
28,3449,33779,250000,849083016,3137022065,0,12
28,3532,30539,250000,2648695850,3554479354,15,4
28,3319,30672,250000,2524164670,2792376808,2,3
28,3420,30468,250000,866910085,3567621754,0,2
28,3383,31138,250000,3176871759,428158665,10,13
28,3450,32918,250000,163979029,2487080047,6,4
28,3391,30447,250000,3370303350,1239071907,1,10
28,3548,30075,250000,3925470901,3117740191,1,11
28,3316,29977,250000,1952763364,1347255868,3,10
28,3322,29913,250000,37727797,496240112,11,11
28,3447,29980,250000,2544034317,741688481,11,15
28,3404,32141,250000,316868784,3331684915,1,12
28,3431,31459,250000,2809814120,3942516860,14,10
28,3480,31741,250000,2409205532,66418261,12,5
28,3293,29124,250000,4142908929,3213386028,12,13
28,3424,29629,250000,418956443,1821246553,2,2
29,4462,35766,250000,2770255176,2806404314,3,16
29,3911,35768,250000,1926780575,3009695838,8,10
29,3909,35450,250000,137115983,2841914083,3,6
29,3905,35842,250000,687509254,2717504446,11,8
29,4772,35772,250000,2543740381,699272238,10,5
29,3901,35572,250000,515321385,1004128493,0,2
29,4597,36539,250000,2148205945,1158371457,0,6
29,4110,36449,250000,2009934191,3320086095,1,10
29,3906,36623,250000,3438078866,1466808470,5,3
29,3973,37335,250000,399617756,3073234984,13,16
29,3957,36169,250000,1927162974,1273019565,10,3
29,3971,36252,250000,1328629559,3797582634,2,6
29,4027,36326,250000,4010909160,1177802774,9,9
29,3906,36454,250000,3396037003,845930519,11,13
29,3913,36297,250000,19537861,2354332723,3,5
29,4844,36104,250000,3171419565,2469051342,5,7
29,4448,36356,250000,3781610133,2935474585,13,16
29,4678,40582,250000,3236776539,176669089,5,3
29,3912,36237,250000,163473437,2129721809,9,10
29,4419,36296,250000,4287259762,1980313415,4,10
29,3918,36418,250000,2876842444,4025130225,2,12
29,4200,36740,250000,586835092,1362646102,11,15
29,3976,36125,250000,157171917,3085805438,4,1
29,3909,35798,250000,953816716,174990191,10,1
29,3905,35878,250000,4230948852,663523750,9,12
29,3909,35497,250000,2129959273,3544821032,1,12
29,3907,35541,250000,2167133882,3390816148,2,7
29,3912,35466,250000,156600438,2652268597,10,8
29,3974,35817,250000,2315270183,2141286233,2,16
29,3979,35370,250000,3681315498,714965659,6,8
29,3918,35996,250000,3930778366,4232537601,9,16
29,3921,36369,250000,816095235,1450815561,4,4
29,3912,35861,250000,3277079692,258757795,3,16
29,3909,37051,250000,3809782257,757235103,7,1
29,3955,36970,250000,3922361061,2043513172,3,2
29,4294,40384,250000,2809182721,2132280000,6,15
29,3903,36273,250000,2567931697,544118487,4,6
29,4885,36149,250000,3408243219,2726064312,12,9
29,3904,36438,250000,2890934976,3263516340,6,4
29,3926,36324,250000,2731781492,2520882685,0,13
29,3971,36742,250000,860864077,1383015838,1,3
29,3917,36838,250000,95278173,2823207527,0,15
29,3910,36776,250000,1501450989,1687181418,10,4
29,3960,36401,250000,1468457557,186979717,5,15
29,3907,35725,250000,3954208613,3552404748,13,11
29,3912,35554,250000,1982388780,1576380393,8,2
29,3962,36269,250000,3506066590,153864624,13,7
29,3918,36225,250000,2521426604,1907906817,0,14
29,3920,36500,250000,2282237476,3266813401,8,13
29,3944,36029,250000,1645964728,1556158579,0,5
29,3899,35845,250000,4127899703,2237159722,9,3
29,3926,35969,250000,3864361186,2965023639,8,11
29,3969,36143,250000,273917902,2559574313,12,9
29,3912,35672,250000,3871076095,1304935828,5,13
29,4046,36022,250000,1650599781,1478717313,3,6
29,4542,36190,250000,3641250368,341509184,7,16
29,3904,36487,250000,1336897641,10350774,10,16
29,3911,37370,250000,251125133,574673006,9,2
29,3973,36348,250000,1695526851,2506701295,3,10
29,3920,36770,250000,3800335292,3939679675,2,6
29,3908,35854,250000,2375963540,1346175175,1,15
29,3985,35582,250000,2146319294,3003403827,10,13
29,3947,35514,250000,1239270853,3309941190,10,11
29,3910,35646,250000,320428969,1176937001,4,14
29,3953,35574,250000,305984591,720100910,14,15
29,3908,35756,250000,1030080308,2038562163,3,8
29,3911,35880,250000,2911685994,3809929184,6,6
29,4047,35832,250000,3643995509,993391676,8,5
29,3903,36229,250000,1970379540,565207318,1,15
29,3998,35698,250000,624246891,678236134,9,1
29,4014,35892,250000,2160950457,673204893,0,16
29,4503,35568,250000,3289318216,2154097938,6,12
29,3908,35827,250000,3710649852,4116319397,12,13
29,3901,35481,250000,3725386759,3727562044,1,13
29,3905,35702,250000,415839323,1302501678,9,14
29,4694,35794,250000,2480500447,2903343575,11,6
29,3959,35892,250000,4069544046,3118326087,3,10
29,3958,35590,250000,2004819871,3879332393,5,12
29,4130,35763,250000,393234757,736481073,9,11
29,4029,35684,250000,1065475032,965759897,0,13
29,3922,36745,250000,993182531,3948870618,0,11
29,3911,35983,250000,1212428329,863995472,15,14
29,4507,36000,250000,1452458293,728060500,12,11
29,3910,36067,250000,101086604,78416934,6,16
29,4235,36359,250000,481801512,1495628525,13,2
29,4513,35981,250000,4015275845,1117693042,3,16
29,3940,37247,250000,1280120186,3010614036,3,10
29,4004,35935,250000,3751560256,1128037696,15,11
29,4638,35556,250000,3471738277,1781908386,0,13
29,3985,35434,250000,2514333826,402106282,13,12
29,3915,36438,250000,3932199806,1803326990,2,3
29,3983,36074,250000,2801899104,1226459152,4,14
29,5015,38060,250000,3056075322,2561228084,14,3
29,3903,36092,250000,1523870828,2865874022,3,16
29,3981,35993,250000,1811486591,1223556666,9,9
29,4243,36166,250000,2505944206,3531678584,12,14
29,3911,36813,250000,2915649602,3978196450,9,11
29,3904,35390,250000,2907381138,826795376,2,11
29,3915,37158,250000,1235835655,1988498950,7,16
29,4601,35415,250000,2079280427,1476248999,0,12
30,3578,31300,250000,2917767709,2710654727,0,13
30,3493,31260,250000,1817381719,851195785,13,14
30,3499,33048,250000,2418393284,2845141868,15,2
30,3467,30066,250000,3487433782,2930798342,14,3
30,3506,30894,250000,215851209,2164705747,3,1
30,3380,31524,250000,1813055100,168908984,5,6
30,3389,30533,250000,692132074,2058540405,0,15
30,3605,29847,250000,2774363759,1547079706,15,11
30,3481,29543,250000,1221269805,407990101,4,4
30,3427,30722,250000,2061936678,1528453228,15,3
30,3607,30637,250000,3847431707,2221050994,10,10
30,3540,30860,250000,4070311769,475879320,2,2
30,3436,29985,250000,2913524579,1628278336,6,7
30,3386,30254,250000,3969739471,1240679840,9,3
30,3397,29574,250000,1419761555,2018504245,8,7
30,3424,30026,250000,114201238,1490461995,15,7
30,3640,32127,250000,1527762113,3738748593,8,12
30,3530,30779,250000,283564642,4189869080,0,1
30,3456,29645,250000,373719338,2196073826,9,9
30,3535,29757,250000,2048667097,1900452899,14,4
30,3315,29382,250000,2980725059,1054234260,0,11
30,3481,29913,250000,3854103237,446943844,4,4
30,3470,31599,250000,3062037472,1154177733,9,11
30,3377,33541,250000,4192314884,1190556390,9,5
30,3433,30679,250000,1325000048,4265947454,14,4
30,3426,31936,250000,4032119946,3108481634,10,4
30,3470,30316,250000,204528067,3576896928,0,2
30,3517,30889,250000,346273176,2120212079,7,10
30,3590,30116,250000,324713568,2202080840,14,9
30,3390,30901,250000,571148362,593987653,3,10
30,3467,30576,250000,3417517429,1148951838,11,6
30,3438,31539,250000,4264102665,4267168454,15,11
30,3502,30270,250000,566815659,753596126,2,11
30,3451,33099,250000,2724435117,2654010740,15,15
30,3616,32735,250000,2962236613,3328596579,8,2
30,3385,32029,250000,1362274486,1225944567,2,15
30,3375,34202,250000,3402400654,2181551144,8,11
30,3417,33597,250000,1335201310,1442095721,0,1
30,3435,33044,250000,2525732753,311520396,4,4
30,3557,30370,250000,3971614074,2452447348,9,7
30,3539,30877,250000,3667404440,500905376,2,11
30,3392,30813,250000,1761662411,78546343,13,16
30,3435,30404,250000,2947438442,779941853,5,5
30,3481,30431,250000,3009574111,4156395755,13,2
30,3348,30644,250000,3376904200,2841696005,9,3
30,3420,30299,250000,1664748263,3330227660,4,7
30,3498,29928,250000,4124938587,945145482,8,15
30,3354,29928,250000,3357751432,2115777909,15,15
30,3456,30206,250000,4072881516,947497795,7,3
30,3495,30126,250000,2593133386,79560066,8,3
30,3417,30646,250000,541296652,3299601238,11,1
30,3605,32563,250000,4042976765,1816659245,6,11
30,3429,30263,250000,4065897385,1470953877,9,11
30,3453,31070,250000,347972057,2296202991,1,6
30,3715,30261,250000,3026017877,2841313182,2,3
30,3503,30285,250000,3415932131,4258424512,3,15
30,3424,29245,250000,2316412279,826134328,10,3
30,3472,30845,250000,1032404603,140049030,1,13
30,3567,29643,250000,1692768228,497826089,12,5
30,3446,30464,250000,3145334276,3352804054,4,8
30,3731,30175,250000,3161908632,2924670170,4,2
30,3464,31185,250000,3342729370,1934846926,15,15
30,3409,30209,250000,2504237741,2860052263,0,16
30,3472,31272,250000,1186718293,3613642286,11,6
30,3488,29824,250000,2220545816,568604167,5,16
30,3423,30720,250000,3793894428,2376316288,7,5
30,3441,30518,250000,2372939592,472196752,1,5
30,3604,29807,250000,1618317375,4271011820,9,2
30,3463,32032,250000,486375539,975051481,9,12
30,3605,31874,250000,1174961501,113196028,1,11
30,3489,32348,250000,1495971391,3839549896,5,1
30,3393,31017,250000,2238222043,749048260,7,8
30,3773,31041,250000,1641432439,2886652282,13,5
30,3556,31873,250000,2901757342,924007557,14,9
30,3312,30136,250000,337494483,2487821701,14,12
30,3471,31022,250000,340975692,3965384633,7,3
30,3484,30836,250000,4064154661,802942794,10,16
30,3573,31927,250000,2086947265,2814509022,4,11
30,3473,30157,250000,1558295381,2095761,9,16
30,3545,31687,250000,2965755932,3551252641,2,2
30,3467,31322,250000,2393874255,414474089,15,6
30,3490,30414,250000,2434195388,505669641,7,6
30,3439,30562,250000,2208195356,4000720650,5,7
30,3407,35915,250000,316272289,2058673287,9,10
30,3521,35140,250000,532924693,2290331383,6,7
30,3451,32989,250000,3469993488,3573496707,1,5
30,3331,29820,250000,1845364551,1486001049,6,3
30,3441,32588,250000,3883252626,3733504694,6,8
30,3404,33531,250000,1866639585,510877512,13,12
30,3374,30336,250000,753128322,286681152,13,14
30,3461,31414,250000,4259696458,2643810721,9,6
30,3409,30997,250000,1385465977,3519819831,2,6
30,3360,30180,250000,1705818804,3758072955,13,4
30,3420,29603,250000,1337261623,1684352445,10,10
30,3485,29806,250000,3325081829,1499453788,3,3
30,3414,29511,250000,2259684887,3626608486,13,5
30,3438,31947,250000,2723921419,1417594153,10,6
30,3527,32017,250000,1245098058,1131125984,4,11
30,3327,29950,250000,2287325936,4044571267,10,2
30,3482,30137,250000,639675759,3069423279,11,14
31,3912,45694,250000,4288828820,3272306626,6,15
31,3988,34562,250000,4100130173,3097900929,1,2
31,3943,33925,250000,3798070082,3376522292,10,8
31,3906,33458,250000,1098021617,2499815494,6,2
31,3934,33953,250000,2074029930,348158678,13,6
31,3900,33623,250000,2570814893,1811680084,14,11
31,3976,36137,250000,583640369,2900034517,8,5
31,3984,35501,250000,196790045,2916849654,9,4
31,4061,35414,250000,3753811424,3369298050,14,14
31,3917,35567,250000,3820674955,3874307736,10,2
31,4003,34720,250000,3985989106,535745292,4,8
31,3986,34292,250000,2856821894,3676568001,4,7
31,3924,34810,250000,2307821655,3823228750,6,3
31,4016,35276,250000,2317281114,2047745170,6,2
31,4065,34344,250000,3368988595,2312641014,12,1
31,3993,47244,250000,960716155,3309971837,0,14
31,4089,45586,250000,2556929815,881559134,12,13
31,3938,47001,250000,4135108634,1161092864,4,15
31,4008,45175,250000,1318947013,444389225,10,11
31,4344,46402,250000,4189930415,3032956673,0,9
31,3995,34674,250000,1271323547,503204550,5,11
31,3914,34423,250000,1395896477,3224132620,10,2
31,3934,34747,250000,1850641096,777592925,15,12
31,3913,33921,250000,259908081,3976130149,8,8
31,3927,34211,250000,656200705,2518487791,3,6
31,4000,33782,250000,468807718,3768292817,13,8
31,3913,33971,250000,2679302585,2418317917,14,4
31,3924,34287,250000,2033974734,3856928847,1,2
31,3935,34102,250000,1465709819,2889675169,11,5
31,3921,34491,250000,1849889590,3450308112,0,15
31,3916,34622,250000,3547411176,2787848264,3,14
31,3971,34516,250000,1010687380,841565766,14,11
31,3908,34147,250000,854488120,1957693535,4,13
31,3913,33943,250000,4126096194,281807457,12,15
31,3929,33708,250000,1552262064,3170449585,7,11
31,3906,34194,250000,2264280502,1950773165,3,13
31,3923,34167,250000,3325733372,1998666565,12,4
31,3994,34441,250000,3645268977,836550343,11,9
31,3915,34308,250000,1457426722,1560709787,15,1
31,3915,34986,250000,3046331229,3570819711,2,3
31,3920,33810,250000,4130078073,3229124831,9,3
31,3919,34365,250000,447675084,4241499456,11,3
31,3910,38452,250000,69442294,3499180909,13,7
31,3986,41374,250000,570313918,1757672813,11,10
31,4322,36906,250000,4197470200,2862701019,10,3
31,3940,37371,250000,2288956523,3335396696,0,12
31,4880,34041,250000,3388886545,3255010790,7,3
31,3929,33531,250000,2270184586,3508423776,9,1
31,4682,33805,250000,1086112784,1348955157,11,2
31,3973,33567,250000,2072416167,722050334,7,7
31,4485,33837,250000,2405527503,2605260667,8,14
31,4708,34020,250000,1829648199,4138638333,15,3
31,4266,35715,250000,312136873,2520200291,7,2
31,4532,36166,250000,2416907805,851254759,10,9
31,3911,36054,250000,3128846075,2614058862,0,10
31,3969,33430,250000,2952201854,134019693,9,16
31,3931,35633,250000,733361903,1479036117,0,15
31,4106,35645,250000,2264997239,3859200538,4,5
31,3921,36073,250000,3643963307,3833720865,15,14
31,4717,35771,250000,2925250508,3442122379,7,2
31,3914,34301,250000,1821603132,1982652581,0,7
31,3968,35715,250000,862492573,2447629644,13,1
31,3963,36356,250000,2236693363,3772385179,5,5
31,3908,35605,250000,1653489189,4158455797,14,13
31,4543,36139,250000,212902120,3425164777,7,1
31,4045,35932,250000,1647719315,4186500648,5,8
31,3905,36298,250000,706373704,1186996640,14,2
31,3960,36132,250000,1391329228,3835844052,6,5
31,4114,33305,250000,1605268024,2842023669,15,2
31,3906,33636,250000,3814938642,1896249227,12,7
31,3932,33393,250000,3375160105,3552333208,14,7
31,3905,34155,250000,2358464125,4240103970,4,9
31,3897,33527,250000,1288140151,4010395219,7,1
31,3963,34463,250000,625134388,3481213717,11,12
31,3912,36404,250000,2638120676,768387822,6,10
31,3919,36637,250000,770032679,2301242251,3,10
31,4078,36751,250000,3474424727,3564407055,11,10
31,3953,34049,250000,1889411812,3207267524,5,6
31,3914,34171,250000,2825408648,1079427631,12,6
31,4219,34157,250000,774866883,2112436154,14,11
31,3913,35990,250000,3795038600,254867876,2,6
31,3908,34375,250000,2289343344,3802981933,1,4
31,3916,34203,250000,3777568940,2029999786,4,5
31,3907,33754,250000,383479196,4230081021,12,15
31,4010,34321,250000,404737812,2629592415,10,4
31,3986,34081,250000,3972202841,1923965681,13,12
31,3923,38387,250000,1166944766,672596676,12,16
31,3920,34238,250000,1106358952,1234225882,12,1
31,4388,33530,250000,4246766830,245377518,4,15
31,4707,33931,250000,1444543631,2710005777,13,16
31,3908,36035,250000,4030745905,1263332226,15,11
31,3959,35863,250000,4162929922,2029417594,1,9
31,3902,36466,250000,3782174727,4216919812,4,15
31,3913,35091,250000,917292198,2962619828,5,12
31,4492,35756,250000,4175656189,3297229775,5,15
