runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.disp.integer
3,3268,22548,250000,3249282865,29
3,3269,22219,250000,390866804,20
3,3245,22434,250000,3001848736,25
3,3275,22330,250000,1271855352,18
3,3273,22360,250000,1536933584,14
3,3246,22274,250000,1526592510,29
3,3276,22318,250000,775217218,6
3,3321,22469,250000,3462225265,0
3,3250,22520,250000,1965123199,24
3,3303,22394,250000,2916000573,13
3,3339,22739,250000,3798908420,18
3,3254,23276,250000,722916634,0
3,3281,23322,250000,216178755,16
3,3301,22910,250000,3927838677,22
3,3261,23221,250000,2632786422,4
3,3466,22387,250000,1145102684,0
3,3277,23942,250000,2583344818,30
3,3249,22888,250000,2308226334,28
3,3273,22682,250000,2686100157,17
3,3273,22409,250000,1882439254,27
3,3245,22373,250000,491574759,26
3,3276,22158,250000,3584199011,11
3,3310,23041,250000,2691853562,22
3,3319,23947,250000,970420086,0
3,3489,23139,250000,3261422885,21
3,3423,23052,250000,2737256462,19
3,3663,27197,250000,3456174744,28
3,3267,22315,250000,4091218160,21
3,3308,23081,250000,1862546699,4
3,3251,22546,250000,1627327619,20
3,3278,22349,250000,1712128522,5
3,3290,22178,250000,674718674,19
3,3266,23287,250000,2347889225,9
3,3287,23557,250000,1725712470,3
3,3325,23836,250000,3757266807,6
3,3281,23262,250000,551417975,2
3,3347,23500,250000,1714562063,20
3,3280,23602,250000,2165112,20
3,3311,23881,250000,33247447,0
3,3324,22490,250000,2619857877,14
3,3307,22404,250000,462139426,19
3,3258,22713,250000,267271763,7
3,3268,22387,250000,2839828794,14
3,3467,23640,250000,1238819074,28
3,3475,23622,250000,2932883911,21
3,3271,23110,250000,3161934668,11
3,3453,22963,250000,4278904431,12
3,3306,23158,250000,2757249626,24
3,3333,22987,250000,1810836929,26
3,3385,23278,250000,2039843437,20
3,3408,23084,250000,4242041142,20
3,3387,23263,250000,1410221018,10
3,3358,22944,250000,545860581,1
3,3314,23420,250000,1955691362,16
3,3280,22960,250000,3491349869,8
3,3275,22791,250000,4120993717,22
3,3587,24869,250000,863198991,4
3,3445,24248,250000,63362123,20
3,3347,23764,250000,2306274744,5
3,3248,23601,250000,2059139823,11
3,3287,23761,250000,3711138308,19
3,3274,23215,250000,534551069,2
3,3265,23210,250000,2023301398,31
3,3277,23538,250000,200318687,23
3,3292,22503,250000,1816227092,15
3,3272,22525,250000,834393536,3
3,3290,22351,250000,3661500033,14
3,3307,22429,250000,933899441,3
3,3248,22357,250000,2972163302,28
3,3289,22383,250000,2786899036,6
3,3283,22426,250000,1620964734,15
3,3265,22474,250000,2693423969,18
3,3277,22512,250000,21596717,7
3,3293,22345,250000,2209831322,10
3,3248,22468,250000,3798718777,28
3,3268,22954,250000,2908495017,11
4,4351,34210,250000,3333839750,5
