elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
64062,100000,3340514251510039,5244932631112860,2009836196242402
64491,100000,1451079684185546,646402111272107,4355328862319097
63962,100000,7526781052842106,8066063390489478,1803939787945818
65196,100000,6421930383899851,2685372274164148,1722751130486188
63165,100000,4241554072973075,3273076760542415,1418671168337207
63582,100000,2021189235076697,5692302864555135,4369601288841653
62419,100000,5240747515017315,295198190737936,4822978619596896
67790,100000,3215118796603871,662081397370706,6060779653151834
63809,100000,8867397456029814,8536375334350413,2291465054758122
63686,100000,3251707654861766,1889284259839997,3632082330285136
65726,100000,3967370915949860,6763978243439006,4677087444232459
63033,100000,1945623718889483,4028296897899465,3635523744458583
65398,100000,4525716072101077,5966697591468090,4967243184917997
63463,100000,2786638784643592,8494890380316653,305199423995706
63726,100000,399070310276289,4949861889830960,5697716456558274
63109,100000,418918414566793,5452408706101774,1915473982523695
63114,100000,1315182669989988,4996883574403363,3894451639437345
65551,100000,8526982519680417,1127007416480904,2801062326861103
63739,100000,5912799707307787,288143847842185,3899951572887482
63590,100000,4053223246464707,4745418845577618,4134777698207497
64191,100000,5031121951160375,1150949049154793,1598110896940855
62936,100000,2541655376310192,864734735248691,5042172663425076
64321,100000,2952270389280142,1168053066422856,5383186910504849
63868,100000,3612448422257992,307453829710118,1838666028469040
63112,100000,3460381178809819,2035198127466671,3677580739157503
63441,100000,3364232566687716,2483454287290335,5830037928930061
63675,100000,5282175650551946,395219997032095,5517697612466734
65124,100000,4841432066721514,1480704067615727,2457076131228973
65252,100000,3676905241809945,5448836596235541,6686100217576826
64483,100000,2579948155975437,8050470703362446,4863356120438502
63261,100000,4535626343323759,6243273299373800,4119355339833216
65155,100000,7874016011910004,8659841206023360,7273500289714820
63510,100000,5024629257984207,8230302629733207,7643572125073271
65570,100000,2347742066899422,4205251801327313,1141121275872637
62703,100000,6091664659676594,1895229144312229,2574168516595330
64604,100000,8345315345540834,6690503027417545,8900066638865442
63316,100000,5391989817543543,8396481236408836,4956779871968713
64151,100000,405987181142366,4569058985554307,5888126763843108
65617,100000,5730191945115921,2812678352615076,8256714855790417
63437,100000,8069187816024275,3202515938319719,3908614911363647
65851,100000,6562820848069940,1183616145962841,8463304234281317
63743,100000,4866740115120040,284979791423497,6326473701357623
63138,100000,2568514472825905,6786296636425692,3261957633528075
63610,100000,8224296113642530,507749990592317,5258649357222570
63129,100000,830220876551238,6866858959145645,2333714650422355
66023,100000,1987863288212800,3461621503751483,8959570940960139
63958,100000,3958449802484569,1428513561569048,4395498292806759
68724,100000,1129619796445678,2311931783622640,3347771985422775
67800,100000,7324848507978494,7368404955384902,2465830236763975
68298,100000,3857365557287181,5878608415469172,8555161495855258
68787,100000,6303980042116132,1394743213736063,7946541380255128
71099,100000,5210191200207514,5017164779229078,8754351047586762
63367,100000,4259210702373180,2651536487218531,4494701549099508
76875,100000,8622267242019207,5649258300514898,8444575066554297
64242,100000,8115744179046103,1488341046526180,6379224367461018
64004,100000,7238924004655663,8317539693397259,973873258885763
64625,100000,1632447029024028,1165124925787073,8260780741250307
66449,100000,874905034891424,1647764123980420,2792201719964678
66310,100000,7514937201974132,5344772099635648,7192207494185169
65183,100000,8350181345580122,461087953424285,1539337448304301
64349,100000,5510056043896289,8027408526796994,6456294568735078
64973,100000,6943900437594557,3856168734763920,2369619321791716
63473,100000,8659231676219473,5991861044823803,942205169344175
71175,100000,7915981614110815,7215581113918561,2393837994590353
64801,100000,1090435976086318,6414764164169082,2353776866943046
64457,100000,5561394497705462,732040926662694,4854658810440819
63026,100000,1037927702427555,8598699370642229,5354506107673103
67297,100000,2544466691607164,5651171724686273,5562125585514307
63651,100000,973001292799075,7027149427037631,2268038930576632
64381,100000,592629317845090,2694691237499442,751748462292176
63962,100000,5225107337364384,8724301887454255,295330532015925
64098,100000,1081950205665316,3482251977226523,6470981584495456
63663,100000,4099979557269870,281998716233778,3466120716313606
63417,100000,3605195056044079,1451935243939653,7352390645498367
64269,100000,4402545184071859,2802213087674054,5892580901343239
63787,100000,1519510716849898,3028528788857134,3990315085201905
63732,100000,3743848617626680,6381859124984315,8498016035934031
69100,100000,2626470019936269,4358968319594773,4421872646773685
62909,100000,3294166714808273,1086239834089034,8374763403621465
64337,100000,8141632695285119,7863916738234223,7556836457824479
64387,100000,6706357326545781,322737807845164,7630624796635001
63482,100000,1935178703170950,7344154344421164,3621760847883560
64969,100000,7906354665702061,4426267167107210,5673836993302528
62915,100000,3425999784368152,401350399217890,5504885328801536
65601,100000,3527985131191928,851174942377311,2527357026784844
63648,100000,5135668460648294,8125784136278656,2123000426367899
64752,100000,7310207141096833,2512468487085046,7664150956359617
65329,100000,3864287105724961,5379075397025362,6625870485343350
64351,100000,1558633799667935,6065013287609216,5547020794169354
64270,100000,1802466701826080,4485175054534118,6246851879802993
64028,100000,1023080142471323,6998471775185397,6408158092869992
63864,100000,6046282408024536,1566530943046769,2146449012685894
64543,100000,66334559491400,5512776264748532,8701117085851474
64451,100000,1783524713161764,4229273076136216,6413897902228307
63295,100000,2557193979735521,7711950516556585,3457499575126636
71737,100000,3004232665790561,4490292147677832,5422232040504400
64604,100000,7043501802062142,6267930757971767,3593876719251041
65305,100000,1947176861389419,5303149873988021,4303177096956633
64823,100000,4313322712093276,2121626482732016,9000328892745092
63494,100000,1043668375718721,900680548479464,5142056119560464
65513,100000,6808233536635403,7025273031991289,5475085568316829
64111,100000,6999862460775529,3077166685814871,8416196585983267
63889,100000,8116053418031047,6270774120104232,4081835558076658
65590,100000,1374160890772661,7870747925743374,7428469197233429
63786,100000,4460262919873978,1456096845670040,8494251836577447
66038,100000,2796807612099957,2125604325173607,2866669528228624
63813,100000,3722127719951672,3136196224911667,7201020084773304
67804,100000,7452533623515769,1289080986635961,6361204987147750
71101,100000,2967586788617857,7903368883255346,6585232795963204
70248,100000,7892543856511507,8803355486937784,2644292209283542
65770,100000,165276003147902,5955124127266993,3312340911221641
75156,100000,4455430910841681,4026001791538259,5883693080342061
63935,100000,5761134112477359,1797620072221370,6025624108754169
75164,100000,8215453278474884,3415238049911267,6492522888061359
63646,100000,1782980496347930,6066730818687749,6642724958201291
69447,100000,5607465597078114,1660939368460799,8947537110835931
63067,100000,4611204626000675,5935797240365655,8837811274329191
66960,100000,6848038715762364,5448266794876544,6791284293675574
64088,100000,1043071612095680,110928780750466,5140009020114013
64973,100000,1249568777459549,3139414779463180,4132436975102359
64123,100000,7811567839313791,1345271695669136,6339736835352383
65053,100000,773033340413147,5254216449268452,4909831549632297
65342,100000,4303674961021452,4844577638041657,7065223149144476
64644,100000,1697489041902656,3008206635006247,175803905277479
66170,100000,4626136701954015,4671234949608562,2859642375097425
65300,100000,5185428000045872,4684920473362786,3988613249784058
