elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
21575,100000,5270898160812352,348559820849667,2573033004334851
21149,100000,5433307994576338,1522326831274769,6997563959758371
20640,100000,2139793144422049,7777784135354553,4443408526266692
20911,100000,4917659082158828,6335233148597294,2992304599841973
20768,100000,5139244864436653,5597368296637892,3281123893649521
22043,100000,672473642457900,5621560654575114,3695024928033161
20582,100000,3613721721549688,1926326001653749,3302907278608080
20718,100000,7279242098369728,6583150874193513,5970071832689072
20827,100000,7732847686338783,5376070157079473,3607497907298409
23457,100000,453932675726060,3345303107779336,4643722016484652
20714,100000,7100216883860010,4727510552111903,6878081615479130
20749,100000,8203174116348028,2464273670167800,6550481874283268
27613,100000,8291236308219569,312190219041156,7771820112443398
21352,100000,2772065146834332,2294453291677206,3781592133716322
20826,100000,7065512807851106,7267351079374570,8892296307752664
20670,100000,1533348222530708,1315447808832004,4588143077554893
20783,100000,2871131637126521,7702451321763649,6306418651657192
23892,100000,5569436289582718,5509030066550206,1296127154630803
27323,100000,7366422070320786,8495822702138161,1751499607217739
23530,100000,1674247463749369,8043122461861553,3109410268873052
20966,100000,2803910781155209,6047127820707112,6813362336984518
22067,100000,2956766492687112,5343858780516979,2356905606046382
20581,100000,8027685387792712,8215236039583388,4541395639155753
20827,100000,4834772489714524,632868022757890,8279653704415862
20770,100000,4538554925111480,7159300778466748,959273834046496
20744,100000,4035984193285310,3631202962118537,7537447305084418
20506,100000,4747933437788254,3022594431877319,4861725538780886
21924,100000,3536983474282753,5451619434347448,793559311192545
21040,100000,1015608311051494,7994064384753228,1950454360772113
24333,100000,6021259007364560,2106448478908931,5533934392582902
20619,100000,3210874012136637,4408504109131836,5508329252452277
20449,100000,6686423888098386,8234267598639368,5087563829698649
20895,100000,4691220774978416,7892374039686028,459521002254136
21040,100000,3500596641772267,5901022852868139,7518139053617416
26175,100000,1970976722084037,3638148142235670,710926069212166
22774,100000,4976041989736406,1756285409928956,260745045945106
20765,100000,6631732671779112,3579184248188919,474295789456544
20849,100000,1141707025487462,7176095402579325,5756789661026150
20405,100000,5807844424685854,8342777680070655,2769552998408221
23015,100000,4997062132392641,4391668250043579,7463604699243284
20588,100000,4472195498155193,8734174891670651,5754665704385922
21123,100000,2167919883806176,5763679343188212,7605023551984338
20600,100000,3724791753019169,2736766195439034,251624816987018
20995,100000,810681147187359,362171108325543,872941815048156
21965,100000,5004419600569151,6233111139997784,8686075307783439
20844,100000,185713819248534,5842545392183835,321580180629304
20700,100000,7737470121773245,4933198038834842,8418593443076051
20852,100000,88548743416714,6375456747363715,7191139986757233
21063,100000,5259783163476378,1186272562994334,4857116398891404
23278,100000,8129000070637319,4612022246499823,8356468804560671
20803,100000,8951487363814536,5218644151002378,8651863998514584
