elapsed.ps,repeats.n,param.a.float,param.b.float
19208,100000,-1.0339032304404324e+308,-2.8027107870631487e+307
20328,100000,-6.237200969832544e+307,3.2095993402675646e+307
19068,100000,2.893041551857757e+307,1.7839010196276378e+308
20858,100000,3.152779204552694e+307,6.602091638761406e+307
18989,100000,1.4211574838851638e+308,1.6573982082984957e+307
19239,100000,1.3332896670049793e+308,1.5649460861182948e+308
19169,100000,1.7771094599693114e+307,-6.253718928527549e+307
20378,100000,9.874447079443826e+307,3.859615486253631e+307
19011,100000,2.4872674158396275e+307,8.261162693345635e+307
20673,100000,-7.217322355653766e+307,-1.6802565077781796e+307
19100,100000,1.7835830964081943e+308,5.37233634819385e+307
18961,100000,7.2240836673112e+307,1.1861034960406605e+308
19001,100000,1.8014342602091464e+307,3.153805669688778e+307
22673,100000,-1.6563803501560488e+308,-1.1635519670082344e+308
18971,100000,-4.4750892983727206e+307,1.4101661277589442e+308
19165,100000,-3.943181525369312e+307,-8.399732479499137e+307
18840,100000,-3.9988609725167466e+307,-3.7145982848259254e+307
19146,100000,1.6906173186316637e+308,-2.0994722152648642e+307
19024,100000,-1.6563561344448716e+306,-1.2078417165297328e+308
22822,100000,-1.2428822592223703e+308,1.2890397608077116e+308
19414,100000,-2.2054414654991286e+307,5.508906220034189e+307
20985,100000,4.770326241219244e+306,5.874623110957045e+307
19175,100000,4.2890127047805313e+307,1.243648128715312e+308
19731,100000,-6.307288474423461e+307,-8.65459759457095e+307
18996,100000,1.4403632973788216e+308,1.7271349654111015e+308
25386,100000,-1.038140400012186e+308,-5.4408873456786535e+306
29762,100000,-8.74023558462955e+307,9.72282411360437e+307
27893,100000,-7.813736209709108e+307,-7.759099077770952e+307
19175,100000,7.488402815900261e+305,1.4997367142678526e+308
21344,100000,-1.469210807972451e+308,-9.9648115725125e+307
20702,100000,1.1244834612898339e+308,1.0432476196806138e+308
19261,100000,1.3013988252856166e+307,-9.679299302588791e+307
19110,100000,-1.5060031400149012e+307,6.256573254068792e+307
19141,100000,-1.4395480127810087e+308,2.2809807058968455e+307
19287,100000,-1.1231053175900064e+308,5.417679374163673e+307
19210,100000,9.915733341044606e+307,1.5155613195705463e+308
20347,100000,1.2676217231005123e+308,-9.320980910297095e+307
19336,100000,-2.521377208859678e+307,-1.5989702447525115e+308
19215,100000,1.532384776689907e+308,1.0804420767480522e+308
21750,100000,-1.7443665505757126e+308,-9.185379676060036e+307
19102,100000,-1.4383689778591518e+308,9.640257309732314e+307
18725,100000,-1.1295140666667558e+308,-6.917786872350227e+307
21705,100000,-7.600514935022645e+307,-1.1552362114373237e+308
19565,100000,-1.370343523638571e+308,-3.158427648199907e+307
19219,100000,-7.264882604194333e+307,6.406787651225792e+307
18961,100000,-1.4103713579180798e+308,1.6773214371659533e+308
19268,100000,-9.095700411997772e+307,-1.3634357943589319e+308
19074,100000,1.0663418584668531e+308,5.448436276234696e+307
19020,100000,-9.577642754986361e+307,-1.4210576267477473e+308
20694,100000,6.380161372650153e+307,-1.1920733760777444e+308
19028,100000,1.5662291599746168e+308,-2.960327013979139e+307
19217,100000,-9.248630201800207e+307,-5.481876840737712e+307
19131,100000,1.7599315249965052e+308,1.4653373944436254e+308
19128,100000,-9.515381075814872e+307,1.445060161631656e+308
25730,100000,1.7284836066282834e+308,1.4907927709271374e+308
19321,100000,-7.607254344247389e+307,3.8952280791212765e+307
19033,100000,8.550232844632943e+306,-9.542736608895909e+307
19941,100000,-1.0931437695270828e+308,-4.595654527168966e+307
18881,100000,1.5415917871431668e+308,1.7266275932060533e+308
20639,100000,-1.5677076433235685e+307,3.7595621439619216e+307
20485,100000,-3.3444268637119754e+307,-1.3391579278022531e+308
19268,100000,-9.7833396081424e+306,-3.159064376250819e+307
22349,100000,1.5126479090429919e+308,1.2487504384209668e+308
18886,100000,1.1657360470931768e+308,5.74859242085242e+307
19195,100000,8.992182703430288e+307,5.321057933148967e+306
19325,100000,1.4961690583898409e+308,3.272963579443435e+307
20497,100000,1.2762845715928287e+308,5.963052505741215e+307
19071,100000,9.547302285050105e+307,-2.3974347034111517e+307
22290,100000,-6.258690721321068e+307,7.081686681819884e+307
21666,100000,-6.124094573953782e+306,1.5991299377065175e+308
