elapsed.ps,repeats.n,param.a.vector3,param.b.vector3,param.axis.vector3
47917,100000,-7.405677174942847e+37; -2.015972130795918e+38; -3.2263867852431227e+38,-1.6230741712840763e+38; 8.810805496886308e+37; -6.543377629486958e+37,-2.6435538967617408e+38; -3.3610374432957494e+38; -1.8105086847976783e+38
48372,100000,-2.526715453647137e+38; -2.6644082703162154e+38; -4.640472326327796e+37,7.313331871077661e+37; 1.4831120572164934e+38; 3.106731521082764e+38,2.1467944840358556e+38; 3.180749335393946e+38; -2.7702510107123915e+38
48121,100000,-9.219257732087047e+37; -3.12127258899991e+38; 1.333427265869256e+38,-2.8394740633932705e+38; -4.272370423852803e+37; -1.9913182534503914e+38,-2.6872708052455476e+38; 8.970856019309684e+37; 2.6148709187484486e+38
47437,100000,-2.3072415275669827e+38; 5.246836765019287e+37; 4.0266528344563636e+36,1.1637643010624216e+38; -6.829271883476911e+37; 2.5662917082103584e+38,3.2387367444507862e+38; -1.6454907974382722e+38; -2.3930502037885978e+36
48056,100000,-1.0781875415181182e+38; 1.9136581240225854e+38; -1.1208333359507562e+38,-1.7478963539379534e+37; -1.4300849142523223e+38; -1.964733085062405e+38,7.7222997865425725e+37; -1.9755040586824242e+38; -3.1870466432807e+36
48243,100000,2.165208478066819e+38; -2.7787037049147133e+38; 3.1984424925875956e+38,3.0751660070166007e+38; -6.514591819656975e+37; 8.971172424899501e+37,1.7818887850782535e+38; 3.1868285820244486e+38; -1.861218562464632e+38
48047,100000,2.056200262003801e+38; -5.504709856021315e+37; -3.2751895079350452e+38,-1.6380664214028555e+38; -1.5322645500620308e+38; -2.8932455707898956e+38,-1.5493406149434892e+38; 1.3745648856767784e+37; 6.471716833995816e+37
47997,100000,3.238009049623725e+36; 3.1810186857934826e+38; -1.3123726035199452e+38,2.9685063418676136e+37; -2.0748708285162503e+38; -2.6539932529847403e+38,8.946318360171186e+37; 3.3317113100739255e+38; -2.4109963967185588e+38
48468,100000,1.1097670504469078e+38; 3.3016166763522192e+38; -2.7104982207236495e+38,2.7878149689568657e+38; 9.261298096593016e+37; -3.072207006279524e+37,-2.787078311840061e+38; 3.3759135766195477e+38; 2.873679485187421e+37
47805,100000,2.8207503569676594e+38; 2.165086783609197e+38; -1.867305237527652e+37,9.605537237109073e+37; 5.766748953955933e+37; 1.3835651795853868e+38,-2.336102787960691e+38; 2.0423343955023604e+38; 1.7818236785434258e+38
47943,100000,-3.6372858396324215e+37; 9.951011576369993e+37; 1.4104372426572169e+38,3.0403325911150973e+38; 2.0992492707393595e+38; -1.4424686436719759e+38,1.8277166867536084e+38; -4.2252460198495586e+37; -6.589594142130319e+37
47909,100000,4.82872908872673e+37; 2.7613437877108518e+38; 3.504757025860481e+37,1.6061222347493923e+38; -2.858616398753101e+38; -2.5496501939546582e+38,2.0147902747883134e+38; -2.994713192610468e+38; 1.0517028724697179e+38
48038,100000,3.2480909917599904e+38; 2.7031166405724965e+38; -3.011509258827348e+38,-2.0495009821117147e+38; -7.115125572647656e+37; -5.02312837887413e+37,3.9881507363057517e+37; 2.6780043807699273e+38; 3.302331225642556e+38
48371,100000,-3.087170861024858e+37; -4.869116943910242e+37; 3.267494767379612e+38,2.0493900373311827e+38; 3.2944685467356042e+38; -3.350649249450975e+37,-1.3432079001343528e+37; 9.278826154972491e+37; 5.691997626301434e+37
47873,100000,-1.2832378348327317e+38; -2.1610422683101328e+38; -3.3951299427744314e+38,-3.1840387365834663e+38; -3.509823128101763e+36; -2.0549472147384873e+38,-6.366165653237692e+37; 3.0797522654761785e+38; -3.0274644163420605e+38
48293,100000,-1.1318989115702685e+38; -1.5821991326218851e+38; -1.845305186713703e+38,8.954231542278051e+37; 7.716626543046311e+35; -2.61333513469326e+38,-3.1989183179168973e+37; -2.2635840465433145e+38; 2.3249979658785955e+38
42616,100000,-3.2579291773623376e+38; -2.656790805741372e+38; 2.372934021208154e+38,2.5969627680130004e+38; 1.908324458769113e+38; 1.3661666243912303e+38,-1.5063461658897645e+38; 1.1429625603608684e+38; -3.216546774223911e+38
48168,100000,2.605068835835196e+38; 1.2245020048615169e+38; 1.4161396421172836e+37,3.456089954459289e+36; 2.8324658824029207e+38; 1.3422176621914785e+38,-2.167920033406731e+38; 8.561968726422948e+37; 5.10010671510311e+37
48051,100000,-1.1774118274244787e+38; -2.687928563788994e+38; -5.377518865396815e+37,3.031460862330364e+38; -3.3375086312109372e+38; 2.26171542814653e+38,-1.3716292604167698e+37; -1.1888544530385228e+38; -3.0739644770716804e+38
48157,100000,3.29121159740145e+38; 2.502164813766493e+38; -2.3709023322381562e+38,2.873774254746294e+38; -3.033932273940569e+38; -1.433343587591293e+38,2.9185799229776248e+38; 2.7418177091613203e+38; -3.2588554750089364e+38
48392,100000,-1.3700404632134798e+38; -1.2690401481101756e+38; -1.0533387502163004e+38,-1.0140261669779265e+38; 1.5016160037340488e+38; -1.6606981425108982e+38,2.2801628881533394e+38; -8.504266285221039e+37; -1.5501513028553472e+38
48392,100000,-1.2750293408420379e+37; 1.6565308172216839e+38; -1.865133067518137e+38,2.9495146541051143e+38; 1.2179531190366418e+38; 1.580843253539881e+38,-3.400815507834527e+38; -9.729423209088658e+37; 3.1794287477046523e+38
46407,100000,2.8623812196237307e+38; 1.8800169081575846e+38; 2.2759325352762817e+37,-1.1042142337576681e+38; 3.11624072600134e+38; 1.7063721006973614e+38,2.867953608838238e+38; -9.046973240485928e+36; 1.3265861105219922e+38
47029,100000,-2.178385300407999e+37; 1.5791783719475653e+38; 1.4176205622544942e+38,-1.092904711456648e+37; 1.8670142610088756e+38; 9.353052675278495e+37,2.031683493747195e+38; 2.0795755362479134e+38; 2.6567496324498765e+38
46265,100000,-6.352960790465235e+37; 2.5052639025714009e+36; 1.085928525967448e+38,-5.912316314741581e+37; -4.4818699679501215e+37; 6.938001824880167e+37,-3.2007861250172975e+38; -9.169085135450494e+37; 1.2510660795435155e+38
43577,100000,2.142021018935636e+38; -1.058879701695922e+38; 2.6310389908579756e+37,-9.38334749638299e+37; 5.969609558329736e+37; 8.837408919442938e+37,3.3819066230092347e+38; -2.7129907260398422e+38; -2.0078332054701648e+38
47702,100000,1.5818888117549492e+38; -1.4035262144088686e+38; -4.27196325448001e+37,-1.2378417456578386e+38; -2.3909506828349818e+38; -7.075395881655783e+37,-2.8208333120229384e+38; -1.6008225425320061e+38; -1.7615313305590683e+38
45145,100000,-2.8320831533336998e+38; -1.1092260171707304e+38; -1.920359229331536e+38,2.1404136379745468e+38; -1.885951744031709e+38; -8.295103936183381e+37,1.6938292557743671e+38; 1.7364880309491515e+38; -1.5253538260498266e+38
40661,100000,-2.9832232075699992e+38; 2.1099176153667842e+38; 3.029638082179284e+38,-1.6128675557112787e+38; 1.4371136818884197e+38; -5.893326908750162e+37,-2.1522805715974993e+37; -9.528452925289915e+37; 6.965652833892825e+37
45448,100000,-9.473268291710179e+36; -2.7859129352902593e+37; 1.7700074762974944e+37,-3.1315192623316746e+38; -2.6660184908146493e+38; -4.846768770888458e+37,1.1764378661153113e+38; -1.7914868269508935e+38; 2.8650589033396048e+38
47330,100000,1.956357869664769e+38; 3.2953928668472667e+37; -2.553976837571309e+38,3.195316770443577e+38; 2.9884552579513572e+38; 1.2169393027926033e+38,-4.5798030756611135e+37; -7.118968582207308e+37; 1.4903657567750953e+38
48007,100000,1.0062671311840496e+38; 1.0363143040672833e+38; 3.6203794371072976e+37,1.1410066261907403e+38; -1.36468760572992e+37; -2.2006221737070828e+38,-2.340845829446505e+38; -4.798689825983242e+37; 2.601131614482935e+38
47860,100000,-8.309672283941444e+37; -3.065652745616104e+38; -3.3633474069255093e+38,-1.0152391184547549e+37; 2.1312682994842602e+38; 2.0067809033539033e+37,-1.9165191607212765e+38; -2.5903646973448365e+38; 7.521537904502507e+37
49259,100000,-9.517939538271862e+37; 3.2239087818497966e+37; 3.1034804536473945e+38,-2.0845431040080398e+38; 2.568438804091001e+38; 8.981590484592417e+37,-2.657496836419675e+38; -2.648771749456376e+38; -9.029939692605602e+37
46880,100000,2.541606798778138e+38; -1.5492161823605708e+38; -2.4629822407736784e+38,-7.142018019541138e+37; 3.2791175007909364e+37; -4.345938779967168e+37,-1.338493507552104e+38; -1.3835032168240477e+38; -3.264702285225381e+38
40878,100000,-2.9850782367523492e+38; -5.377471708794487e+37; 1.7074789117894326e+38,-3.214451601311854e+38; -3.2118889188584325e+38; -1.397819048582545e+38,6.724936633174526e+37; -3.382274748743541e+38; 1.082268159506277e+38
48182,100000,1.4513834725771169e+38; -2.3219150396188405e+38; 1.4863627190036706e+38,1.2850207093429167e+37; -1.1561167171093167e+38; 9.575167371089045e+37,3.297606032677193e+38; 2.189720581369216e+38; 2.2218947705475847e+38
48123,100000,-3.326732181340325e+38; -1.8991939264378373e+38; 8.57164242168341e+37,-1.759201490167897e+38; 2.3338287241959294e+38; 2.4644448053301977e+38,-5.750699990296803e+37; -6.119975737227608e+37; 1.7121276400705896e+38
47946,100000,-3.2095290605010476e+38; 1.4846408438403686e+38; 2.1617955570028124e+38,-6.075738787761564e+37; -3.2471643391712235e+37; 1.310238386969401e+38,-1.7757736385827525e+38; -7.259213331652718e+37; -1.928252129028797e+38
47899,100000,-1.5284838074998621e+38; 2.901440475566155e+38; -4.1830542978619223e+37,-1.3542601400695507e+38; -3.693976632272818e+36; -2.0431568472117885e+38,-2.060789562824819e+38; 3.2410276426155187e+38; -2.6608053030742227e+38
48003,100000,5.236256446049542e+37; 2.6862775756472568e+38; -6.203956068312008e+37,7.69406870061525e+37; 2.48453067838479e+38; 3.2645874867870244e+38,1.042938640455884e+38; 4.0734088591951816e+37; 2.4918029363481793e+38
48133,100000,-1.0130383122181807e+38; 5.8127372894912525e+37; -2.06906985654551e+38,-1.2291305014390942e+37; -2.2379724338163034e+38; 7.770396478556192e+37,2.9841900700358053e+38; -8.387510594337618e+37; -1.6702914180172814e+37
47995,100000,-1.5856938932086423e+38; 8.307257663078129e+37; -2.7223676896478025e+38,-1.6782743716131826e+38; -2.8167222704203742e+38; -1.2231958176830417e+38,-2.6881033981597775e+38; 1.61216436457032e+38; 6.937809649049172e+37
42974,100000,3.1393602390603503e+38; 2.0755156063175504e+38; -3.758054151725805e+37,1.5930136120105042e+38; 4.313468163372442e+37; 5.776755280733894e+37,5.302512423059021e+36; 1.847181474396619e+36; -9.737663952110621e+37
43152,100000,1.2934466561175738e+37; -2.337958679145449e+37; 5.6764795547136805e+37,6.182946534324065e+37; -1.3709630086143019e+38; 2.6927539518577988e+38,1.8002021783575827e+38; -1.9227959580213186e+38; 3.0958305372171852e+38
46604,100000,2.7449288279704244e+38; -7.423876581080204e+37; -1.2179841511233354e+38,2.8525497272165526e+38; -1.1199721448389852e+38; 2.4703978953729655e+38,1.419802036819415e+38; -1.220592976058605e+38; 1.7114658250452225e+38
45092,100000,1.4747705106187995e+38; -1.4920513771312308e+37; 2.3661396168150267e+38,-1.8973232798000925e+38; 1.1287873871129723e+38; 2.159011593460615e+38,-1.221120115884204e+38; 1.4997383596649908e+38; -2.1398063826310134e+38
46446,100000,1.462198560438024e+38; 1.053625239251952e+38; -2.232399436129508e+38,-2.4075668440786773e+38; -3.109493376798493e+38; 1.5886873740420453e+38,-1.568778972071485e+38; 2.0641195288335467e+38; 1.0710358624798226e+38
45918,100000,-3.298166232830446e+38; 2.696165858801325e+38; -1.981428956175843e+38,-2.3718525631280873e+38; 3.2558285281996874e+38; -1.054857902695614e+38,-3.3260622533511164e+38; -2.1663909425467117e+38; 1.3672404765676957e+38
43721,100000,-2.219979705432808e+38; 1.0688617909944072e+38; -1.542296331264045e+38,-1.6397697381613702e+38; -2.474187866431504e+38; 3.856293777351932e+37,2.2850414161353057e+38; -2.437014468934027e+38; 1.3493093052973473e+38
40409,100000,1.150731027475211e+38; 3.04175763321385e+38; -1.89092215132918e+38,1.8312784807041057e+38; 5.406006016745384e+37; -3.0714139640640212e+38,-2.1215939957515104e+38; -1.9594158485607117e+38; 1.9662400680959563e+38
44978,100000,-2.5214145951911986e+37; -1.3880129091873716e+38; -1.7514922983956209e+37,-3.311096877425062e+38; -1.1109910938664882e+38; -1.918749008833102e+38,-4.1872091494692304e+37; 2.7810540305395845e+38; 4.254769348798754e+37
46267,100000,2.1628975003165788e+38; -3.2790634481693427e+38; 1.0853336428937728e+38,1.9009191481987239e+37; 2.0355237651815502e+38; 1.6930417912215054e+38,-2.8706740884383758e+38; 3.5471794602573586e+37; -3.136597977696429e+38
39883,100000,2.8701226097212525e+38; -8.82475370997074e+37; -9.052067801483186e+37,2.0095768842237907e+38; -9.514977292349248e+37; -2.4728683942747383e+37,1.6484513193560692e+38; -2.799752181129095e+38; 3.448037267403869e+37
48400,100000,2.6342661757560366e+38; 2.0648584170154077e+38; 1.98106732081261e+38,1.4491573767110681e+38; -2.647655202807695e+38; -3.0876895836504715e+38,-7.898850049178519e+37; 2.302905959690106e+38; -9.213465075904244e+37
47778,100000,-2.9600809782122327e+38; 1.7211790710044112e+38; -2.329138822623277e+38,1.567029411419074e+38; -1.138799697201767e+38; -9.722648884281038e+37,-3.1204882682205366e+38; -1.0538714677045403e+38; -6.495857972026562e+37
43191,100000,-2.4273022370953185e+38; -2.3770527701263676e+38; 1.0846618894876999e+38,-2.146341780653502e+38; -2.312059005496042e+38; -2.3064241464599555e+38,3.002977666051668e+38; -1.4477164129207767e+38; 2.3478325110826747e+38
44324,100000,1.5453868634274014e+38; -2.285126805079737e+38; 5.381239673438605e+37,-6.478944977718317e+37; -2.9957423220737572e+38; 2.2029988664644387e+38,4.060058279986228e+36; 3.3236636555913886e+38; -1.3846543449811029e+38
44189,100000,-1.7552965178469058e+38; -2.4512478526974857e+38; -3.3611161390450116e+38,1.5148722824148515e+38; 7.779020559119665e+37; 2.8715630664513038e+38,-1.5605616552326135e+38; -6.44047076788091e+37; 1.6362159557626664e+38
44922,100000,-9.668153092037466e+37; 2.8396476808194777e+38; -1.6796961685263986e+38,9.385593773246594e+37; -1.5063623918174474e+38; -1.1661358725113526e+37,1.9643349413618853e+38; 1.409866090002778e+38; 2.33174389531277e+38
47484,100000,1.568912835974869e+38; 8.358617287736736e+37; 1.5262797180482333e+38,3.2570781274553684e+38; 2.75443499052756e+38; 1.6502511803842973e+38,1.0696653800629039e+38; -2.9640417271596338e+38; -2.4144210815801354e+38
46214,100000,1.6569883883823423e+38; -2.2937703567564293e+38; 9.162145509004604e+37,6.992142167895434e+37; 1.6002581844847845e+38; 1.5759859206759505e+38,9.056515733909266e+37; 1.0004899910445935e+38; 1.5076615815646093e+38
48211,100000,8.81498265914418e+37; -1.3578706118030967e+38; 2.399487954685351e+38,2.1454150773587112e+38; -6.186371219185642e+37; 9.579676150743937e+37,2.634902434945303e+38; 3.359074511694308e+38; -1.6827046583429083e+38
46891,100000,-2.3227610189234088e+38; -1.010991005792788e+38; 2.1523248886624833e+38,-2.937554928458225e+38; 8.704085542274774e+37; 9.324662372435784e+37,-9.352872161833023e+37; -2.1996816783737614e+38; -2.8966984482008212e+38
47902,100000,-1.1689746492655037e+38; 2.769882276505797e+38; -2.7194723756768812e+38,-3.261429515611736e+38; -3.1088362267273348e+38; 4.798226879984039e+37,2.464635662804568e+38; -2.9952610204938625e+38; -2.160416758797956e+38
48162,100000,2.5136493225563686e+38; 1.550038938306143e+38; 2.4244900810037722e+38,-9.536176466866985e+37; -2.652986231347919e+38; -6.716208605261835e+37,3.3495732169154774e+38; 6.362857085171097e+37; 1.6245035741008937e+38
47932,100000,1.06173424802354e+38; 2.9830589200522097e+38; -2.2959553807430307e+38,-3.244994476285801e+38; 2.8918803617994738e+38; 2.447865963720173e+38,-3.2640475690433752e+38; -4.410903337927665e+37; 5.745479805125063e+37
48009,100000,-2.2504418564165324e+38; -3.254648091960755e+38; 7.144230830428896e+37,1.6078288220464555e+37; -1.150841566607551e+38; 1.2634482877824488e+38,3.2314125635188116e+38; -7.849130764396607e+37; 1.8799835182407746e+36
48013,100000,-1.142299325566829e+38; 2.5811558749124905e+38; 4.497202455490002e+37,1.300062778130285e+37; 8.723252419350225e+37; 1.5960855857690732e+38,-1.1066931498594264e+38; -3.1644323396919044e+38; 2.5474538118186788e+38
48064,100000,-2.8664790776600525e+38; 2.4372888899359645e+38; -5.431458919617247e+37,2.585968890711437e+38; 1.288531974740489e+37; -4.0259145547467907e+37,1.2954679249996377e+38; 5.743606724598166e+37; 8.309177393147115e+37
48007,100000,8.91973623414464e+37; 2.3079252475947218e+38; 4.346818529483727e+37,-1.1654561582595102e+38; -1.9166345929849333e+37; 1.014522578952976e+38,2.5366440987963166e+38; -2.5027075710474866e+38; 3.008560196470977e+38
48075,100000,1.5557787588119284e+38; -3.3088457327831527e+38; 2.1856732265328073e+38,3.2414884589617136e+38; -7.274537199168517e+37; -2.6373758747964685e+38,1.925143038460653e+38; -1.2887123614209014e+38; -1.4321855634149725e+38
47998,100000,-2.2060682035097593e+38; -1.2586047469570488e+38; -6.606692213426197e+37,3.0095414594476016e+38; 9.790121362189026e+37; -1.0616029194213563e+38,6.483971972938582e+37; -2.854028314876659e+38; 1.9343084565364473e+38
48359,100000,5.99273556175982e+37; -2.7318545839158145e+38; -3.014175178745652e+38,-7.872190849995479e+37; 1.1654933764811329e+38; -8.627620858069008e+37,2.785516160652388e+38; -2.991081424346838e+38; 6.378812749746049e+37
47937,100000,2.0070711953413556e+38; -3.067679566807797e+38; 2.251527725920688e+37,-2.6581665615847876e+38; 3.326559375210502e+38; 1.6028623444658453e+38,-3.7203499128629765e+37; 5.200167954641765e+37; 1.3045641800586834e+38
48117,100000,9.89445306306973e+37; -2.8606250291586805e+36; -2.5708787779663202e+38,2.6103978361344593e+38; 7.040929475956058e+37; -6.336457500830984e+37,2.458165675553051e+37; -2.5964181853151424e+38; 2.8427746199080727e+38
47863,100000,-1.1674014441645964e+38; -3.2977646411202937e+38; 2.350204944534014e+38,-6.433129549724869e+37; 2.887110141884791e+38; 2.1528157229748916e+38,1.6843569648412697e+38; -9.1624578581125e+37; 2.6123922054707864e+38
48055,100000,-5.02185109412934e+37; -2.800203667566872e+38; -1.2394691047923876e+38,2.5305284959465995e+35; -1.2723093683021402e+38; -8.316670729375184e+37,5.552288332469561e+37; 4.0173593709934404e+36; -1.8620775732173708e+37
48155,100000,-2.0769117713356298e+37; 3.105732409585688e+38; -2.7898146117196897e+38,-2.7242117663289665e+38; -3.070528839708918e+38; -3.0669593384427712e+38,-2.288186000920256e+38; -3.084170585584238e+38; 3.0297297586706923e+38
47805,100000,5.499758412776823e+37; -1.3370856040894666e+38; 8.400734725399199e+37,1.9303754944902032e+38; 2.8547818063934345e+38; -2.082705923346141e+38,-6.338111531334162e+37; 2.8789275586723657e+37; 1.1636534576939376e+38
48116,100000,2.5374420087901242e+38; -1.1422594706319578e+38; 2.007040163254662e+38,-3.1375110917767854e+38; 1.6833947673296725e+38; -1.692572861911469e+38,-9.478693075688796e+37; -1.1985004628098755e+38; 1.72304951481806e+38
47853,100000,-2.5546950376953745e+38; -6.974950797515379e+36; -1.707614398285585e+38,-1.2249560266004946e+38; 3.047118071247999e+38; 8.271872971283598e+37,2.8763919025297412e+38; 2.01032915879599e+38; 2.584007987350956e+38
47845,100000,-1.104296478928611e+38; 2.822359766169709e+38; -1.3661690582803828e+38,-2.828473087248346e+38; 3.8269304259084853e+37; 3.3451682831977563e+38,9.14873782213611e+37; 1.1017814601377581e+38; -4.2778502238674695e+37
48289,100000,-1.7076886319047344e+38; -2.4442749630998463e+38; -2.4926029252889714e+37,-2.0471561327374366e+38; 3.0928729562487807e+38; -1.4806468317412175e+38,-1.5028459290524143e+38; -1.1986235770361697e+38; 3.6114351480022073e+37
47479,100000,-4.0501692742713175e+37; 3.317367792826319e+38; 1.5805397272801624e+38,-9.604219894605316e+37; -1.0358879678174146e+38; -1.730954178312891e+38,-2.1179167948903684e+38; -1.1250960899771557e+38; 5.0664693528959335e+37
48170,100000,3.232752622321325e+38; 3.405181803561953e+37; 1.3601667833943261e+37,-3.181153462405299e+37; 8.88719006557414e+37; 3.3465697977013686e+38,-1.818765856571421e+38; -3.3419032208997604e+38; -2.8491400513380827e+38
48109,100000,4.777152949345605e+37; -3.329264845827533e+38; 1.7847548923793455e+38,-2.088564903008348e+38; 3.111775147878904e+38; -2.314086283041951e+37,3.3016345248726704e+38; 2.1046101144217006e+38; -1.724482061408366e+38
48171,100000,8.555105159013072e+37; 2.921841131617796e+38; 1.0453538697914868e+38,-3.287340091056305e+38; 2.1839853244055915e+38; -3.3175584474765934e+38,-2.6935400980540363e+38; 1.9587578618401572e+37; -1.2430787652295495e+38
47718,100000,-1.5831361799455738e+38; -2.5097879574160254e+38; 1.1813505699574598e+38,-5.805316969937757e+37; -1.228557269837671e+38; 2.97613977884002e+38,3.384118419776513e+38; -8.016963647384904e+37; -2.3786838815066932e+38
47985,100000,2.3006978137565565e+38; 5.861124527022444e+37; 3.0349251485966917e+37,-1.4443715393409905e+38; 9.064306207438029e+37; -2.1909336722876104e+38,8.222194251320894e+37; -1.5056260389367868e+38; -2.4878661206441105e+38
47921,100000,2.8020818186961703e+38; -1.4360164035288622e+38; 2.065627323163482e+38,-2.6781844885672077e+38; -6.66180661916268e+37; -2.783628375378528e+37,-2.2565253623530517e+38; -1.284816820420376e+38; 9.281721468943413e+37
47841,100000,-1.345618920869963e+38; -1.746910147123988e+38; 4.254110170486635e+37,-2.818126218813139e+38; 7.552373251822939e+37; -3.3458509891050152e+38,1.030408472038892e+38; 3.091251986073257e+38; -2.106456016519729e+38
47841,100000,1.900602945433003e+38; 1.0958701518587738e+38; 1.903625430112139e+38,-2.1869187693065676e+38; 2.2010367461593814e+38; 2.4546447506579053e+38,-2.7636569965261483e+38; 1.7316431717671272e+38; -2.0588130420089433e+38
48738,100000,-7.105572050664096e+36; 3.3970356779807906e+38; -1.7255176812427284e+38,-9.919093148376726e+37; 2.0483554316173005e+38; -3.252376056436954e+38,2.9127582629490886e+38; -2.487157453252559e+38; 2.9340921126665936e+38
48052,100000,-2.3923254245579173e+38; -1.0219903593449444e+38; -2.746027120450462e+38,1.0556546971568934e+38; 1.0398983072562966e+38; 1.096521217207051e+38,-9.807552065002404e+37; 2.3545013673603554e+38; 6.701692991768741e+37
48219,100000,-2.1423070009110476e+38; -1.5459968568962312e+38; 2.4814720910165593e+38,-4.627949459578262e+37; 6.305908896076324e+36; -2.3528312630475667e+37,-2.4056337276193533e+38; -1.0636045904251407e+38; 3.2285357065406296e+38
48040,100000,-2.3860721548530154e+38; -1.46900787240221e+38; 1.4628910019018927e+38,-1.5238349778066572e+38; 2.630364651444678e+38; 1.4032524018792193e+38,1.5432318574070134e+38; -3.3608271147081595e+38; 1.6357926618742382e+38
47960,100000,3.426741244380275e+37; 5.662152567629901e+37; 7.266298991447754e+37,-3.172144725943693e+38; 2.4351486900745872e+38; -1.8668653881223848e+38,5.750829797718267e+37; 1.3793713096926037e+37; -1.9025829142585114e+38
48305,100000,-1.3162271740530712e+38; 3.2851613546166806e+38; 3.210380921704401e+38,1.3483492374387585e+38; -3.1159983512065762e+38; -3.163813117726705e+38,1.66489591676753e+37; -6.909720032928835e+37; -2.8803479865229335e+38
48071,100000,1.766440180743392e+37; -2.93949260845971e+37; -3.6870013214625323e+37,1.6373164793077605e+38; -2.6919975193916306e+37; -1.760208714628814e+38,-4.383415602312316e+37; -2.282448512891575e+38; 4.642432114155749e+37
47905,100000,2.694848719121664e+38; -1.7998802965171727e+38; -5.724208628053234e+37,1.702010571336192e+38; 2.76281203134206e+38; -1.7954694809006666e+38,1.1364310159962045e+38; -2.2544630469445524e+38; 7.661679213658938e+37
48039,100000,-3.0127578439625487e+38; 2.757362350705655e+38; 1.1241132551137868e+37,-2.2461170382167457e+38; 7.629330291521834e+37; -2.8165228943339703e+38,-1.3102176989116052e+38; 2.3296397981404873e+38; -2.243491683117649e+38
48184,100000,9.323569150558147e+37; 2.513974855230507e+38; -5.7207915490952585e+37,-1.399628619814371e+37; -1.3154509155315154e+37; 2.0741331572789655e+38,-1.6867256460468322e+38; 9.827628608148579e+37; -1.0102949134951908e+38
48205,100000,-2.7255798148567328e+38; -3.068513782314795e+38; 7.550024041730596e+37,1.4571399246587773e+38; -6.776701906025206e+37; -2.662594617249457e+38,-2.7786621259750258e+38; -2.9986711020205245e+38; 1.734573777130759e+38
47889,100000,-2.0020563695668527e+38; 2.529921088484994e+38; -2.3190673893104878e+38,-3.0960936000697446e+38; -2.3107773600331872e+38; -3.0693340029591667e+38,-9.38029397961716e+37; -1.646172996285291e+38; -2.6187566227803162e+38
48019,100000,3.2906329402554577e+38; -2.5669628531441432e+38; -1.2975622866153107e+38,3.279481062983082e+38; -2.26218111227103e+38; -1.4162331440255564e+38,-2.7333257177903914e+37; 3.2766066398940524e+38; -1.3840594619074278e+38
47937,100000,-4.838017925264963e+37; -3.0082975392666097e+38; -2.8405455830926314e+38,1.9620700046814455e+38; 2.3436338494706228e+38; -1.6602888434850965e+38,-1.4080558849456521e+38; -2.9123899343906863e+38; -1.5024546813711598e+38
48329,100000,3.8113968889834087e+37; 1.1457938833294902e+38; -2.5241030792901867e+38,-1.5501453195445141e+38; -1.7072397821802056e+38; 1.0105308993309292e+38,2.790194906899758e+38; 7.992955866197302e+37; -1.5492013762015602e+38
47914,100000,-1.706925607655445e+38; 1.4019418539826794e+38; -2.4698772459184398e+38,-1.0172485348037067e+38; -1.1253347125261427e+38; 9.45589159081237e+37,7.044785669081952e+37; -1.3135731193443853e+38; -3.0886276450946404e+38
47845,100000,-3.39589966021889e+38; -2.328493436349689e+38; 2.5893049414430457e+38,1.324113177731067e+38; -3.179170755454494e+38; 2.1686613554777445e+38,2.1920337901845125e+38; -1.4748296338427942e+38; 2.0499624069301978e+38
47913,100000,2.7674686697629625e+38; -2.7350541340307906e+38; 9.628787977358219e+37,8.938262187076616e+37; 2.1957099769251744e+38; 2.015198965341827e+38,1.6219246657197893e+38; 4.314658740816177e+37; -2.7728459421970827e+38
48245,100000,3.0489532236689374e+38; 3.0752803998067653e+38; -2.1617732463522484e+38,2.635723264061963e+38; -1.544379030494196e+38; -2.640662030800452e+38,2.950950648705053e+38; 4.9839883989414835e+37; -2.1029084963149903e+37
47941,100000,1.5669786546890408e+37; -4.864702984520247e+37; -3.196351173333363e+38,1.7080289707378837e+38; 9.786748397471938e+37; 2.458670606140134e+38,9.793084495467059e+36; 1.8077441923687005e+38; -2.856573554457821e+38
48157,100000,1.3691592939282492e+38; 1.525278679722245e+38; -1.4545242290572544e+37,2.5333439479297064e+37; -2.2307527072937875e+38; -1.0670803869589185e+38,-1.0598662380990436e+38; -2.2521743798448763e+38; 2.7026264147323762e+38
48085,100000,-3.3374216196737376e+38; -5.659865979477209e+36; 8.806843328170235e+37,-2.95295678183895e+38; 3.303569720278979e+37; 2.658079144399396e+38,2.2294489540044648e+38; -3.3334515408179188e+38; -3.243590730717132e+38
47958,100000,-2.312235868107786e+38; -1.4506157833736187e+38; 3.74447609261664e+37,-2.093403474643395e+38; -7.3142932572928745e+37; -2.039377423006244e+38,-1.9857574252093583e+38; -7.296574037202884e+37; 2.9684213078653503e+38
48230,100000,2.970740601403528e+38; -8.41768067862305e+37; -7.197839774312548e+37,8.153679764619519e+37; 2.521155233878392e+38; 9.71882362182979e+37,-1.2063641558373073e+38; -7.9885829786867545e+37; 1.7002334266067202e+38
48165,100000,-3.204459472220615e+38; -1.5274393648173221e+38; 9.101627869349708e+37,4.813046539473597e+36; 7.279519066027414e+37; -2.418707566025771e+38,2.053396827348384e+38; -1.748022231642556e+38; 2.686923773217229e+38
