elapsed.ps,repeats.n,param.a.vector3,param.b.vector3,param.axis.vector3
47883,100000,-1.8918480433275867e+38; -2.3391120890735847e+38; 2.764277841084116e+38,-2.5432646829391406e+38; -1.7008459553767504e+38; -2.6903626557655283e+38,-3.1123239898827787e+38; -3.3550888153830944e+38; -1.9116919472356074e+38
47871,100000,-1.9157425472575527e+38; -8.940534831072705e+37; 1.8378465334060562e+38,1.752986148568954e+38; 1.4334443911670231e+38; 2.7844862198927144e+38,-1.5846883927525413e+38; -1.953080232272819e+38; -1.3889567511182775e+38
48357,100000,1.6050421964379978e+38; -2.3991082679775705e+38; 2.4278060521498732e+38,3.052912147199474e+38; -3.653836032338881e+37; -5.772643529246994e+37,-1.7521247546330867e+38; 1.2520108341828536e+38; -1.7672769315515908e+38
48287,100000,-3.3597816579051393e+37; 7.790414583009696e+36; -3.2469821524269587e+38,-1.6641611611266257e+38; -1.4285547078597748e+38; -2.7838980300142085e+38,3.0599394443608753e+37; -2.6192075007458054e+37; 3.25426556571563e+38
48110,100000,-1.96601675876622e+38; -1.4831017131875955e+38; 1.5313638082515327e+38,-3.125882577878724e+38; 1.3008788662336999e+38; 2.0515764810864564e+38,-3.1403913967646e+38; 2.7205122548172604e+38; -8.840848816111717e+37
48473,100000,2.6483452103824114e+38; -2.2311910101653224e+38; 1.2042110766458317e+38,-2.7083280028960588e+38; -2.098191745902625e+38; -2.0744674113892337e+38,-3.159680576769961e+38; -2.4444331658947548e+38; 5.12299440022035e+37
48258,100000,4.490310492706681e+37; 1.306244983342538e+38; -2.4845933510304653e+38,-2.0776136694729762e+37; -4.594342013925251e+37; -2.2867790101660506e+38,1.030319939320972e+38; 1.2025447752848437e+38; 3.0004667037427358e+38
48414,100000,-1.5729571484498372e+37; -6.225584722853102e+37; 3.7175461232653917e+37,1.1378214765865828e+38; 7.9858615863781845e+37; -1.0297390511099235e+38,-1.526195140400186e+38; -4.242710949229143e+37; 3.275537351259748e+38
48432,100000,-2.108439636178966e+38; -2.7576371773557845e+38; -3.2141820480882214e+38,-2.0834188500437093e+38; 2.170685945604381e+38; 1.3717872857405943e+38,-3.286679898623706e+38; -2.362386356917871e+38; -4.667112764281953e+37
48147,100000,2.9627347286847745e+38; 1.0437736672592663e+38; 3.210748033318227e+38,1.1637346887444003e+37; -2.8870188710415745e+38; 1.98006739801915e+38,3.07911560063872e+38; -3.224144362037343e+38; 2.815344486335998e+37
48433,100000,-1.850110292372904e+38; -1.8009246377876647e+38; -6.6913915559310465e+37,1.2207501647330334e+38; 3.0828808271575417e+38; 3.0780631464043863e+38,2.4856612198960976e+38; -3.3096322846275823e+38; 1.8579397081281058e+38
48315,100000,-3.217757228429057e+38; -1.1119533927901335e+38; 1.4538079304090894e+38,8.489066140403822e+37; -1.3803697113053435e+37; 1.960906200018388e+38,1.549700019241666e+38; -1.0106656886192515e+37; 2.440134309179261e+38
46888,100000,-1.4871393324673944e+38; 2.89845835288213e+38; 2.4825716004411733e+38,-3.086520099912725e+38; 4.1667043939502987e+37; -1.1639199685561296e+38,3.9422371921558453e+37; 1.3200954352126796e+38; -1.9882308650605236e+38
48145,100000,2.4983905108693734e+37; 3.037532401645217e+38; 1.5075843055840194e+38,-2.5289108216626363e+38; -5.303401363042431e+37; -2.5523406555885826e+38,-3.2024150053325668e+38; -2.115264261362403e+38; 2.0008787728652647e+38
47790,100000,-2.880867621856979e+38; -5.238140174841481e+37; 4.428285362957994e+37,4.6562855069752835e+37; -3.275644645206551e+37; -2.013604362298788e+38,-2.1374846552036834e+38; -2.676719895769728e+38; -1.4827222293039112e+38
47875,100000,1.9474729573137935e+38; 1.796964902960744e+38; -3.118163498431766e+38,-2.02706944838646e+38; -2.901102164973966e+38; -3.0545414331629355e+38,-4.395961793832894e+37; -2.7005020351504898e+38; -1.1295697810634332e+38
47791,100000,1.5779037239160238e+38; -1.6740176008976162e+38; 3.0623523919253978e+38,2.9720922211795152e+38; 2.7925144032620318e+38; 2.9170113321249024e+37,-2.090671028421591e+38; 1.3765585197757573e+38; 1.8569093617202403e+38
47705,100000,-9.729020603258025e+37; 4.378350577574044e+37; -3.0219608859081576e+37,-1.371674008482958e+38; -1.1257173401833156e+38; -3.069275386795412e+38,9.80259098761335e+37; -2.4422110250985787e+38; -3.3986469125997046e+38
47928,100000,2.028445609878068e+38; 1.3492160569191945e+37; 2.133383349157729e+38,-6.59448828756768e+37; -3.2873488631984584e+37; 1.5100515593002556e+38,1.762423553757533e+38; -3.5509661861303604e+37; 2.9018154973197265e+38
47951,100000,-6.135162698478582e+37; 2.9187387342448214e+38; 2.062561231303698e+38,-6.648461047173597e+36; 2.581890909436527e+38; 1.176379959835893e+38,-8.99110293469653e+37; -3.283837318917754e+38; -2.577331018109434e+38
48051,100000,-1.6564777787205703e+38; -3.270467357331123e+38; 1.63123763832545e+38,1.6485305221655715e+38; -2.4633615218332667e+38; -2.8273839218526297e+38,-3.193335381849396e+38; 1.1178970515124356e+38; -9.38373793276786e+37
48274,100000,2.8877681032523334e+38; -2.395778504792939e+38; 2.2083582903781076e+38,-8.77143733984562e+37; 3.3484901362426424e+38; -2.3942271032823556e+38,1.1794525420667501e+38; -2.7035060628368866e+38; 7.974193116133204e+37
48349,100000,3.9544745839902086e+37; -1.87940230044057e+37; 4.4017319492175433e+36,-2.2189331330972595e+38; -3.13535953376603e+38; 1.8734403368436005e+38,8.692020550922042e+37; -2.4827999296672864e+37; 1.9903467260303765e+38
48395,100000,1.230806589062716e+38; -2.312354114555775e+38; -2.1615781295718612e+38,-1.3964171284307407e+38; 1.7103265620977853e+38; -2.616678487092326e+38,1.1291199172184242e+38; 7.622159445606463e+37; 2.6868637372848023e+38
48248,100000,1.27701884240006e+38; -2.2703715549171765e+38; -2.89990144632543e+38,2.1524425266381844e+38; -3.336252947232375e+38; 9.034436302814731e+37,1.2453044554474062e+38; 2.021080255654598e+38; 1.480644093615921e+38
46074,100000,1.1819257790938194e+38; -1.179862753800984e+38; -7.696950323959689e+37,6.390991829652802e+37; 3.516878554429983e+37; -2.088670980010575e+38,-8.263127703322744e+37; 1.9708050300254502e+38; 2.7139040429442947e+38
54277,100000,9.138473908756182e+37; -3.2161591773763853e+38; -3.0412457051954537e+38,-2.452477372367659e+38; -3.3370042076840944e+38; 3.156327285990189e+38,1.2210121120530645e+38; 1.3206109126527564e+38; -6.700862934155712e+37
47957,100000,2.6633468918216563e+38; -1.1314421517059943e+38; 2.8526994113994276e+38,-1.066122043105146e+38; -9.455694851439215e+37; -2.1360837491723592e+38,-1.7438687998039203e+38; -1.5096524014792557e+38; -1.5602791212668346e+38
47976,100000,-2.741327888969392e+38; 3.6075655177799506e+37; -1.8065988446983823e+38,1.4949997803092896e+38; 7.379608700939514e+37; -1.0960423495163088e+38,2.303228044354612e+38; 5.076731745095141e+37; -2.0645783169387813e+38
47924,100000,2.143275283145526e+38; -3.09756711712745e+38; 2.6978890523212513e+38,-6.746076481644172e+37; 4.376906470010264e+37; 7.654685331767359e+37,5.884480735801529e+37; -7.644919351543201e+37; 3.0795133386910474e+38
47614,100000,-2.819793686412679e+37; -9.227971055252775e+37; -2.769498736140192e+38,2.9406398829589405e+38; 2.8512892261657097e+37; 7.855573978867447e+37,1.1797339605000008e+38; 1.8462363521386067e+38; -2.8096266722446327e+38
48115,100000,1.370324518359979e+38; -1.96544925694551e+38; 9.594810884790182e+37,-3.275738147114824e+38; -1.5233577327086832e+38; 2.6689969626649456e+38,-1.0633519730135272e+38; 1.7680866053429685e+38; -1.1954717919958102e+38
48568,100000,-2.257188191498899e+38; -6.920568079705348e+37; 1.8367989469500276e+38,-8.872732764008658e+37; -3.2977123125035163e+38; 4.320211557505416e+37,-6.287303588216774e+37; -4.1639366056297604e+37; 6.748868355326115e+37
47984,100000,2.4534973747466267e+38; -2.5528061875950104e+37; 2.134139477387753e+38,-1.0344055264994837e+38; 3.321178451942653e+38; -9.0612596627505e+36,-1.0488193222963667e+38; 2.209938492910328e+38; 2.2144616730760385e+38
47936,100000,2.2054925887252076e+38; -2.4682205787020135e+38; 2.79548253108343e+38,-2.1386188475487196e+38; -1.3193598429223792e+37; 2.9809410308413964e+38,-1.0155377135536387e+38; -1.6702936490823378e+38; 3.040097923635983e+38
48027,100000,-2.726397804436048e+38; -1.536092043578336e+38; 2.2111459047540335e+38,3.349992454321985e+38; 5.715267634839704e+37; -7.166676359016777e+37,-1.3869699876855518e+38; -1.4043802052652304e+38; 7.472845923767021e+37
47855,100000,3.0004468269813242e+38; -1.8719777722870812e+38; -2.7732852591890978e+38,6.34243726224238e+37; -3.073750497650362e+38; 2.3129822607812002e+38,-2.7132872548682476e+38; -1.673733038690877e+38; -1.390430978060319e+38
47814,100000,2.9451111401560655e+38; 2.8778477738910913e+37; 1.3050501465927869e+38,1.4931179783462628e+38; 1.8007360113783508e+38; -1.9120379651434457e+38,-1.795704959676165e+38; -2.887321687416957e+38; -2.3956052930149238e+38
47889,100000,-1.0667971431088035e+38; 2.4546840985325364e+38; 1.2649836661894452e+38,2.995385351664733e+38; 2.901518765667225e+38; 5.747860960012532e+37,3.0288028525518055e+38; -2.2668328829136274e+38; 9.321217405164604e+37
47916,100000,5.532045473564636e+37; 3.2507404829265154e+38; 6.124754272930228e+37,-2.348461062956292e+38; 5.2010329994113605e+37; -2.776524562826897e+38,3.401320742657754e+38; 2.116320772078657e+38; -8.758485753663089e+36
48054,100000,-2.8528537605365114e+38; 1.5360280525760364e+38; 1.6051750462209017e+38,2.542911363363845e+38; -1.4204438736713225e+38; 5.604801772704496e+36,1.001054044855671e+38; -2.149079246771683e+37; 6.859018572461866e+37
47968,100000,-2.056645055246409e+38; 1.9718291142393506e+37; -2.7379239935776593e+37,3.0829124677165234e+38; 5.159325266422891e+37; -2.575049247029023e+38,-2.1107928013411818e+38; -6.896596806855032e+37; -3.3870824911159906e+38
48337,100000,-2.8062918384576003e+38; -4.314165878262808e+37; -2.871581726268139e+38,-3.1028543356629298e+38; -1.0270003173411424e+38; 1.5566177406851834e+38,9.724706534735328e+37; -1.942860534545827e+38; 2.0125304087102745e+38
47707,100000,-2.328272560909105e+38; -9.910939619716058e+37; 1.5368131846517938e+38,1.0968974559051988e+38; -1.678554674513905e+38; 1.304423521548082e+38,-3.3856100388847895e+37; 1.9500784356514786e+38; -8.280963547267955e+37
47867,100000,-2.0469853548485738e+38; 8.310362392928208e+37; -3.2543229649348084e+38,2.58495294481439e+38; 3.1501362832827705e+38; 4.912552738196942e+37,-3.7693167202485925e+37; 2.8624513967609593e+38; -5.770386604118348e+37
47762,100000,1.5943991034105296e+38; -2.081923630807728e+38; 2.4046794402475015e+37,1.915193908077774e+38; 2.902523353414894e+38; 2.6475631206680946e+38,2.8671343516083225e+37; 6.552312030917366e+37; -1.0510693894352658e+37
47894,100000,-2.2803137892807906e+38; -2.7199346117917484e+38; 3.3646485235015835e+38,-2.379603891606315e+38; -6.296662399068139e+37; -6.631828710708243e+37,2.5300561693329545e+37; 1.847170357100855e+38; 4.140701837778177e+37
47874,100000,2.262698922188211e+38; 2.9889083669819028e+38; -2.8190358848838628e+38,-5.636445627577753e+37; 3.158154325447286e+38; 2.1194383812588343e+38,-2.7296064816353458e+38; 1.6666320656765905e+38; 4.302704035065664e+36
47770,100000,-9.406878260649726e+36; 1.0749340401935965e+38; -2.1465269590531834e+38,-2.4611718328924565e+38; -2.522872342675437e+38; 2.647843474274841e+37,-6.021880370239787e+37; 5.206651733931812e+37; 4.632469394558436e+37
47986,100000,3.31906056273184e+38; -8.19895517345727e+37; -1.8849994849008177e+38,-5.298234419195901e+37; 3.1500642807286775e+38; 3.2966245668764724e+38,7.343179465050395e+37; -6.124131095895156e+37; -1.8210950884903042e+38
47828,100000,3.3993739355719475e+37; 1.6952369564129086e+38; 3.0393452434155915e+38,-3.0726988547124125e+38; 6.675088555091631e+37; -2.3245134191131643e+38,2.0019484671477613e+38; 2.187881778114549e+37; -2.780768657036461e+38
47841,100000,3.98125395645015e+37; 3.247494688917643e+38; -1.2789912053219672e+38,4.262667319098416e+37; 1.760095944431418e+38; 2.108750971166382e+38,-5.986536370029524e+36; 1.5303927878917578e+38; -4.462114393935925e+37
47486,100000,3.7941878982600103e+36; 3.343256463268516e+38; -1.6835967801293249e+38,-1.3869063009193963e+38; 1.512742325170324e+38; -8.238868420256056e+37,3.168536028920987e+37; -1.9972510610835556e+38; -8.945368129281255e+37
47841,100000,-1.233950768199474e+38; -2.677363253802356e+38; 2.6365436875304306e+38,-3.2931700668727785e+38; 2.879623701675987e+38; 1.6047161567036191e+38,-2.544488929182817e+38; 1.5947554653472658e+38; -1.93045804389729e+38
47974,100000,1.6427827915200407e+38; -1.1303626204548399e+38; -7.914539507127424e+37,1.9972010142378586e+37; -3.709833229953363e+37; -3.115303323735483e+37,3.018641365340376e+38; 2.9727481543060973e+38; -2.610674691025549e+38
47966,100000,1.1102222891304618e+38; -1.4041931000366367e+38; 2.9223277066241875e+38,1.0749740979525637e+38; -2.491690774623071e+38; 9.795387689842614e+37,-2.972768233891605e+38; -1.3914935734994542e+38; 1.3015638032060152e+38
47853,100000,2.8428502732958943e+38; 3.2619590893264872e+38; 1.4642452583911285e+38,-2.293858585238205e+38; 6.409725170222975e+37; -3.9671328358238476e+37,3.025012070196883e+38; -1.910684241067462e+37; 2.7488275127444383e+38
47842,100000,-1.8929019173305924e+38; 1.3061859108245673e+37; -2.196095951179932e+38,-2.1180409232371427e+38; -3.3010952156013093e+38; 3.446050098322951e+37,-1.86719416598206e+38; -3.881460191188143e+37; -8.315852587677797e+36
47632,100000,-2.5932370921929057e+38; 5.990121159161909e+37; 1.2293169474893758e+38,-2.9230154831338474e+38; 3.0382408662126727e+38; -3.1273181668304703e+38,2.6639356901724503e+38; -2.2435624687271658e+38; 2.916025759136237e+38
47854,100000,1.132529593096894e+38; -1.3067152310091986e+38; -2.2523268528590717e+37,-9.963706336540918e+37; 2.53465175770095e+38; -7.678510064208289e+37,1.3771293681940521e+38; -2.908617609028503e+38; -1.0107150636101304e+38
47800,100000,1.804525779612793e+38; -2.5260250404242287e+38; 8.144596794538763e+37,-2.4195363052821763e+38; -1.0392026206068913e+38; 3.06330870753821e+38,-1.4796450835308932e+38; 2.277861848783805e+38; -2.7036393182679826e+38
47944,100000,2.981950892015562e+38; -1.6588262789285772e+37; 6.523135277642273e+37,-2.652331717990009e+38; 2.0786654645289975e+38; -2.3129552851764274e+38,-2.5717302335214815e+38; -9.442373364811537e+37; -2.9152777438700543e+38
47360,100000,-2.227545247039066e+38; 2.4511965382011885e+38; -1.7475622265927453e+38,2.3767953863484972e+38; 2.5134043110483565e+38; 1.0617874893487495e+38,3.1610672851145625e+38; -3.3379816170028944e+38; -2.500404554143016e+37
47954,100000,-3.2333006530288155e+38; 1.424623976878587e+38; 4.742558257405136e+37,-2.626332305591376e+38; 6.483485702168335e+37; 3.278076100469837e+38,1.910385151584844e+38; 1.94278772069535e+38; 2.9930344175675737e+38
47867,100000,2.9276055952512498e+38; -2.5786297007963557e+38; -3.5312661352124536e+37,-7.911421593711102e+37; 2.409336687140692e+38; -1.755242769461456e+38,-1.624555902717671e+38; -6.04467019273069e+37; -2.193652732119076e+38
48064,100000,1.167965903623866e+38; -1.4714489618100575e+38; 1.3918764039807232e+38,-1.2093679806996081e+38; 2.2314402809793513e+37; -5.727443672385016e+37,-2.0675513125384845e+38; -9.228825324992269e+36; -2.6766669586806625e+38
47173,100000,3.240623414192118e+38; 3.8324079441520715e+37; 1.5005346470660301e+38,2.1145446414696653e+38; 2.741082268989092e+38; -5.235541491111013e+37,2.2519709472765517e+38; -3.2083164259368693e+37; -2.910844617602984e+38
47688,100000,3.1440671778570698e+38; -7.607377245192142e+36; -3.3755407859310326e+38,2.3748980176360996e+37; -1.738045517182616e+38; -1.2114674129176821e+38,7.766024098105885e+37; 2.7449622939462704e+38; 2.0016712066084794e+38
47982,100000,-1.2052342227982879e+38; -2.814710052563596e+38; -2.3081027186787537e+37,-2.650003094543414e+38; 7.264474081643665e+37; 3.4006331689721903e+38,-1.388425630869794e+37; 2.226112345506592e+37; 7.658225119303436e+37
48026,100000,-1.0040964062962188e+38; -2.4017455896983333e+38; -2.9710760724583723e+38,1.5775909691599355e+38; -1.2400837632154262e+38; 2.8153850511552055e+38,-2.061621369795677e+37; 7.937026614654992e+37; -1.657642191855916e+38
47995,100000,-5.413053647022413e+37; 3.332786277782919e+38; 3.2503640414042716e+38,-2.6170460043543442e+38; 2.3894151016038893e+38; -5.202342736011516e+37,2.181550218308577e+38; -1.5149281604533096e+38; -2.128945659348498e+37
47972,100000,2.3588562035263554e+38; 1.926031053059125e+37; -1.0746104343483702e+38,-2.2141454703103175e+38; -1.0331375716631114e+38; -8.746130977383144e+37,2.2956503333025918e+38; -1.6321065367528705e+38; 3.0002592146924904e+38
48069,100000,-2.88799344082303e+38; 2.193279738606465e+38; -1.494695848401379e+38,-1.2192396322778014e+38; -8.796641276139598e+37; -7.343272383839392e+36,2.5888218144462867e+38; -1.2944542101676472e+38; -6.235704124064604e+37
48124,100000,-1.3708868481662402e+38; 2.3544950798133782e+38; 1.979607392969339e+38,-2.042310665083124e+38; 1.5810219415684892e+38; 2.861371561273661e+38,2.176851392475699e+38; 1.4699715910945275e+38; -2.6424900843780292e+38
47865,100000,3.0222447382305607e+38; -3.347421658904722e+38; -1.5719650343840746e+38,-7.2343836058159275e+37; -1.7107717609885855e+38; -1.4454694261728361e+38,-4.703026319906899e+37; -1.1216657260408901e+38; -2.407198008460035e+37
48168,100000,-1.1397151184062157e+37; -2.431797427535776e+38; -2.8564648407423455e+38,-2.6116472325660442e+38; -3.7778082679418113e+36; 1.3781037351514115e+38,5.631560102164473e+37; 1.3056571991122242e+38; -2.3691777189495577e+38
48054,100000,-1.2924606774807162e+37; -9.879306920168083e+36; -7.891870364973662e+36,-2.8564806610218364e+38; 1.3353579737924395e+37; 2.36937871762873e+38,-1.0236848532552815e+38; -1.228051933602396e+38; -1.987815684135937e+38
48011,100000,-2.4933326356804867e+38; -1.8595988092336845e+38; -1.98810004351858e+38,-3.0304927829199817e+38; 3.064436206688077e+38; -1.1611967508306953e+38,2.3133848666118327e+38; 2.222901544992539e+36; -1.4759292700324682e+37
47995,100000,8.226326792277638e+37; -3.3046803343228508e+38; 2.5369641552198622e+38,2.4931247409820493e+38; 3.2586731361465996e+38; 2.4989175999889483e+38,-7.646737162503928e+37; 9.916739374742222e+37; -3.116096619481106e+37
48045,100000,2.7378920487825335e+37; 1.0519055951537064e+38; -1.791938719036863e+38,-9.450476187448196e+37; -3.033532913295473e+38; -2.2246819792753185e+38,-2.0543168374480058e+38; 2.6504994051064152e+38; 1.2230840616061256e+38
48076,100000,2.3877837873994676e+38; 4.93870132771821e+37; -7.801179598671894e+37,-1.8946021917276666e+38; 2.0932548045810002e+38; 3.729622777003646e+37,-2.1133510216644904e+38; 2.127229868908077e+38; 1.1395417291571165e+38
48060,100000,-3.939998014135602e+37; -6.419743666446699e+37; -2.7490715101319703e+38,-1.010207597721847e+38; 1.1334117257965809e+37; -9.75248633704897e+37,-1.1475859356300208e+38; -1.4516981541621176e+38; 2.3709159214525907e+38
47835,100000,-1.5993602822116308e+38; 2.8186172559496434e+38; -4.1725125154704244e+37,-2.3919666287320287e+38; -2.6214393770985912e+38; -1.870588021581039e+38,3.363230174598e+38; -1.2481038336209022e+38; 1.9901983855571378e+37
48018,100000,3.316479017637487e+38; -2.601676805653081e+38; -2.4605321256935573e+38,-2.779495327361544e+38; 2.249917758952374e+38; 1.5417558304011197e+37,-7.937485504172275e+36; 1.7612429146945044e+38; -1.2482705550278442e+38
47790,100000,2.5782621835343376e+38; -1.7736421601575048e+38; -1.5638203285715842e+38,2.1969532886338782e+38; 4.636707404045119e+37; 1.0757684585246907e+38,6.32921617354224e+37; 1.816183500180684e+38; -9.852982253978443e+36
48012,100000,-2.5496919757184417e+38; 1.2957302779678609e+38; -3.2436547217194317e+37,3.2519852144038915e+38; -2.678157512962435e+38; 3.108088870639464e+37,3.954455062170965e+37; -2.645198648062525e+37; -1.679620413726529e+38
48029,100000,5.200374328159482e+37; -9.226711517616389e+37; -1.2477787826539917e+37,-1.407005661776375e+38; 5.640752090196848e+37; 3.2787561696638474e+38,3.037209708508423e+38; 2.6530772993670394e+38; 1.5229155761793236e+38
47897,100000,1.6931410736165152e+38; -2.8218600075970752e+38; -1.3416051334214483e+38,2.150434973735615e+38; 3.6073089452984644e+37; 1.0813627527415699e+38,2.8533034215574243e+38; 2.1716006822775057e+38; 4.493164734798155e+37
47986,100000,-2.6246192532762517e+38; -2.091926103927865e+38; 1.911190363246109e+38,-3.754373401442982e+37; -8.53059792348898e+37; 1.3084359906399725e+38,3.9016799788521433e+37; -2.8238099584563703e+38; -2.1054256701118635e+38
47785,100000,1.8590390147286237e+38; -2.1671275996635164e+38; 2.2062459788299353e+37,1.8957309078221098e+38; -3.215756977193945e+38; -3.367934273857375e+38,-7.209868764388234e+37; -3.3904477485174285e+38; 2.777607440675636e+38
47705,100000,-1.4315456533919773e+37; 2.8432727558879384e+38; 1.7672205464528926e+38,-6.960097481902385e+37; -1.3977004978984117e+38; -2.2181058136095265e+38,4.297361901906182e+37; -2.7467451177504314e+38; 1.5197245446763811e+38
47822,100000,-1.5171762627337783e+38; 1.724466646777067e+38; -3.0947561779804798e+38,1.3207837187825796e+38; 2.9279260573229875e+38; -1.620855884145725e+38,-3.0517373900352306e+38; -1.0626653120363956e+38; 2.86965347758712e+38
48740,100000,1.6383374958072083e+37; -2.984266331895915e+38; -9.461691345838535e+37,1.2279095510869784e+38; 9.29242272178042e+36; -7.041820887858138e+37,-1.0883414228259464e+38; 6.897742255937398e+37; 2.6239176847280614e+38
48402,100000,-9.504362493283177e+37; 1.5138155688745013e+38; -6.299467963376564e+37,-3.157831835134588e+38; -2.3700873850202815e+38; 1.1791197077251542e+38,2.2601721395997882e+38; -1.4293786807499231e+38; -1.2748504499893337e+38
48009,100000,2.6598832647336407e+38; -2.4898195195130382e+38; 1.6438383895278627e+38,-1.5351448550498454e+38; 3.0528208763562577e+38; 6.591363275307997e+37,1.0308312842200922e+37; 2.2898347579969367e+38; -2.7530943232527585e+38
47868,100000,1.4454337798379577e+37; 2.7669701281349048e+38; 3.285657462355586e+38,-1.5741130429731493e+38; -3.34661117381696e+38; 6.06644399326551e+36,2.5771677447121245e+38; 2.249889769227121e+38; -2.634902434945303e+38
48023,100000,1.3291593398284075e+38; 1.786119290073383e+38; 2.3564456391449614e+38,-1.4336076645643325e+38; -2.0833028346607765e+38; -1.6917695770791163e+38,-1.7303635101774618e+36; 1.1541731805620588e+37; 1.1806173608502878e+38
47815,100000,-3.0284659617282888e+38; 4.524768785442565e+37; 4.523453471179768e+37,-3.8836446067024562e+37; -9.753326028806561e+37; -2.719726919917407e+38,-3.879877656178818e+37; -2.723553602137328e+38; 3.361895389221984e+38
48054,100000,2.3635734863519727e+38; -3.1425823026499865e+38; 3.01674212050509e+38,7.461906606147291e+37; -2.56209081553325e+38; 2.2255531087677954e+38,-9.73193417139759e+37; -3.247610704300576e+38; 5.085269625417798e+37
48088,100000,-2.485330819443654e+38; 1.907580297160755e+38; 9.148976140448953e+37,-3.401593135418731e+38; 6.527618704285161e+37; 2.8197054072248793e+38,-3.2192719187782577e+38; -8.531533956692188e+37; 2.3816345664558325e+38
48007,100000,-2.5747360866247427e+38; 2.8968384475331104e+37; 2.255133989054241e+38,4.60572450219482e+37; 2.3222217096520477e+38; 1.0311377260761913e+38,2.1043663198582647e+38; -3.6506833852961136e+37; 3.331098578479799e+38
48406,100000,-1.3159390624246513e+38; -2.3520315783429187e+38; -3.226666885319749e+38,1.1025950889990086e+38; 1.1212839096801014e+38; 9.522630859613186e+37,-7.871976870574161e+37; -2.0733610059453545e+38; -3.287328935731023e+38
48686,100000,9.58375291507427e+37; 3.34518957972784e+38; 9.245679627077724e+37,-1.1940966446246827e+38; -2.381086941396534e+38; -4.0816736875785496e+37,-3.0380110665118633e+38; -1.595762385572039e+38; 1.78026984314369e+38
47864,100000,1.6041590686325898e+36; 3.81284961657127e+37; 2.4259911821385385e+38,1.9211508517783664e+38; 3.3502410659577016e+37; -2.008817916456422e+38,-2.975329496576354e+38; 3.2205320141809086e+37; -2.0553863289064063e+38
47829,100000,-2.7056716157102685e+38; -1.2081516445956771e+38; 3.2362781107586316e+38,-4.790798954526941e+37; -3.2857495444951865e+38; -3.0752051520671358e+38,-7.324282344022673e+37; 1.3676991632608823e+38; 3.2358561352268276e+37
47951,100000,-1.9592109962237148e+38; -2.115915529534776e+38; 4.819162890237168e+37,1.2028985005083314e+38; 2.5760584997309008e+38; -5.631745179152106e+37,1.1678165236771351e+37; 4.059136064174562e+35; 2.141519637770234e+38
47975,100000,-7.021149055990096e+37; -2.84167145964973e+38; -3.1225088018652524e+38,-2.4806271258324712e+38; 3.1250189528778003e+38; -2.0914215536359622e+37,3.1007143386256485e+38; -2.9194445620990285e+38; -1.3145630023450916e+38
47924,100000,-2.4919084048781183e+38; 2.222851897456781e+38; -1.65195459855486e+38,-2.6622475852211384e+38; -1.990321575842468e+38; -4.167327824515491e+37,-4.674290201980445e+37; 2.3839061963314415e+38; 1.8252286435675285e+38
48002,100000,-1.1831260920941635e+38; -1.9026490349138193e+38; 2.6130160923901947e+38,-3.229766037507187e+38; -4.421892347450923e+37; 2.531858464250335e+38,2.797747062115678e+38; 3.281193304001822e+38; 3.0511650204362156e+38
48003,100000,-2.2380738458643216e+38; -4.1682983378150257e+37; 3.2605001756036965e+38,-1.814416902304206e+38; -1.732486108710255e+38; 2.4318215636032042e+38,7.576109755782092e+37; 1.7011551607111581e+38; 2.6337453234774148e+38
48152,100000,-8.418331997501447e+36; 1.2587703274784506e+37; 3.245028550733935e+38,-5.068375392338437e+37; -1.4093555817530541e+38; -3.0860410293978867e+38,-2.8959941922333584e+37; 1.910222283835727e+38; 4.797297438563951e+37
48232,100000,2.020580497081964e+38; -7.827656256168501e+37; 6.461150712712794e+37,-5.448590963949211e+37; 1.0027474992925159e+37; -6.430324492476684e+37,-9.037917778423198e+37; 7.185645482598593e+37; -1.594595437135493e+38
48187,100000,-1.769234386902439e+38; 2.6230639981078437e+38; 2.5522339701140674e+38,-1.716373356872922e+38; 2.0445680972720106e+38; -1.5314739417356805e+38,-2.8997502409618347e+37; -1.6188517792527881e+38; -2.6248571659409026e+38
47987,100000,2.5808455540455547e+38; -2.6494247416335657e+37; -3.2100409885194438e+38,2.0100518982567083e+38; -2.928712000695129e+38; 2.480181115645287e+38,2.4006742728230684e+38; -2.7330662550655367e+38; 3.146383631857903e+38
47898,100000,-2.0182745899341247e+38; -1.1319151374979514e+38; -1.5864232486579896e+38,1.680276549677207e+38; 6.485212242285846e+37; -1.3079646274407836e+38,-2.1634353898192676e+38; 1.3023484282215324e+38; -6.7712008094804555e+37
48294,100000,-3.2701986154038747e+38; -1.861644695890405e+38; -2.7764511405041317e+38,9.096574506996959e+37; 1.0660038980692047e+38; -2.943465480900539e+35,-1.075931529097904e+38; 1.2973315742060692e+38; -2.313386539910625e+37
48079,100000,2.5219578088264084e+38; 2.741198892844313e+38; 7.674453582287558e+37,3.8446597238207474e+36; 2.3986320370000767e+38; -4.886040079423289e+37,-1.4734271052187017e+38; 2.698741674114965e+37; -2.284182253264495e+38
47866,100000,2.8135525354475155e+38; 4.731554036074675e+37; 2.0976236356096268e+38,-4.481277214529455e+37; 1.1637871536336172e+36; 5.752050798776406e+37,2.5814601110565453e+38; -5.782002340098359e+37; 3.3427631950669553e+38
