runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.field.integer,param.width.integer
26,3283,24585,250000,3724736074,6,6
26,3276,24745,250000,1157651134,1,12
26,3261,24582,250000,1482447114,0,15
26,3280,24613,250000,342305565,10,2
26,3352,24611,250000,1854826189,11,14
26,3259,24697,250000,1881687587,5,16
26,3278,24352,250000,1881293753,0,6
26,3288,24482,250000,2503052030,12,4
26,3369,24342,250000,817885229,3,2
26,3294,24421,250000,2000378090,0,4
26,3284,24717,250000,1140741417,4,15
26,3250,24434,250000,2596475115,15,4
26,3275,24564,250000,1102222166,3,4
26,3409,24557,250000,2217699928,3,13
26,3286,24649,250000,3500246534,5,7
26,3308,24810,250000,1916783134,7,16
26,3292,24599,250000,207076020,15,4
26,3265,24335,250000,433963338,10,3
26,3380,24395,250000,1061589318,12,13
26,3480,25384,250000,1256676498,2,12
26,3265,24589,250000,1587054848,4,8
26,3451,25009,250000,2086067641,15,4
26,3268,24734,250000,690242114,5,10
26,3248,25041,250000,1453746170,7,7
26,3294,24811,250000,2144898976,6,15
26,3293,24370,250000,3702808305,14,10
26,3337,24294,250000,3120609841,13,12
26,3266,24290,250000,3071078029,11,16
26,3279,24114,250000,3651392231,11,8
26,3253,24316,250000,2485130935,14,4
26,3284,24490,250000,3818932745,2,16
26,3363,24435,250000,2129092273,5,11
26,3245,24138,250000,2529310210,12,14
26,3377,24234,250000,3385835618,7,9
26,3269,24158,250000,1083349422,9,6
26,3248,24408,250000,1708451126,8,1
26,3387,24296,250000,1436921471,14,2
26,3279,24296,250000,2029487340,6,8
26,3482,27409,250000,1189594120,6,3
26,3279,24545,250000,3479048884,9,16
26,3351,24189,250000,1278323644,0,12
26,3332,24473,250000,3650586311,10,11
26,3284,24260,250000,32501,6,11
26,3366,24254,250000,902682159,4,13
26,3323,24224,250000,3763439530,0,3
26,3278,24689,250000,2967864499,11,5
26,3363,24374,250000,1702746509,2,6
26,3244,24372,250000,4061242362,5,10
26,3322,24546,250000,1993226028,8,15
26,3385,24120,250000,312626214,11,7
26,3318,24596,250000,2161678077,5,9
26,3295,24637,250000,2868430386,13,16
26,3282,24659,250000,1365638727,8,2
26,3246,24797,250000,2496509899,13,12
26,3276,24517,250000,1922349943,0,1
26,3279,24234,250000,3168372033,12,2
26,3265,24428,250000,3780435498,6,14
26,3264,24175,250000,2286468277,11,10
26,3273,24192,250000,2024726278,12,11
26,3266,24595,250000,2926938788,6,8
26,3293,24209,250000,3711953332,2,4
26,3332,24312,250000,637607064,6,11
26,3245,24218,250000,146042658,1,2
26,3272,24749,250000,2855767978,1,3
26,3347,24339,250000,1180414292,6,9
26,3244,24302,250000,3199356746,3,3
26,3274,24530,250000,1993776753,6,3
26,3267,24371,250000,2263111544,8,4
26,3297,24244,250000,3898029587,1,15
26,3308,24593,250000,1506661139,11,8
26,3445,24546,250000,4178366196,0,9
26,3286,27337,250000,944611340,9,9
26,3271,28215,250000,3514316725,6,9
26,3296,24587,250000,201142112,3,5
26,3254,24178,250000,553535051,1,9
26,3265,24096,250000,3644053097,10,11
26,3264,24458,250000,248790197,2,1
26,3259,24153,250000,3291838467,10,13
26,3268,24400,250000,1592493852,11,13
26,3270,24387,250000,3032311258,5,10
26,3305,25772,250000,1009198868,2,10
26,3278,26448,250000,3923520671,5,5
27,3248,62628,250000,4052600912,8,2
27,3342,63599,250000,275502472,11,14
27,3286,62040,250000,3169370628,10,15
27,3250,62705,250000,1420437986,7,14
27,3275,62426,250000,2760836096,5,15
27,3279,62473,250000,3433124244,1,15
27,3245,62145,250000,3861598144,1,3
27,3275,62368,250000,903417578,5,7
27,3284,62586,250000,53625228,15,13
27,3246,62509,250000,3136042279,13,14
27,3280,62672,250000,2716877275,1,9
27,3277,61680,250000,771268175,9,3
27,3249,63641,250000,1974946477,13,6
27,3271,62772,250000,2151240828,15,2
27,3280,61309,250000,2402592300,4,7
27,3244,60486,250000,668076417,7,6
27,3471,61424,250000,395800628,4,8
27,3277,62531,250000,2045594374,8,10
27,3246,62617,250000,3359428101,10,10
27,3279,62338,250000,756590383,3,1
27,3266,62905,250000,3429752870,13,9
27,3245,62296,250000,3959163153,1,8
27,3284,62175,250000,2243030560,3,15
27,3280,62913,250000,2012943194,15,14
27,3246,63818,250000,3845294040,3,13
27,3247,62617,250000,3560768256,10,14
27,3356,62930,250000,98221907,13,14
27,3288,62334,250000,576820074,6,15
27,3289,63130,250000,1240722950,10,10
27,3293,62610,250000,1872686318,8,13
27,3287,62979,250000,1985236848,1,6
27,3288,62227,250000,3213432065,11,16
27,3357,62523,250000,1677330724,14,15
27,3244,62797,250000,2136308821,12,15
27,3461,62327,250000,1187154425,13,4
27,3275,62843,250000,3920359425,10,5
27,3287,62338,250000,2952245791,1,6
27,3280,62109,250000,1427097128,2,3
27,3269,63463,250000,4068037593,4,4
27,3295,63153,250000,1933750152,0,3
27,3347,62111,250000,3188605668,1,11
27,3280,62742,250000,201405898,4,14
27,3253,62540,250000,34395442,9,1
27,3273,62126,250000,1576977541,8,12
27,3244,62706,250000,4095449276,1,7
27,3299,63370,250000,3272177159,4,2
27,3271,62530,250000,4157358673,15,7
27,3275,62182,250000,3069874375,0,11
27,3269,62457,250000,1604588631,0,11
27,3288,61993,250000,1106191805,6,2
27,3284,61478,250000,3659627056,0,13
27,3248,62515,250000,1307099728,11,9
27,3281,62809,250000,3343276872,5,2
27,3293,61785,250000,1660626980,14,16
27,3244,61611,250000,1318065815,11,3
27,3289,62105,250000,1590750164,14,9
27,3302,61356,250000,70002287,15,4
27,3246,61559,250000,3401858924,15,4
27,3285,62335,250000,224088981,7,16
27,3296,63379,250000,2480064943,15,16
27,3246,64103,250000,3022800820,15,2
27,3246,65663,250000,1323273016,6,1
27,3377,61621,250000,2431167000,13,10
27,3292,62041,250000,1324789392,14,2
27,3272,62419,250000,3293162440,2,11
27,3301,63835,250000,733130619,14,15
27,3299,62789,250000,2084120695,2,5
27,3274,62418,250000,3986627778,1,6
27,3295,62079,250000,21656138,6,4
27,3298,61776,250000,2778856420,12,12
27,3272,62505,250000,356147425,14,3
27,3277,62535,250000,3797167676,3,5
27,3245,62505,250000,3955755093,13,1
27,3275,62835,250000,2094509076,3,5
27,3294,62906,250000,2911080687,9,11
27,3246,62975,250000,183469335,6,5
27,3315,62325,250000,422689838,13,10
27,3320,62798,250000,2836568162,1,15
27,3253,62453,250000,2404285851,15,3
27,3306,61273,250000,1477158913,11,7
27,3270,61834,250000,3807780498,3,3
27,3250,62155,250000,977424115,5,1
27,3320,63275,250000,3891412543,14,16
27,3450,62763,250000,216861697,5,15
27,3274,61503,250000,2909342195,3,13
27,3285,62895,250000,288989626,8,13
27,3300,62054,250000,2093375586,4,5
27,3291,61917,250000,1736377758,8,9
27,3292,62639,250000,3062095480,4,8
27,3251,63358,250000,1792117811,9,13
27,3299,62302,250000,911079223,0,16
27,3281,62173,250000,491511359,9,8
27,3311,62751,250000,2721440455,7,15
27,3276,63098,250000,2177540807,5,3
27,3370,61830,250000,1231371165,1,2
27,3285,62430,250000,2164529883,5,2
27,3398,62098,250000,1132570549,12,15
27,3319,62090,250000,203503010,3,9
27,3283,62652,250000,4017480384,1,16
27,3244,62644,250000,4285222615,6,12
28,3294,25728,250000,2302622059,14,16
28,3291,26185,250000,2865089139,14,8
28,3263,25852,250000,2270780120,2,15
28,3291,26811,250000,4282908571,5,5
28,3290,25574,250000,707703128,10,1
28,3246,25495,250000,2249516936,8,1
28,3333,29362,250000,972765852,13,16
28,3447,26578,250000,2847089565,10,11
28,3260,26536,250000,2992110716,3,8
28,3271,25788,250000,4123066626,4,2
28,3276,25629,250000,2071106225,9,11
28,3280,26059,250000,2555011372,12,13
28,3285,26055,250000,2114269564,15,8
28,3307,25156,250000,316469144,14,1
28,3247,25390,250000,3399030206,4,2
28,3383,26915,250000,1773612460,12,8
28,3295,26651,250000,3678868794,6,15
28,3269,26174,250000,758890765,13,5
28,3278,26220,250000,2798893012,1,4
28,3275,26746,250000,3593029344,7,16
28,3406,26312,250000,3747587172,0,15
28,3332,26259,250000,1409260631,13,5
28,3300,24879,250000,2708206993,5,2
28,3246,24874,250000,3780473966,12,3
28,3296,25108,250000,3009738127,5,4
28,3270,24909,250000,2862248073,7,16
28,3245,24903,250000,1935692706,8,10
28,3269,26319,250000,4289355727,4,10
28,3277,25308,250000,3667156379,9,4
28,3322,25122,250000,1392961599,8,1
28,3274,24967,250000,740947227,5,1
28,3274,24923,250000,1909953470,7,6
28,3265,24974,250000,760164638,0,8
28,3293,24958,250000,761433249,14,16
28,3288,25656,250000,2541374509,6,1
28,3288,26605,250000,2189619275,0,8
28,3352,25395,250000,3379572722,7,9
28,3305,25139,250000,1807999273,11,11
28,3247,29139,250000,1259136343,10,5
28,3293,25242,250000,2591519788,7,1
28,3378,24879,250000,3087182050,0,6
28,3259,25207,250000,774630582,5,8
28,3272,29287,250000,2389168750,15,10
28,3273,25353,250000,74048667,15,10
28,3250,24977,250000,645463066,7,13
28,3292,28615,250000,1507204095,3,3
28,3298,25782,250000,70761796,7,5
28,3267,25546,250000,3795979686,4,5
28,3271,25490,250000,90844091,4,10
28,3362,25117,250000,386712623,6,11
28,3248,25509,250000,867254495,10,5
28,3344,25417,250000,3172009145,7,5
28,3276,27537,250000,1985505432,3,6
28,3245,27912,250000,989189868,0,7
28,3294,27289,250000,760954455,6,7
28,3330,28712,250000,1273410343,13,5
28,3246,27220,250000,4043728208,5,7
28,3271,25766,250000,3303062362,11,2
28,3278,26894,250000,1529938508,8,5
28,3376,26624,250000,4060347877,13,11
28,3273,25749,250000,3299971344,15,10
28,3351,26939,250000,1964071937,14,1
28,3460,25564,250000,519479961,5,12
28,3480,25246,250000,2304789549,15,12
28,3353,25002,250000,994645654,3,1
28,3321,25129,250000,3720225504,3,12
28,3282,25348,250000,1400277343,0,1
28,3339,25463,250000,678290939,0,8
28,3246,27052,250000,1578136593,5,15
28,3287,25765,250000,3641062662,1,8
28,3281,25140,250000,2746288325,10,15
28,3254,25333,250000,623977982,0,12
28,3307,26356,250000,3264908719,10,6
28,3276,26659,250000,385007677,9,9
28,3251,25749,250000,1842051866,3,11
28,3313,26663,250000,3278374236,12,8
28,3304,25130,250000,3054642744,12,14
28,3272,26936,250000,3780935080,14,4
28,3442,26556,250000,4070622310,1,14
28,3306,25879,250000,1989256900,6,14
28,3255,26944,250000,231523297,11,16
28,3437,25584,250000,2982649612,2,13
28,3370,25124,250000,4137766064,15,10
28,3247,25603,250000,4118755045,3,7
28,3293,25889,250000,1141169043,14,9
28,3317,26070,250000,1790692003,13,7
28,3262,25928,250000,1005483342,5,6
28,3278,25438,250000,1394063720,15,4
28,3288,26698,250000,689561685,4,13
28,3254,25518,250000,3155259992,9,2
28,3431,25199,250000,1912253558,3,1
28,3451,25766,250000,1815987863,3,8
28,3256,25510,250000,1078652262,12,10
28,3310,25355,250000,2695929780,0,7
28,3367,26688,250000,1664732217,10,13
28,3273,26078,250000,286640165,14,16
28,3366,25709,250000,1437886095,0,12
28,3349,26200,250000,1617251029,9,16
28,3357,25205,250000,4069594321,15,12
28,3290,24871,250000,593471241,3,11
29,3732,23830,250000,3684042721,2,8
29,3793,23309,250000,1259882533,9,5
29,3581,22086,250000,3944838419,6,16
29,3834,24676,250000,3448604463,12,13
29,3688,23380,250000,2867110990,15,7
29,3692,31664,250000,2649182059,1,3
29,3795,25634,250000,3650688362,0,6
29,3779,25950,250000,821717053,1,6
29,3670,22295,250000,825928717,5,5
29,3819,24944,250000,909934385,8,8
29,3724,22927,250000,3453430407,12,5
29,3912,26413,250000,1296749001,14,5
29,3729,25284,250000,4112221775,12,6
29,3860,22856,250000,3482614436,9,6
29,3651,24119,250000,2137059700,6,14
29,3746,23085,250000,1374747705,10,9
29,3682,24161,250000,3989495347,2,16
29,4034,24998,250000,248551110,5,13
29,3707,24356,250000,191576425,0,9
29,3742,22989,250000,1336306785,1,9
29,3712,23650,250000,2789426246,5,9
29,3759,26383,250000,3038648252,11,12
29,3723,23200,250000,3386502504,6,9
29,3999,23897,250000,3393272501,15,9
29,3839,24959,250000,3480133417,10,9
29,3748,22458,250000,3969857109,2,9
29,3787,25021,250000,841981142,10,3
29,3707,23756,250000,449922724,3,10
29,3741,25551,250000,2396761884,12,11
29,3825,25690,250000,1707794791,0,15
29,3772,23594,250000,968656877,13,5
29,3815,24396,250000,2175769103,13,9
29,3696,25660,250000,3448797811,13,14
29,3735,23759,250000,2562826621,8,11
29,3813,24681,250000,2022599245,12,2
29,3935,25733,250000,1039229884,15,16
29,3790,21874,250000,926396580,6,9
29,3776,23992,250000,2964233120,5,11
29,3693,22833,250000,801673500,9,3
29,3928,32644,250000,1980090487,15,15
29,3834,30589,250000,2285600175,2,4
29,3821,28025,250000,1196434070,0,14
29,3893,23642,250000,3805895572,3,14
29,3803,22993,250000,306777440,11,3
29,3715,23226,250000,3201522410,5,15
29,3956,25441,250000,413855367,8,13
29,3882,22046,250000,4186723903,0,2
29,3681,26352,250000,826724293,5,11
29,3687,21986,250000,412532773,1,8
29,3774,33866,250000,516513572,7,16
29,3737,33512,250000,2053500743,3,13
29,3712,22184,250000,3135318020,4,7
29,3675,24181,250000,889968808,1,16
29,3727,25169,250000,3229248133,6,9
29,3684,23367,250000,2316713589,4,6
29,3753,22256,250000,4063776554,14,2
29,3667,21910,250000,2720458239,13,8
29,3831,22373,250000,2556517869,2,14
29,3735,24132,250000,3129655214,1,15
29,3764,27433,250000,1592662287,4,4
29,3750,23948,250000,25160932,12,7
29,3789,23357,250000,3284395462,7,10
29,3716,25585,250000,2926499227,14,13
29,3675,24267,250000,3110426793,7,6
29,3856,26248,250000,2058294773,14,11
29,3750,23958,250000,3146458485,4,14
29,3839,21900,250000,509511261,9,14
29,3643,23012,250000,1908278793,14,8
29,3677,23624,250000,2157946527,10,14
29,4006,28401,250000,3154738475,10,1
29,3837,26960,250000,495159705,0,3
29,4131,24202,250000,704134156,8,8
29,4029,27248,250000,4005531754,4,15
29,3954,24612,250000,1430796108,4,14
29,3816,26403,250000,2120481950,15,14
29,3861,26065,250000,1763982657,12,16
29,3837,24143,250000,201678940,15,14
29,3923,24261,250000,1636434697,1,15
29,3800,25084,250000,3386113934,8,12
29,3977,23546,250000,2409699698,12,10
29,3887,24155,250000,2885200155,2,1
29,3791,22388,250000,3896692715,9,13
29,3743,25197,250000,1071770616,1,3
29,4457,24436,250000,363450791,10,12
29,3712,24615,250000,2976014366,10,9
29,4033,25953,250000,2967361386,15,1
29,3880,25292,250000,1747379433,15,13
29,3959,24116,250000,4046419036,5,6
29,4003,29340,250000,3056595044,13,3
29,3933,28430,250000,3863689604,13,1
29,3970,27696,250000,2665914606,8,3
29,3867,26725,250000,3441270551,11,10
29,3714,25219,250000,3554502373,12,4
29,3997,30527,250000,1860940672,8,7
29,3779,26647,250000,2611503151,7,13
29,3980,26508,250000,3852327276,11,13
29,3813,23354,250000,4087323606,3,9
29,3881,23874,250000,2709425779,5,5
29,3949,25267,250000,1398290276,13,14
29,3816,27054,250000,554381113,15,9
30,3295,25017,250000,3458258183,4,9
30,3262,24819,250000,2394852656,11,12
30,3260,24812,250000,1331665777,3,8
30,3269,24382,250000,2770079636,5,13
30,3267,24199,250000,1335520987,2,6
30,3261,24347,250000,2790043151,1,7
30,3269,24785,250000,4086577469,7,14
30,3283,25047,250000,2625309944,10,5
30,3274,25148,250000,560508769,14,1
30,3270,24353,250000,1116787579,2,11
30,3265,24285,250000,1338602816,9,1
30,3260,24465,250000,1772069965,4,16
30,3266,24954,250000,1117139648,0,15
30,3266,24139,250000,4253764826,5,14
30,3265,24226,250000,2559444218,2,12
30,3266,24247,250000,1355985399,13,3
30,3337,24381,250000,3085910000,14,5
30,3273,24177,250000,2999452494,1,13
30,3267,24174,250000,1511870679,10,13
30,3275,24216,250000,4064291104,9,9
30,3266,24109,250000,2321526571,13,16
30,3271,24140,250000,212732113,13,12
30,3262,24052,250000,3821309435,5,4
30,3331,24020,250000,2270430752,4,11
30,3270,24077,250000,4069972367,13,9
30,3265,24012,250000,2694069871,6,1
30,3269,24155,250000,3594399582,0,12
30,3267,24146,250000,2315574647,14,4
30,3274,24040,250000,2911286607,5,13
30,3277,24124,250000,2418995235,5,1
30,3267,24175,250000,1092835032,11,6
30,3270,24110,250000,2720748228,6,1
30,3265,24262,250000,3207787188,0,7
30,3269,24037,250000,3219572114,12,16
30,3272,23978,250000,981631494,7,2
30,3270,24054,250000,1921915623,5,6
30,3265,24020,250000,3236617657,10,2
30,3250,24016,250000,170145421,2,3
30,3279,24225,250000,326101160,2,5
30,3273,24276,250000,752895115,10,14
30,3274,23942,250000,65796835,5,14
30,3336,24133,250000,3863829553,14,8
30,3265,23976,250000,376258355,5,8
30,3265,24022,250000,218920017,5,4
30,3262,24052,250000,2824707899,0,3
30,3271,24921,250000,41632743,6,14
30,3265,23904,250000,2557845925,3,7
30,3270,23925,250000,4264191668,10,6
30,3271,24066,250000,3321472870,14,8
30,3278,24208,250000,4027569593,5,10
30,3271,24223,250000,3294684651,1,5
30,3268,23975,250000,2429257653,15,2
30,3275,24064,250000,4017624297,2,4
30,3272,24081,250000,1076005203,6,1
30,3269,24228,250000,3740767299,5,1
30,3267,24097,250000,938291088,12,1
30,3270,24032,250000,816723395,0,4
30,3271,26067,250000,3847846201,1,11
30,3265,24346,250000,3368744900,1,8
30,3261,24073,250000,2202009258,10,7
30,3269,24240,250000,3127284290,13,7
30,3269,24196,250000,1989334585,5,16
30,3264,23995,250000,1152550687,15,9
30,3270,24098,250000,1252563704,15,6
30,3267,24107,250000,3078442721,0,4
30,3264,24288,250000,3761735488,13,9
30,3269,23953,250000,3074816623,11,14
30,3267,24114,250000,439739731,2,2
30,3272,24086,250000,1088844092,11,14
30,3266,24166,250000,3019137806,11,4
30,3265,23962,250000,3780392333,5,1
30,3273,24113,250000,446235217,0,8
30,3271,24048,250000,3255270466,5,4
30,3263,24056,250000,2889010243,3,4
30,3309,24106,250000,1938095641,12,15
30,3269,24087,250000,2344169670,9,15
30,3264,24138,250000,1629345,7,9
30,3265,24085,250000,1094958110,11,12
30,3271,24087,250000,3039906889,9,11
30,3342,24282,250000,1696820744,10,10
30,3264,24105,250000,2139503938,3,11
30,3266,24055,250000,7013271,4,1
30,3266,23963,250000,2050753548,9,10
30,3271,24114,250000,1202899971,4,15
30,3346,24227,250000,2365672191,0,7
30,3266,24237,250000,2698490694,6,1
30,3318,24241,250000,3140942856,5,15
30,3275,24179,250000,834615159,14,16
30,3263,23979,250000,3353160382,10,5
30,3269,24091,250000,2353784355,15,5
30,3254,23925,250000,307090335,1,12
30,3269,24200,250000,1827500374,12,15
30,3269,24102,250000,392680746,13,11
30,3255,24253,250000,493360523,7,4
30,3280,24235,250000,3515284885,6,7
30,3268,24150,250000,3585762234,2,12
30,3255,24129,250000,2015391853,5,16
30,3266,24178,250000,1531397884,13,9
30,3331,23981,250000,544116290,6,12
30,3255,24145,250000,2999904853,7,13
31,3346,24850,250000,104424588,0,16
31,3250,24858,250000,2318308679,14,4
31,3266,24748,250000,2336363254,4,4
31,3337,24726,250000,1167850897,9,12
31,3251,24780,250000,1876889790,1,5
31,3273,24732,250000,2726695099,10,4
31,3280,24812,250000,1093326166,7,8
31,3247,24613,250000,2298573370,9,11
31,3280,24638,250000,386413488,0,13
31,3449,24754,250000,3733245319,13,3
31,3244,24997,250000,1905610853,0,6
31,3288,24852,250000,2366166372,13,7
31,3279,24786,250000,35548735,0,12
31,3244,25029,250000,3726440234,15,10
31,3277,24974,250000,2006467213,15,4
31,3278,24931,250000,3238060434,14,1
31,3251,24864,250000,2690714302,7,2
31,3281,24783,250000,3435527863,13,2
31,3283,25123,250000,1138327452,1,3
31,3274,25362,250000,379880586,6,4
31,3357,25085,250000,1053092628,3,7
31,3284,25403,250000,268990877,9,10
31,3257,25392,250000,1106458473,5,8
31,3270,25516,250000,2398754533,1,4
31,3268,25212,250000,2662803404,13,1
31,3266,25394,250000,941942204,14,8
31,3310,25237,250000,2549259598,2,8
31,3279,25220,250000,3795602292,14,10
31,3253,25275,250000,3311405462,5,8
31,3275,25307,250000,603231464,15,8
31,3279,25302,250000,4193917695,7,8
31,3254,24682,250000,1241587397,3,16
31,3274,24888,250000,1337769630,13,5
31,3288,25341,250000,447329113,8,2
31,3290,25401,250000,4111745164,11,4
31,3274,25254,250000,3210769458,0,10
31,3283,25600,250000,1130902122,5,12
31,3245,25050,250000,3821692824,15,7
31,3371,25233,250000,1774294365,6,14
31,3336,25458,250000,3505636137,6,7
31,3252,25098,250000,3578336814,4,7
31,3290,25121,250000,4000483722,3,8
31,3295,25146,250000,2117015607,11,13
31,3247,25271,250000,2693688446,2,8
31,3273,25384,250000,2082473716,5,11
31,3280,25242,250000,3626920125,13,11
31,3248,25176,250000,1222323214,7,1
31,3314,26433,250000,3560673104,9,16
31,3275,25325,250000,938603530,5,6
31,3275,25205,250000,3161584027,5,15
31,3265,25176,250000,1626260223,8,7
31,3274,24901,250000,2115862000,2,15
31,3248,25075,250000,1477959916,9,4
31,3270,24991,250000,795212681,12,10
31,3273,25216,250000,1661476626,7,15
31,3292,25085,250000,1782518821,13,6
31,3289,24768,250000,3625264071,5,9
31,3279,24926,250000,2320148827,4,15
31,3253,24819,250000,4173284757,13,16
31,3268,25066,250000,1456310890,14,6
31,3273,24783,250000,2826589924,12,1
31,3401,24539,250000,239164959,8,6
31,3292,25070,250000,3508957150,9,11
31,3294,25580,250000,2904715743,1,8
31,3247,25071,250000,548970129,11,15
31,3274,24751,250000,3616129717,10,7
31,3274,25089,250000,356293379,3,4
31,3272,25191,250000,1393670107,7,3
31,3292,25856,250000,1938234550,13,2
31,3277,25773,250000,3982028990,11,7
31,3246,25753,250000,1086903149,11,2
31,3291,25563,250000,1405809057,9,3
31,3375,25571,250000,2741913855,8,15
31,3275,25879,250000,892926522,15,9
31,3365,25443,250000,3721888848,2,12
31,3281,25226,250000,3704316411,12,3
31,3285,25627,250000,1556740418,14,8
31,3285,25140,250000,1445175835,0,15
31,3283,25224,250000,3263755188,1,9
31,3279,25638,250000,285436123,7,15
31,3338,25681,250000,351631137,1,16
31,3281,25691,250000,1501872756,15,1
31,3290,25163,250000,2378777439,7,13
31,3274,26081,250000,2628434020,0,13
31,3268,25186,250000,4198160727,10,8
31,3270,25116,250000,365782306,5,13
31,3254,25201,250000,2661707807,2,2
31,3365,25281,250000,1855151058,1,2
31,3268,25581,250000,1529654400,3,14
31,3362,25414,250000,2906785606,13,2
31,3491,25854,250000,3643923158,5,15
31,3290,25472,250000,2486189964,11,7
31,3364,25640,250000,1515934672,6,10
31,3279,25609,250000,3915658799,6,7
31,3364,25298,250000,22617466,5,8
31,3294,25655,250000,3673225863,10,14
31,3339,25692,250000,1726034159,5,10
31,3282,25140,250000,3203834338,5,5
31,3286,25177,250000,4259810218,8,10
31,3267,25301,250000,2800572911,4,16
32,3681,29308,250000,2691978801,12,16
32,3736,29731,250000,1241949109,2,11
32,3690,28866,250000,452259539,2,9
32,3818,28847,250000,1850750540,5,13
32,3931,28394,250000,3908259734,8,15
32,3797,26605,250000,2721189495,3,6
32,3619,28436,250000,3986868497,0,13
32,3735,28568,250000,3321043834,7,15
32,3595,29218,250000,1225747532,7,3
32,3642,27078,250000,3727023315,1,6
32,3779,27789,250000,4066740258,1,9
32,3805,27993,250000,1169374001,1,15
32,3883,27956,250000,3709791290,7,16
32,3848,32097,250000,3396444239,1,7
32,3833,28160,250000,4209212517,15,12
32,3738,27685,250000,882344630,3,8
32,3720,28865,250000,3758752105,2,13
32,3753,27041,250000,3808201557,5,10
32,3677,27111,250000,876569109,0,5
32,3621,29465,250000,2346714251,8,8
32,3611,28205,250000,3556175736,2,5
32,3663,28620,250000,4192873329,9,16
32,3663,32209,250000,3798233714,6,8
32,3631,28354,250000,4066149494,2,5
32,3722,29490,250000,2181576500,7,14
32,3706,27755,250000,2221550873,7,1
32,3803,31624,250000,3433642606,7,4
32,3624,28441,250000,1007331304,11,1
32,3698,27279,250000,1175611545,10,12
32,3637,26661,250000,2008475070,5,16
32,3735,26569,250000,4042866228,8,11
32,3713,26944,250000,1790796742,6,7
32,3589,27060,250000,1188732425,13,15
32,3726,35232,250000,2186983006,5,6
32,3618,29874,250000,2602728656,11,16
32,3706,27499,250000,3386321613,1,16
32,3861,27344,250000,2386187861,15,10
32,3949,28171,250000,1500829404,8,10
32,3662,29337,250000,2456185057,6,5
32,3749,28627,250000,1827888923,5,7
32,4015,28291,250000,2750942841,12,4
32,3710,29916,250000,1058417341,3,7
32,3856,28477,250000,2117273542,9,10
32,3787,32476,250000,2562900484,12,6
32,3745,27717,250000,3860597395,13,8
32,3751,28234,250000,2272673370,1,13
32,3603,28671,250000,4094035986,14,8
32,3933,27986,250000,3392255136,4,11
32,3895,27145,250000,1431741720,7,2
32,3648,28373,250000,1343168479,4,3
32,3635,34520,250000,271722841,12,9
32,3640,35914,250000,4036120614,9,7
32,4119,28274,250000,4113902775,1,12
32,3855,28832,250000,2699304536,15,5
32,3793,35470,250000,2673045914,2,3
32,3589,28786,250000,4058597928,7,5
32,3809,27000,250000,1777570214,12,13
32,3597,27398,250000,3384800968,2,11
32,3780,27561,250000,2270363494,14,16
32,3647,26912,250000,1096663386,6,7
32,3784,28571,250000,1998341802,5,10
32,3636,27534,250000,1488751990,1,4
32,3882,29100,250000,2255923144,1,8
32,3513,26905,250000,1415364620,11,16
32,3580,28578,250000,2284044857,2,4
32,3546,26834,250000,1287952198,9,7
32,3628,27032,250000,2881047366,12,2
32,3638,30446,250000,594550082,8,14
32,3569,29030,250000,2253954298,8,13
32,3662,27283,250000,2271263288,9,7
32,3948,30254,250000,3945977076,7,14
32,3723,29865,250000,1066900692,4,8
32,3601,28668,250000,3814633470,1,14
32,3597,28215,250000,399256181,5,16
32,3666,28156,250000,140104011,0,11
32,3590,27836,250000,3567258281,4,8
32,3793,27617,250000,1146195388,13,13
32,3641,27032,250000,4029756918,1,8
32,3601,27481,250000,3055276790,4,12
32,3808,29739,250000,2250675902,9,8
32,3571,26754,250000,2465742371,6,4
32,3748,30854,250000,715645971,12,5
32,3570,28347,250000,3847164261,11,16
32,3676,28530,250000,1476569327,3,4
32,3657,27878,250000,3538600413,14,15
32,3882,27243,250000,2986351176,10,2
32,3593,28845,250000,614742090,0,13
32,3612,30050,250000,1032462749,1,6
32,3554,27192,250000,76727372,13,13
32,3744,27892,250000,2442863149,3,9
32,3692,27993,250000,1208044588,11,3
32,3794,26819,250000,1118660075,9,14
32,3537,27400,250000,4256777165,2,2
32,3553,27573,250000,2499461949,2,16
32,3716,28118,250000,698347097,1,7
32,3540,26933,250000,950089432,7,11
32,3766,27018,250000,3605837979,14,14
32,3565,26149,250000,1655818567,11,8
32,3493,27282,250000,4160102765,10,7
32,3583,26375,250000,3272095987,0,5
33,3245,28414,250000,449083531,6,9
33,3291,28419,250000,3909935986,10,16
33,3329,27912,250000,3522815043,12,4
33,3299,27918,250000,461033737,10,10
33,3288,28245,250000,1668287897,0,8
33,3283,28101,250000,3912274732,0,11
33,3244,27421,250000,720514005,0,4
33,3369,27179,250000,3936029773,3,13
33,3310,27354,250000,4238745192,5,11
33,3310,27692,250000,318364776,12,4
33,3308,27447,250000,1466327101,3,1
33,3280,30346,250000,661030230,8,9
33,3254,29246,250000,3875778712,4,1
33,3307,28898,250000,2672688480,7,6
33,3267,27462,250000,3942042110,6,16
33,3244,27694,250000,941975993,1,8
33,3398,27306,250000,1170805022,6,15
33,3278,27314,250000,897872136,8,5
33,3256,27670,250000,3598368332,11,1
33,3284,27429,250000,578288489,7,7
33,3408,28475,250000,214812508,1,8
33,3253,28830,250000,637744466,8,8
