runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
4,4088,33013,250000,3722256198,3404879093,588271153
4,4063,33989,250000,1841556493,432964941,304923425
4,3960,39484,250000,1705501883,3896436597,1331479159
4,4258,38926,250000,1124138694,2281673417,3028505497
4,4101,31926,250000,1953694066,2653771929,57794111
4,3916,35683,250000,2792231013,305977713,1798731508
4,4095,30232,250000,2547752478,3716292193,4208863627
4,3827,32709,250000,26842535,198468387,1996075423
4,3861,30657,250000,2754095802,2737926778,4210134592
4,4086,30933,250000,2787972106,2053580609,759817085
4,4263,29714,250000,9248130,1507891836,382145430
4,3869,31631,250000,1702862430,2997565097,2115847998
4,4232,30648,250000,3045381663,868473689,152317637
4,4065,29705,250000,2043058147,2423323479,1488513579
4,3782,30698,250000,3918622769,3916341532,574697073
4,4224,30445,250000,3655609334,2119161756,2919473136
4,4043,31068,250000,3208023116,265942572,1911309101
4,3855,33280,250000,3831699358,3659245239,1647365388
4,3855,28761,250000,1781418108,1961603241,1352987112
4,3750,30113,250000,2337263745,664835289,1071256690
4,3756,29602,250000,2235910240,1416861010,4144648657
4,4044,29818,250000,531449472,2030266608,49141256
4,4088,30413,250000,3247701921,1462259642,2689978916
4,4006,30964,250000,3497402430,344618628,1722872050
4,3899,29622,250000,4243253279,2692639650,1620264622
4,4179,29979,250000,2728057445,498505096,2034019775
4,3901,29690,250000,2061442674,1407122097,1548092589
4,3930,34450,250000,75243590,443671814,2876924994
4,3979,29550,250000,2503683138,1554473338,4255204948
4,3949,30273,250000,1819783486,1508026431,744170937
4,3932,30403,250000,4213938734,1538078333,529683087
4,3783,33853,250000,1070632088,321699803,4282488053
4,3858,31921,250000,2004141962,3345899412,4039675393
4,4110,32952,250000,4100338117,2808536655,3355545789
4,3955,35251,250000,4177736293,3056820808,1160452925
4,3857,38362,250000,907458921,852956031,2977110249
4,3962,32447,250000,3923128158,2422290381,1045678662
4,4126,33707,250000,2730728145,522544707,2774627080
4,3792,29967,250000,3270873625,2877325422,2695300670
4,4538,35959,250000,2433584139,343006485,1347982505
4,4204,31871,250000,2238142596,2148147977,3922873559
4,3879,35283,250000,3759594385,3878146085,260203250
4,3741,29261,250000,2821828053,1603483824,3588720895
4,4123,29351,250000,475469678,1956030855,747166532
4,3822,34542,250000,3140439703,3635992252,4110964420
4,4025,36991,250000,3807311356,3628267519,1081831672
4,3768,29828,250000,1651496931,348721794,70430663
4,3830,30303,250000,4290383279,1844438799,4122294054
4,3843,30673,250000,3533326499,1332809668,671852188
4,4231,30874,250000,4161315327,1948807161,3868319996
4,3994,29062,250000,1003044864,4181715679,634053691
4,4150,30497,250000,755733858,4124437982,1655285659
4,3881,32461,250000,3293381305,2831078512,1630705253
4,4070,37862,250000,4228737226,4268637564,206138599
4,3902,30299,250000,4235107253,2777021940,3493191047
4,3871,31523,250000,1380955977,39591224,1470736009
4,4088,30784,250000,426283780,3266058005,3375567367
4,3982,29801,250000,4055237104,3489357046,3051794973
4,3869,29589,250000,1852305310,2378819840,1795546935
4,4032,29750,250000,3381380069,3594486566,3463332991
4,3962,30748,250000,3994719979,2466021755,748313704
4,3881,32035,250000,1976497176,2933898456,4224510626
4,3987,29642,250000,2003457401,567294616,881535380
4,3912,29901,250000,4269760928,3140829860,3865546826
4,3921,29600,250000,219415529,1593734142,835343105
4,4781,31728,250000,1185096511,434925391,596597023
4,4020,30674,250000,2967027389,1235958932,3368232939
4,3932,32590,250000,4204563666,3155562182,2404429727
4,3896,35220,250000,2358889977,766860888,883115520
4,4384,34214,250000,1330600047,1666078227,2644651986
4,4520,29280,250000,339226958,2636688519,60101060
4,3944,36502,250000,3060611018,2627328162,739353618
4,4005,30734,250000,3691979915,3225423614,56683146
4,4156,29574,250000,3613711522,2641237670,2189252454
4,4071,30945,250000,1818624110,920011581,1345001989
4,4101,32729,250000,3929054977,3873359676,2477553375
4,4032,30437,250000,1554983146,3361822574,4088318441
4,3853,30275,250000,1821871354,2953897263,977275635
4,4124,29535,250000,2800101098,2399410825,3117279818
4,4042,31553,250000,2534405336,2197317668,2696348807
4,3812,30169,250000,872173601,905636656,2918905811
4,4241,35624,250000,2680336389,2732044013,1556335253
4,3965,30558,250000,1413867559,1336052415,2353923408
4,3992,29923,250000,3692159821,3206078632,4011416109
4,3820,30648,250000,1666238488,2820001089,2501476892
4,4013,30958,250000,3140017660,1880805297,3369781394
4,3875,30308,250000,842395527,885133939,3512737165
4,4121,29736,250000,1717641956,1204469499,6010977
4,3906,29388,250000,1233363970,1465667396,3904950591
4,3914,30478,250000,2937000209,783689681,2034828710
4,3971,28571,250000,1749793010,1310035959,2128217299
4,4137,28243,250000,1120444809,1040604835,2942864183
